"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"Child and Adolescent Psychiatry and Mental Health","Neuroscience","Springer Nature (BioMed Central)","For-profit associated with a society","OA","International Association for Child and Adolescent Psychiatry and Allied Professions","Society/Association","UK","https://capmh.biomedcentral.com/","2162","1.623","Q1 (Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)","71","No","1753-2000",""
"Child's Nervous System","Neuroscience","Springer Nature","For-profit associated with a society","Hybrid","Brazilian Society for Pediatric Neurosurgery; International Society for Pediatric Neurosurgery (ISPN); Korean Society for Pediatric Neurosurgery; Latin American Pediatric Neurosurgery Association (LAPNA); Russian Society for Pediatric Neurosurgery ; Turkish Neurosurgical Society - Pediatric Section","Society/Association","Germany / UK","https://link.springer.com/journal/381","2601","0.452","Q2 (Pediatrics, Perinatology and Child Health)","106","No","1433-0350","0256-7040"
"Clinical Gerontologist","Aging","Taylor & Francis Group","For-profit","","","","UK","https://www.tandfonline.com/journals/wcli20","","1.016","Q1 (Clinical Psychology; Gerontology; Health; Social Psychology)","49","No","1545-2301","0731-7115"
"Congenital Anomalies","Perinatology and Birth Defects/Teratology","John Wiley & Sons","For-profit associated with a society","Hybrid","Japanese Teratology Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/17414520","2183","","","","No","1741-5420","0914-3505"
"Current Opinion in Genetics & Development","Genetics","Elsevier","For-profit","Hybrid","-","","Netherlands","https://www.sciencedirect.com/journal/current-opinion-in-genetics-and-development","2181","2.327","Q1 (Developmental Biology; Genetics)","208","No","1879-0380","0959-437X"
"Current Topics in Developmental Biology","Generalist","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/bookseries/current-topics-in-developmental-biology","","0.471","Q4 (Cell Biology; Developmental Biology)","119","No","1557-8933","0070-2153"
"Development","Generalist","The Company of Biologists","Non-profit","Hybrid","","","UK","https://journals.biologists.com/dev","4552","1.6","Q1 (Developmental Biology; Molecular Biology)","377","No","1477-9129","0950-1991"
"Development Growth & Differentiation","Molecular and Cellular Development","John Wiley & Sons","For-profit associated with a society","Hybrid","Japanese Society for Developmental Biologists","Society/Association","USA","https://onlinelibrary.wiley.com/journal/1440169X","3167","0.562","Q2 (Medicine)","78","No","1440-169X","0012-1592"
"Development and Psychopathology","Neuroscience","Cambridge University Press (CUP)","University Press","Hybrid","-","","UK","https://www.cambridge.org/core/journals/development-and-psychopathology","2786","1.695","Q1 (Developmental and Educational Psychology; Psychiatry and Mental Health)","207","No","1469-2198","0954-5794"
"Developmental & Comparative Immunology","Molecular and Cellular development","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/developmental-and-comparative-immunology","3859","0.545","Q2 (Aquatic Science)","141","No","1879-0089","0145-305X"
"Developmental Biology","Generalist","Elsevier","For-profit associated with a society","Hybrid","Society for Developmental Biology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/developmental-biology","4010","1.04","Q2 (Cell Biology; Developmental Biology; Molecular Biology)","257","No","1095-564X","0012-1606"
"Developmental Biology Advances","Generalist","Springer Nature","For-profit","OA","-","","Germany / UK","https://evodevojournal.biomedcentral.com/","2649","1.16","Q1 (Ecology, Evolution, Behavior and Systematics)","48","No","2041-9139",""
"Developmental Cell","Molecular and Cellular development","Elsevier (Cell Press)","For-profit","Hybrid","","","USA","https://www.cell.com/developmental-cell","6853","5.494","Q1 (Biochemistry, Genetics and Molecular Biology; Cell Biology; Developmental Biology; Molecular Biology)","318","No","1878-1551","1534-5807"
"Developmental Cognitive Neuroscience","Neuroscience","Elsevier","For-profit","OA","-","","Netherlands","https://www.journals.elsevier.com/developmental-cognitive-neuroscience","2813","1.991","Q1 (Cognitive Neuroscience)","104","No","1878-9307","1878-9293"
"Developmental Dynamics","Generalist","John Wiley & Sons","For-profit associated with a society","Hybrid","American Association for Anatomy","Society/Association","USA","https://onlinelibrary.wiley.com/journal/10970177","1978","0.837","Q2 (Developmental Biology)","161","No","1097-0177","1058-8388"
"Developmental Medicine & Child Neurology","Neuroscience","John Wiley & Sons","For-profit","Hybrid","-","","USA","https://onlinelibrary.wiley.com/journal/14698749","2608","1.484","Q1 (Developmental Neuroscience; Neurology; Pediatrics, Perinatology and Child Health)","182","No","1469-8749","0012-1622"
"Developmental Neurobiology","Neuroscience","John Wiley & Sons","For-profit","Hybrid","-","","USA","https://onlinelibrary.wiley.com/journal/1932846X","2580","0.985","Q2 (Cellular and Molecular Neuroscience; Developmental Neuroscience)","146","No","1932-846X","1932-8451"
"Developmental Psychobiology","Neuroscience","John Wiley & Sons","For-profit","Hybrid","-","","USA","https://onlinelibrary.wiley.com/journal/10982302","2886","0.727","Q2 (Developmental and Educational Psychology)","112","No","1098-2302","0012-1630"
"Developmental Psychology","Neuroscience","American Psychological Association (APA)","Non-profit","Hybrid","American Psychological Association","Society/Association","USA","https://www.apa.org/pubs/journals/dev","2617","1.367","Q1 (Demography; Developmental and Educational Psychology; Life-span and Life-course Studies)","265","No","1939-0599","0012-1649"
"Differentiation","Molecular and Cellular development","Elsevier","For-profit","Hybrid","-","","Netherlands","https://www.sciencedirect.com/journal/differentiation","3260","1.144","Q2 (Cancer Research; Cell Biology; Developmental Biology; Molecular Biology)","111","No","1432-0436","0301-4681"
"Discover Developmental Biology","Generalist","Springer Nature","For-profit","","-","","Germany / UK","https://link.springer.com/journal/427","","0.467","Q3 (Genetics)","85","No","3059-3247",""
"EMBO Reports","Generalist","Springer Nature","For-profit associated with a society","OA","European Molecular Biology Organization (EMBO) Press","","Germany / UK","https://www.embopress.org/journal/14693178","7607","2.711","Q1 (Biochemistry; Genetics; Molecular Biology)","227","No","1469-3178","1469-221X"
"Early Human Development","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/early-human-development","2692","0.761","Q1 (Pediatrics, Perinatology and Child Health)","119","No","1872-6232","0378-3782"
"European Child and Adolescent Psychiatry","Neuroscience","Springer Nature","For-profit associated with a society","Hybrid","European Society for Child and Adolescent Psychiatry","Society/Association","Germany / UK","https://link.springer.com/journal/787","3012","2.209","Q1 (Developmental and Educational Psychology; Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)","132","No","1435-165X","1018-8827"
"Evolution and Development","Generalist","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/1525142x","2850","0.821","Q1 (Ecology, Evolution, Behavior and Systematics)","92","No","1525-142X","1520-541X"
"Experimental Aging Research","Aging","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/uear20","3445","0.596","Q1 (Arts and Humanities)","62","No","1096-4657","0361-073X"
"Focus on Autism and Other Developmental Disabilities","Neuroscience","Sage Publishing","For-profit associated with a society","","Hammill Institute on Disabilities/Division on Autism and Developmental Disabilities of The Council for Exceptional Children","","USA","https://journals.sagepub.com/home/FOA","","0.653","Q2 (Neurology; Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)","86","No","1088-3576",""
"Genes & Development","Genetics","Cold Spring Harbor (CSH) Laboratory Press","Non-profit","Hybrid","-","","USA","https://genesdev.cshlp.org/","4525","3.302","Q1 (Developmental Biology; Genetics)","499","No","1549-5477","0890-9369"
"Genesis: The Journal of Genetics and Development","Genetics","John Wiley & Sons","For-profit","Hybrid","-","","USA","https://onlinelibrary.wiley.com/journal/1526968x","2437","0.87","Q2 (Endocrinology; Genetics; Medicine)","128","No","1526-968X","1526-954X"
"Geriatrics and Gerontology International","Aging","John Wiley & Sons","For-profit associated with a society","Hybrid","Japan Geriatrics Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/14470594","2052","0.734","Q2 (Geriatrics and Gerontology; Gerontology; Health; Medicine)","88","No","1447-0594","1444-1586"
"GeroScience","Aging","Springer Nature","For-profit associated with a society","Hybrid","American Aging Association (AGE)","Society/Association","Germany / UK","https://link.springer.com/journal/11357","4324","1.827","Q1 (Aging; Cardiology and Cardiovascular Medicine; Complementary and Alternative Medicine; Geriatrics and Gerontology; Veterinary)","103","No","2509-2723","2509-2715"
"Gerontology","Aging","Karger Publishers","For-profit","Hybrid","","","Switzerland","https://karger.com/ger","4284","1.102","Q2 (Geriatrics and Gerontology)","124","No","1423-0003","0304-324X"
"Gériatrie et Psychologie Neuropsychiatrie du Vieillissement","Aging","John Libbey Eurotext","For-profit associated with a society","Hybrid","Société française de gériatrie et de gérontologie (SFGG); Société francophone de psychogériatrie et de psychiatrie de la personne âgée (SF3PA); Association des jeunes gériatres (AJG)","Society/Association","France","https://www.jle.com/fr/revues/gpn/revue.phtml","424","0.154","Q4 (Biological Psychiatry; Geriatrics and Gerontology; Medicine; Neurology; Neuropsychology and Physiological Psychology)","23","No","2115-7863","2115-8789"
"Human Fertility","Reproduction","Taylor & Francis Group","For-profit associated with a society","OA","British Fertility Society","Society/Association","UK","https://www.tandfonline.com/journals/ihuf20","2447","0.659","Q2 (Medicine; Obstetrics and Gynecology; Reproductive Medicine)","50","No","1742-8149","1464-7273"
"Human Reproduction","Reproduction","Oxford University Press (OUP)","University Press","Hybrid","-","","UK","https://academic.oup.com/humrep","3902","2.231","Q1 (Obstetrics and Gynecology; Rehabilitation; Reproductive Medicine)","274","No","1460-2350","0268-1161"
"Human Reproduction Open","Reproduction","Oxford University Press (OUP)","University Press","OA","-","","UK","https://academic.oup.com/hropen","2348","3.354","Q1 (Embryology; Obstetrics and Gynecology; Reproductive Medicine)","48","No","2399-3529",""
"Human Reproduction Update","Reproduction","Oxford University Press (OUP)","University Press","Hybrid","-","","UK","https://academic.oup.com/humupd","1830","5.991","Q1 (Obstetrics and Gynecology; Reproductive Medicine)","242","No","1460-2369","1355-4786"
"IUBMB Life","Generalist","John Wiley & Sons","For-profit","Hybrid","International Union of Biochemistry and Molecular Biology (IUBMB)","","USA","https://iubmb.onlinelibrary.wiley.com/journal/15216551","4154","1.145","Q1 (Biochemistry; Clinical Biochemistry)","144","No","1521-6551","1521-6543"
"In Vitro Cellular and Developmental Biology Animal","Generalist","Springer Nature","For-profit associated with a society","Hybrid","Society for In Vitro Biology (SIVB)","Society/Association","Germany / UK","https://link.springer.com/journal/11626","2376","0.522","Q3 (Developmental Biology; Medicine)","74","No","1543-706X","1071-2690"
"In Vitro Cellular and Developmental Biology Plant","Plant Development","Springer Nature","For-profit associated with a society","Hybrid","Society for In Vitro Biology (SIVB); International Association for Plant Biotechnology (IAPB)","Society/Association","Germany / UK","https://link.springer.com/journal/11627","3446","0.47","Q2 (Plant Science)","87","No","1475-2689","1054-5476"
"International Journal of Developmental Biology","Generalist","UPV/EHU Press","University Press","OA","Universidad del País Vasco (UPV)/Euskal Herriko Unibertsitatearen (EHU)","University/Government","Spain","https://ijdb.ehu.eus/","610","0.517","Q2 (Embryology)","123","No","1696-3547","0214-6282"
"International Journal of Developmental Neuroscience","Neuroscience","John Wiley & Sons","For-profit associated with a society","Hybrid","The International Society for Developmental Neuroscience (ISDN)","Society/Association","UK","https://onlinelibrary.wiley.com/journal/1873474x","2545","0.504","Q3 (Developmental Biology; Developmental Neuroscience)","103","No","1873-474X","0736-5748"
"International Journal of Developmental Science","Generalist","Sage Publishing (IOS Press)","For-profit","","-","","USA","https://journals.sagepub.com/home/deva","","0.342","Q3 (Developmental and Educational Psychology; Life-span and Life-course Studies; Social Psychology)","29","No","2191-7485","2192-001X"
"Invertebrate Reproduction and Development","Generalist","Taylor & Francis Group","For-profit associated with a society","","International Society of Invertebrate Reproduction and Development","Society/Association","UK","https://www.tandfonline.com/journals/tinv20","","0.225","Q3 (Animal Science and Zoology)","43","No","2157-0272","0792-4259"
"JAMA Pediatrics","Childhood and Adolescence","American Medical Association (AMA)","Non-profit","Hybrid","American Medical Association (AMA)","Society/Association","USA","https://jamanetwork.com/journals/jamapediatrics","1350","3.799","Q1 (Pediatrics, Perinatology and Child Health)","243","No","2168-6211","2168-6203"
"Journal of Adult Development","Generalist","Springer Nature","For-profit","Hybrid","-","","Germany / UK","https://link.springer.com/journal/10804","2216","0.703","Q2 (Developmental and Educational Psychology; Experimental and Cognitive Psychology; Life-span and Life-course Studies)","59","No","1573-3440","1068-0667"
"Journal of Aging Research","Aging","John Wiley & Sons","For-profit","OA","","","UK","https://onlinelibrary.wiley.com/journal/9025","673","0.552","Q3 (Geriatrics and Gerontology)","65","No","2090-2212","2090-2204"
"Journal of Aging Studies","Aging","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-aging-studies","2907","0.756","Q1 (Issues, Ethics and Legal Aspects)","92","No","1879-193X","0890-4065"
"Journal of Aging and Health","Aging","Sage Publishing","For-profit","Hybrid","","","USA","https://journals.sagepub.com/home/jah","269","1.146","Q1 (Community and Home Care; Geriatrics and Gerontology; Gerontology; Health; Life-span and Life-course Studies; Sociology and Political Science)","98","No","1552-6887","0898-2643"
"Journal of Autism and Developmental Disorders","Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10803","2798","1.169","Q1 (Developmental and Educational Psychology)","234","No","1573-3432","0162-3257"
"Journal of Child Neurology","Childhood and Adolescence","Sage Publishing","For-profit","","-","","USA","https://journals.sagepub.com/home/jcna","","0.557","Q2 (Pediatrics, Perinatology and Child Health)","128","No","1708-8283","0883-0738"
"Journal of Developmental Origins of Health and Disease","Generalist","Cambridge University Press (CUP)","University Press","Hybrid","-","","UK","https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease","2526","0.541","Q2 (Medicine)","52","No","2040-1752","2040-1744"
"Journal of Developmental and Behavioral Pediatrics","Generalist","Wolters Kluwer (Lippincott)","For-profit associated with a society","Hybrid","Society for Developmental and Behavioral Pediatrics","Society/Association","Netherlands / USA","https://journals.lww.com/jrnldbp/pages/default.aspx","3234","0.657","Q2 (Developmental and Educational Psychology; Medicine; Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)","129","No","1536-7312","0196-206X"
"Journal of Experimental Zoology Part B: Molecular and Developmental Evolution","Generalist","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/15525015","2550","0.978","Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","77","No","1552-5015","1552-5007"
"Journal of Human Lactation","Childhood and Adolescence","Sage Publishing","For-profit associated with a society","Hybrid","International Lactation Consultant Association","Society/Association","USA","https://journals.sagepub.com/home/jhl","2543","0.753","Q2 (Medicine; Obstetrics and Gynecology)","76","No","1552-5732","0890-3344"
"Journal of Morphology","Generalist","John Wiley & Sons","For-profit","Hybrid","-","","USA","https://onlinelibrary.wiley.com/journal/10974687","2980","0.474","Q2 (Animal Science and Zoology)","90","No","1097-4687","0362-2525"
"Journal of Neurodevelopmental Disorders","Neuroscience","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://jneurodevdisorders.biomedcentral.com/","2854","1.25","Q1 (Cognitive Neuroscience; Neurology; Pathology and Forensic Medicine; Pediatrics, Perinatology and Child Health)","69","No","1866-1955","1866-1947"
"Journal of Ovarian Research","Reproduction","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://ovarianresearch.biomedcentral.com/","2423","1.307","Q1 (Obstetrics and Gynecology; Oncology)","71","No","1757-2215",""
"Journal of Pediatric Endocrinology and Metabolism","Childhood and Adolescence","De Gruyter Brill","For-profit associated with a society","Hybrid","German Society for Pediatric and Adolescent Endocrinology and Diabetology (DGPAED)","Society/Association","Germany","https://www.degruyterbrill.com/journal/key/jpem/html","2490","0.363","Q3 (Endocrinology, Diabetes and Metabolism; Pediatrics, Perinatology and Child Health)","76","No","2191-0251","0334-018X"
"Journal of Pediatric Gastroenterology and Nutrition","Childhood and Adolescence","John Wiley & Sons","For-profit","OA","","","USA","https://onlinelibrary.wiley.com/journal/15364801","3339","0.947","Q1 (Pediatrics, Perinatology and Child Health)","167","No","1536-4801","0277-2116"
"Journal of Perinatal Medicine","Perinatology and Birth Defects/Teratology","De Gruyter Brill","For-profit associated with a society","Hybrid","International Academy of Perinatal Medicine; the New York Perinatal Society; the Fetus as a Patient Society","Society/Association","Germany","https://www.degruyterbrill.com/journal/key/jpme/html","255","0.656","Q2 (Obstetrics and Gynecology; Pediatrics, Perinatology and Child Health)","85","No","1619-3997","0300-5577"
"Journal of Perinatology","Perinatology and Birth Defects/Teratology","Springer Nature","For-profit associated with a society","Hybrid","Section on Neonatal-Perinatal Medicine of the American Academy of Pediatrics; National Perinatal Association of the United States","Society/Association","Germany / UK","https://www.nature.com/jp/","3188","0.908","Q1 (Obstetrics and Gynecology; Pediatrics, Perinatology and Child Health)","126","No","1476-5543","0743-8346"
"Journal of Reproduction and Development","Reproduction","J-STAGE","Non-profit","OA","The Society for Reproduction and Development","Society/Association","Japan","https://www.jstage.jst.go.jp/browse/jrd/","1404","0.681","Q1 (Animal Science and Zoology)","66","No","1348-4400","0916-8818"
"Journal of Reproductive Medicine","Reproduction","Journal of Reproductive Medicine, Inc.","Non-profit","","Journal of Reproductive Medicine, Inc.","Non-profit","USA","https://www.thereproductivemedicine.com/Home/index","","0.114","Q4 (Obstetrics and Gynecology; Reproductive Medicine)","76","No","","0024-7758"
"Journal of the American Academy of Child and Adolescent Psychiatry","Neuroscience","Elsevier","For-profit associated with a society","Hybrid","American Academy of Child and Adolescent Psychiatry","","Netherlands","https://www.jaacap.org/","2521","3.176","Q1 (Developmental and Educational Psychology; Psychiatry and Mental Health)","289","No","1527-5418","0890-8567"
"La psychiatrie de l'enfant","Neuroscience","Presses Universitaires de France (PUF)","University Press","","","University/Government","France","https://www.puf.com/psychiatrie-de-lenfant-la","","","","","No","2102-5320","0079-726X"
"Maternal & Child Nutrition","Pregnancy and Embryology","John Wiley & Sons","For-profit","OA","","","USA","https://onlinelibrary.wiley.com/journal/17408709","3227","1.044","Q1 (Nutrition and Dietetics; Obstetrics and Gynecology; Pediatrics, Perinatology and Child Health; Public Health, Environmental and Occupational Health)","93","No","1740-8709","1740-8695"
"Mechanisms of Ageing and Development","Aging","Elsevier","For-profit associated with a society","Hybrid","European Society of Preventive, Regenerative and Anti-aging Medicine (ESAAM)","Society/Association","Netherlands","https://www.journals.elsevier.com/mechanisms-of-ageing-and-development","3891","1.897","Q1 (Aging; Developmental Biology)","146","No","1872-6216","0047-6374"
"Mechanisms of Development","Generalist","Elsevier","For-profit associated with a society","Hybrid","The International Society of Developmental Biologists","Society/Association","Netherlands","https://www.journals.elsevier.com/mechanisms-of-development","2427","","","","No","","0925-4773"
"Molecular Human Reproduction","Reproduction","Oxford University Press (OUP)","University Press","Hybrid","-","","UK","https://academic.oup.com/molehr","3030","1.181","Q1 (Embryology; Obstetrics and Gynecology; Reproductive Medicine)","145","No","1460-2407","1360-9947"
"Molecular Reproduction and Development","Reproduction","John Wiley & Sons","For-profit","Hybrid","-","","USA","https://onlinelibrary.wiley.com/journal/10982795","2969","0.875","Q2 (Developmental Biology; Genetics)","121","No","1098-2795","1040-452X"
