"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"American Journal of Physiology - Lung Cellular and Molecular Physiology","Biochemistry and Molecular Biology","American Physiological Society (APS)","Non-profit","Hybrid","American Physiological Society","Society/Association","USA","https://journals.physiology.org/journal/ajplung","1549","1.407","Q1 (Physiology; Pulmonary and Respiratory Medicine)","190","No","1522-1504","1040-0605"
"American Journal of Respiratory Cell and Molecular Biology","Biochemistry and Molecular Biology","American Thoracic Society","Non-profit","Hybrid","American Thoracic Society","Society/Association","USA","https://www.atsjournals.org/journal/ajrcmb","1083","1.863","Q1 (Cell Biology; Clinical Biochemistry; Molecular Biology; Pulmonary and Respiratory Medicine)","187","No","1535-4989","1044-1549"
"Amino Acids","Biochemistry and Molecular Biology","Springer Nature","For-profit","OA","","","Austria","https://link.springer.com/journal/726","2253","0.821","Q1 (Organic Chemistry)","153","No","1438-2199","0939-4451"
"Anaerobe","Microbiology and Infectious Diseases","Elsevier","For-profit associated with a society","Hybrid","Anaerobe Society of the Americas","Society/Association","Netherlands","https://www.sciencedirect.com/journal/anaerobe","2210","0.858","Q2 (Infectious Diseases; Microbiology)","106","No","1095-8274","1075-9964"
"Analytical Biochemistry","Biochemistry and Molecular Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/analytical-biochemistry","3227","0.487","Q3 (Biochemistry; Biophysics; Molecular Biology)","212","No","1096-0309","0003-2697"
"Analytical Cellular Pathology","Cell Biology and Developmental Biology","John Wiley & Sons","For-profit","OA","","","UK","https://onlinelibrary.wiley.com/journal/2641","1343","0.709","Q2 (Medicine; Pathology and Forensic Medicine)","41","No","2210-7185","2210-7177"
"Analytical Chemistry","Biochemistry and Molecular Biology","American Chemical Society (ACS)","Non-profit","Hybrid","American Chemical Society (ACS)","Society/Association","USA","https://pubs.acs.org/journal/ancham","3340","1.358","Q1 (Analytical Chemistry)","390","No","1520-6882","0003-2700"
"Annals of Clinical Biochemistry","Biochemistry and Molecular Biology","Sage Publishing","For-profit associated with a society","","Association for Laboratory Medicine","Society/Association","USA","https://journals.sagepub.com/home/acb","","0.53","Q2 (Medicine)","97","No","1758-1001","0004-5632"
"Annals of Pharmacotherapy","Pharmacology and Toxicology","Sage Publishing","For-profit","","","","USA","https://journals.sagepub.com/home/aop","","0.815","Q2 (Medicine; Pharmacology)","129","No","1542-6270","1060-0280"
"Annual Review of Biochemistry","Biochemistry and Molecular Biology","Annual Reviews","Non-profit","Subscription","","","USA","https://www.annualreviews.org/content/journals/biochem","","11.213","Q1 (Biochemistry)","342","No","1545-4509","0066-4154"
"Annual Review of Cell and Developmental Biology","Microbiology and Infectious Diseases","Annual Reviews","Non-profit","","","","USA","https://www.annualreviews.org/journal/cellbio","","7.701","Q1 (Cell Biology; Developmental Biology)","255","No","1530-8995","1081-0706"
"Annual Review of Microbiology","Microbiology and Infectious Diseases","Annual Reviews","Non-profit","","","","USA","https://www.annualreviews.org/content/journals/micro","","5.052","Q1 (Medicine; Microbiology)","229","No","1545-3251","0066-4227"
"Annual Review of Pharmacology and Toxicology","Pharmacology and Toxicology","Annual Reviews","Non-profit","Hybrid","","","USA","https://www.annualreviews.org/content/journals/pharmtox","4247","4.927","Q1 (Pharmacology; Toxicology)","240","No","1545-4304","0362-1642"
"Antimicrobial Agents and Chemotherapy","Microbiology and Infectious Diseases","American Society for Microbiology (ASM)","Non-profit","Hybrid","American Society for Microbiology (ASM)","Society/Association","USA","https://journals.asm.org/journal/aac","3154","1.473","Q1 (Infectious Diseases; Pharmacology)","309","No","1098-6596","0066-4804"
"Antioxidants and Redox Signaling","Biochemistry and Molecular Biology","Sage Publishing (Mary Ann Liebert)","For-profit","Hybrid","","","USA","https://home.liebertpub.com/publications/antioxidants-and-redox-signaling/4/overview","3600","1.82","Q1 (Biochemistry; Cell Biology; Clinical Biochemistry; Medicine; Molecular Biology; Physiology)","252","No","1557-7716","1523-0864"
"Apoptosis","Cell Biology and Developmental Biology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10495","4220","2.242","Q1 (Biochemistry; Cancer Research; Cell Biology; Clinical Biochemistry; Pharmaceutical Science; Pharmacology)","138","No","1573-675X","1360-8185"
"Applied and Environmental Microbiology","Microbiology and Infectious Diseases","American Society for Microbiology (ASM)","Non-profit","Hybrid","American Society for Microbiology (ASM)","Society/Association","USA","https://journals.asm.org/journal/aem","1744","1.203","Q1 (Applied Microbiology and Biotechnology; Biotechnology; Ecology; Food Science)","392","No","1098-5336","0099-2240"
"Aquatic Toxicology","Pharmacology and Toxicology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/aquatic-toxicology","3539","1.297","Q1 (Aquatic Science; Health, Toxicology and Mutagenesis)","179","No","1879-1514","0166-445X"
"Archives of Biochemistry and Biophysics","Biochemistry and Molecular Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/archives-of-biochemistry-and-biophysics","1584","0.909","Q1 (Biophysics)","205","No","1096-0384","0003-9861"
"Archives of Physiology and Biochemistry","Biochemistry and Molecular Biology","Taylor & Francis Group","For-profit","","","","UK","https://www.tandfonline.com/journals/iarp20","","0.764","Q2 (Medicine; Physiology)","64","No","1744-4160","1381-3455"
"Archives of Toxicology","Pharmacology and Toxicology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/204","2519","1.922","Q1 (Health, Toxicology and Mutagenesis; Medicine; Toxicology)","159","No","1432-0738","0340-5761"
"Asian Journal of Pharmaceutical Sciences","Pharmacology and Toxicology","Elsevier","For-profit associated with a society","OA diamond","Asian Federation for Pharmaceutical Sciences (AFPS); Shenyang Pharmaceutical University","","Netherlands","https://www.sciencedirect.com/journal/asian-journal-of-pharmaceutical-sciences","0","2.196","Q1 (Pharmaceutical Science; Pharmacology)","87","No","2221-285X","1818-0876"
"Autophagy","Biochemistry and Molecular Biology","Taylor & Francis Group","For-profit","Hybrid","","","USA","https://www.tandfonline.com/journals/kaup20","4882","4.505","Q1 (Cell Biology; Molecular Biology)","216","No","1554-8635","1554-8627"
"BMB Reports","Biochemistry and Molecular Biology","Korean Society for Microbiology and Biotechnology (KSBMB)","Non-profit","OA","Korean Society for Biochemistry and Molecular Biology (KSBMB)","Society/Association","Republic of Korea (South Korea)","https://koreascience.kr/journal/E1MBB7/v45n6.do","1234","1.256","Q1 (Biochemistry; Medicine)","104","No","1976-670X","1976-6696"
"BMC Microbiology","Microbiology and Infectious Diseases","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://bmcmicrobiol.biomedcentral.com/","2475","1.141","Q1 (Microbiology)","157","No","1471-2180",""
"BMC Molecular and Cell Biology","Cell Biology and Developmental Biology","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://bmcmolcellbiol.biomedcentral.com/","1833","0.812","Q3 (Cell Biology; Molecular Biology)","28","No","2661-8850",""
"Basic Research in Cardiology","Cell Biology and Developmental Biology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/395","3645","2.891","Q1 (Cardiology and Cardiovascular Medicine; Physiology)","118","No","1435-1803","0300-8428"
"BioDrugs","Pharmacology and Toxicology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/40259","2663","2.628","Q1 (Biotechnology; Medicine; Pharmacology)","90","No","1179-190X","1173-8804"
"BioEssays","Miscellaneous / Interdisciplinary","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/15211878","2798","1.151","Q1 (Biochemistry, Genetics and Molecular Biology)","213","No","1521-1878","0265-9247"
"Biochemical Journal","Biochemistry and Molecular Biology","Portland Press Ltd","Non-profit","Hybrid","The Biochemical Society","Society/Association","UK","https://portlandpress.com/biochemj","2264","1.583","Q1 (Biochemistry; Molecular Biology)","304","No","1470-8728","0264-6021"
"Biochemical Pharmacology","Pharmacology and Toxicology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/biochemical-pharmacology","3799","1.687","Q1 (Biochemistry; Pharmacology)","234","No","1873-2968","0006-2952"
"Biochemical Society Transactions","Biochemistry and Molecular Biology","Portland Press Ltd","Non-profit","Hybrid","The Biochemical Society","Society/Association","UK","https://portlandpress.com/biochemsoctrans","3094","1.818","Q1 (Biochemistry)","171","No","1470-8752","0300-5127"
"Biochemistry","Biochemistry and Molecular Biology","American Chemical Society (ACS)","Non-profit","Hybrid","American Chemical Society (ACS)","Society/Association","USA","https://pubs.acs.org/journal/bichaw?ref=breadcrumb","4286","1.065","Q2 (Biochemistry)","289","No","1520-4995","0006-2960"
"Biochemistry and Cell Biology","Biochemistry and Molecular Biology","Canadian Science Publishing","Non-profit","","Canadian Science Publishing","Non-profit","Canada","https://www.sciencedirect.com/org/journal/biochemistry-and-cell-biology","","0.676","Q2 (Biochemistry)","107","No","1208-6002","0829-8211"
"Biochimica et Biophysica Acta - Bioenergetics","Biochemistry and Molecular Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/biochimica-et-biophysica-acta-bba-bioenergetics","3080","0.943","Q1 (Biophysics)","203","No","1879-2650","0005-2728"
"Biochimica et Biophysica Acta - Biomembranes","Biochemistry and Molecular Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/biochimica-et-biophysica-acta-bba-biomembranes","3630","0.744","Q2 (Biochemistry; Biophysics)","228","No","1879-2642","0005-2736"
"Biochimica et Biophysica Acta - Gene Regulatory Mechanisms","Biochemistry and Molecular Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/biochimica-et-biophysica-acta-bba-gene-regulatory-mechanisms","2733","1.069","Q1 (Biophysics)","152","No","1876-4320","1874-9399"
"Biochimica et Biophysica Acta - Molecular Basis of Disease","Biochemistry and Molecular Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/biochimica-et-biophysica-acta-bba-molecular-basis-of-disease","3974","1.454","Q1 (Molecular Medicine)","200","No","1879-260X","0925-4439"
"Biochimica et Biophysica Acta - Molecular Cell Research","Biochemistry and Molecular Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/biochimica-et-biophysica-acta-bba-molecular-cell-research","3665","1.495","Q1 (Molecular Biology)","216","No","1879-2596","0167-4889"
"Biochimica et Biophysica Acta - Molecular and Cell Biology of Lipids","Biochemistry and Molecular Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/biochimica-et-biophysica-acta-bba-molecular-and-cell-biology-of-lipids","1950","1.245","Q2 (Cell Biology; Molecular Biology)","191","No","1879-2618","1388-1981"
"Biochimie","Biochemistry and Molecular Biology","Elsevier","For-profit associated with a society","Hybrid","Société Française de Biochimie et Biologie Moléculaire","Society/Association","Netherlands","https://www.sciencedirect.com/journal/biochimie","1913","0.978","Q1 (Medicine)","168","No","","0300-9084"
"Bioconjugate Chemistry","Biochemistry and Molecular Biology","American Chemical Society (ACS)","Non-profit","Hybrid","American Chemical Society (ACS)","Society/Association","USA","https://pubs.acs.org/journal/bcches","2721","0.947","Q1 (Organic Chemistry; Pharmaceutical Science)","204","No","1520-4812","1043-1802"
"Biofactors","Biochemistry and Molecular Biology","John Wiley & Sons","For-profit associated with a society","Hybrid","International Union of Biochemistry and Molecular Biology (IUBMB)","","USA","https://iubmb.onlinelibrary.wiley.com/journal/18728081","3050","1.361","Q1 (Biochemistry; Clinical Biochemistry; Medicine; Molecular Medicine)","125","No","1872-8081","0951-6433"
"Bioinorganic Chemistry and Applications","Biochemistry and Molecular Biology","John Wiley & Sons","For-profit","OA","","","UK","https://onlinelibrary.wiley.com/journal/4036","1091","0.816","Q1 (Inorganic Chemistry; Organic Chemistry)","57","No","1687-479X","1565-3633"
"Biological Chemistry","Biochemistry and Molecular Biology","De Gruyter Brill","For-profit","Hybrid","","","Germany","https://www.degruyterbrill.com/journal/key/bchm/html","2737","1.052","Q1 (Clinical Biochemistry)","137","No","1437-4315","1431-6730"
"Biological Chemistry and Chemical Biology","Biochemistry and Molecular Biology","American Chemical Society (ACS)","Non-profit","","American Chemical Society (ACS)","Society/Association","USA","https://pubs.acs.org/biological-chemistry-chemical-biology","","","","","No","",""
"Biology of the Cell","Cell Biology and Developmental Biology","John Wiley & Sons","For-profit associated with a society","Hybrid","Société Française des Microscopies; Société de Biologie Cellulaire de France","Society/Association","USA","https://onlinelibrary.wiley.com/journal/1768322x","2720","0.931","Q1 (Medicine)","99","No","1768-322X","0248-4900"
"Biometals","Biochemistry and Molecular Biology","Springer Nature","For-profit associated with a society","Hybrid","International Biometals Society","Society/Association","Germany / UK","https://link.springer.com/journal/10534","2618","0.783","Q1 (Agricultural and Biological Sciences; Inorganic Chemistry; Metals and Alloys)","127","No","1572-8773","0966-0844"
"Biomicrofluidics","Structural Biology and Biophysics","American Institute of Physics (AIP) Publishing","Non-profit","Hybrid","","","USA","https://pubs.aip.org/aip/bmf","2618","0.499","Q2 (Condensed Matter Physics; Fluid Flow and Transfer Processes; Materials Science; Physical and Theoretical Chemistry)","86","No","1932-1058",""
"Biomolecules and Therapeutics","Biochemistry and Molecular Biology","The Korean Society of Applied Pharmacology","Non-profit","Hybrid","The Korean Society of Applied Pharmacology","Society/Association","Republic of Korea (South Korea)","https://koreascience.kr/journal/OOOMB4/v13n1.do","619","0.969","Q2 (Biochemistry; Drug Discovery; Molecular Medicine; Pharmacology)","66","No","2005-4483","1976-9148"
"Bioorganic and Medicinal Chemistry","Biochemistry and Molecular Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/bioorganic-and-medicinal-chemistry","2342","0.582","Q2 (Drug Discovery; Organic Chemistry; Pharmaceutical Science)","198","No","1464-3391","0968-0896"
"Biopharmaceutics & Drug Disposition","Pharmacology and Toxicology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/1099081X","2709","0.54","Q2 (Medicine; Pharmaceutical Science)","72","No","1099-081X","0142-2782"
"Biopolymers","Structural Biology and Biophysics","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10970282","2434","0.444","Q2 (Organic Chemistry)","147","No","1097-0282","0006-3525"
"Biorheology","Cell Biology and Developmental Biology","Sage Publishing (IOS Press)","For-profit","","","","Germany / UK","https://journals.sagepub.com/home/brha","","0.319","Q3 (Physiology)","76","No","1878-5034","0006-355X"
"Blood Cells, Molecules, and Diseases","Cell Biology and Developmental Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/blood-cells-molecules-and-diseases","3257","0.852","Q2 (Hematology; Molecular Biology; Molecular Medicine)","105","No","1096-0961","1079-9796"
"British Journal of Pharmacology","Pharmacology and Toxicology","John Wiley & Sons","For-profit associated with a society","Hybrid","British Pharmacological Society","Society/Association","USA","https://bpspubs.onlinelibrary.wiley.com/journal/14765381","4619","2.515","Q1 (Pharmacology)","262","No","1476-5381","0007-1188"
"CNS Drugs","Neuroscience and Neurobiology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/40263","2200","2.161","Q1 (Neurology; Pharmacology; Psychiatry and Mental Health)","140","No","1179-1934","1172-7047"
"CPT: Pharmacometrics and Systems pharmacology","Pharmacology and Toxicology","John Wiley & Sons","For-profit associated with a society","OA","American Society for Clinical Pharmacology and Therapeutics (ASCPT)","Society/Association","USA","https://ascpt.onlinelibrary.wiley.com/journal/21638306","3707","0.948","Q1 (Cardiology and Cardiovascular Medicine; Modeling and Simulation; Pharmacology)","66","No","2163-8306","2163-8306"
"Canadian Journal of Physiology and Pharmacology","Pharmacology and Toxicology","Canadian Science Publishing","Non-profit","","Canadian Science Publishing","Non-profit","Canada","https://cdnsciencepub.com/journal/cjpp","","0.468","Q3 (Medicine; Pharmacology; Physiology)","101","No","1205-7541","0008-4212"
"Cell","Cell Biology and Developmental Biology","Elsevier (Cell Press)","For-profit","Hybrid","","","USA","https://www.cell.com/cell","8900","24.592","Q1 (Biochemistry, Genetics and Molecular Biology)","956","No","1097-4172","0092-8674"
"Cell Adhesion and Migration","Cell Biology and Developmental Biology","Taylor & Francis Group","For-profit","OA","","","USA","https://www.tandfonline.com/journals/kcam20","2361","1.187","Q2 (Cell Biology; Cellular and Molecular Neuroscience)","84","No","1933-6926","1933-6918"
"Cell Biochemistry and Function","Cell Biology and Developmental Biology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://analyticalsciencejournals.onlinelibrary.wiley.com/journal/10990844","2332","0.831","Q2 (Biochemistry; Clinical Biochemistry; Medicine)","79","No","1099-0844","0263-6484"
"Cell Biology International","Cell Biology and Developmental Biology","John Wiley & Sons","For-profit associated with a society","Hybrid","International Federation for Cell Biology","","USA","https://onlinelibrary.wiley.com/journal/10958355","2463","0.913","Q1 (Medicine)","97","No","1095-8355","1065-6995"
"Cell Biology and Toxicology","Miscellaneous / Interdisciplinary","Springer Nature","For-profit","OA","","","Germany / UK","https://link.springer.com/journal/10565","2770","1.658","Q1 (Cell Biology; Health, Toxicology and Mutagenesis; Toxicology)","80","No","1573-6822","0742-2091"
"Cell Calcium","Cell Biology and Developmental Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/cell-calcium","2946","1.545","Q1 (Molecular Biology; Physiology)","135","No","1532-1991","0143-4160"
"Cell Chemical Biology","Cell Biology and Developmental Biology","Elsevier (Cell Press)","For-profit","Hybrid","","","USA","https://www.cell.com/cell-chemical-biology/home","8133","3.427","Q1 (Biochemistry; Clinical Biochemistry; Drug Discovery; Molecular Biology; Molecular Medicine; Pharmacology)","223","No","2451-9448","2451-9456"
"Cell Communication and Signaling","Cell Biology and Developmental Biology","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://biosignaling.biomedcentral.com/","3370","2.898","Q1 (Biochemistry; Cell Biology; Molecular Biology)","113","No","1478-811X",""
"Cell Cycle","Cell Biology and Developmental Biology","Taylor & Francis Group","For-profit","Hybrid","","","USA","https://www.tandfonline.com/journals/kccy20","4480","0.943","Q1 (Medicine)","182","No","1551-4005","1538-4101"
"Cell Death","Cell Biology and Developmental Biology","Elsevier","For-profit","","","","Netherlands","https://www.sciencedirect.com/journal/cell-death","","","","","No","","3051-1151"
"Cell Death Discovery","Cell Biology and Developmental Biology","Springer Nature","For-profit","OA","CDD Press","","UK","https://www.nature.com/cddiscovery/","2741","2.668","Q1 (Cancer Research; Cell Biology; Cellular and Molecular Neuroscience; Immunology)","86","No","2058-7716",""
"Cell Death and Differentiation","Cell Biology and Developmental Biology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/cdd/","4445","5.182","Q1 (Cell Biology; Molecular Biology)","283","No","1476-5403","1350-9047"
"Cell Death and Disease","Cell Biology and Developmental Biology","Springer Nature","For-profit","OA","Associazione Differenziamento e Morte Cellulare","","UK","https://www.nature.com/cddis/","4580","3.291","Q1 (Cancer Research; Cell Biology; Cellular and Molecular Neuroscience; Immunology; Medicine)","202","No","2041-4889",""
"Cell Discovery","Cell Biology and Developmental Biology","Springer Nature","For-profit associated with a society","OA","Center for Excellence in Molecular Cell Science, Chinese Academy of Sciences (CAS)","University/Government","UK","https://www.nature.com/celldisc/","2815","4.879","Q1 (Biochemistry; Cell Biology; Genetics; Molecular Biology)","77","No","2056-5968",""
"Cell Host and Microbe","Microbiology and Infectious Diseases","Elsevier (Cell Press)","For-profit","Hybrid","","","USA","https://www.cell.com/cell-host-microbe","7803","9.892","Q1 (Cancer Research; Immunology and Microbiology; Microbiology; Molecular Biology; Parasitology; Virology)","270","No","1934-6069","1931-3128"
"Cell Metabolism","Biochemistry and Molecular Biology","Elsevier (Cell Press)","For-profit","Hybrid","","","USA","https://www.cell.com/cell-metabolism","4763","15.978","Q1 (Cell Biology; Molecular Biology; Physiology)","391","No","1932-7420","1550-4131"
"Cell Proliferation","Cell Biology and Developmental Biology","John Wiley & Sons","For-profit","OA","","","USA","https://onlinelibrary.wiley.com/journal/13652184","3100","1.985","Q1 (Cell Biology; Medicine)","110","No","1365-2184","0960-7722"
"Cell Regeneration","Cell Biology and Developmental Biology","Springer Nature","For-profit associated with a society","Hybrid","Chinese Society for Cell Biology","Society/Association","Germany / UK","https://cellregeneration.springeropen.com/","2260","1.381","Q1 (Developmental Biology)","31","No","2045-9769",""
"Cell Reports","Cell Biology and Developmental Biology","Elsevier (Cell Press)","For-profit","OA","","","USA","https://www.cell.com/cell-reports","4624","3.812","Q1 (Biochemistry, Genetics and Molecular Biology)","265","No","2211-1247","2211-1247"
"Cell Reports Medicine","Clinical and Medical Sciences","Elsevier (Cell Press)","For-profit","OA","","","USA","https://www.cell.com/cell-reports-medicine","4649","4.932","Q1 (Biochemistry, Genetics and Molecular Biology)","81","No","2666-3791","2666-3791"
"Cell Reports Methods","Methodology and Experimental Techniques","Elsevier (Cell Press)","For-profit","OA","","","USA","https://www.cell.com/cell-reports-methods","4120","2.518","Q1 (Biochemistry; Biochemistry, Genetics and Molecular Biology; Biotechnology; Computer Science Applications; Genetics; Radiology, Nuclear Medicine and Imaging)","32","No","2667-2375","2667-2375"
"Cell Research","Cell Biology and Developmental Biology","Springer Nature","For-profit associated with a society","Hybrid","Center for Excellence in Molecular Cell Science, Chinese Academy of Sciences (CAS)","University/Government","Germany / UK","https://www.nature.com/cr/","4014","6.865","Q1 (Cell Biology; Molecular Biology)","244","No","1748-7838","1001-0602"
"Cell Stem Cell","Stem Cell Research","Elsevier (Cell Press)","For-profit","Hybrid","","","USA","https://www.cell.com/cell-stem-cell","8426","12.003","Q1 (Cell Biology; Genetics; Molecular Medicine)","329","No","1875-9777","1934-5909"
"Cell Stress and Chaperones","Cell Biology and Developmental Biology","Elsevier","For-profit associated with a society","OA","Cell Stress Society International","Society/Association","USA","https://www.sciencedirect.com/journal/cell-stress-and-chaperones","2659","1.131","Q1 (Biochemistry)","108","No","1466-1268","1355-8145"
"Cell Systems","Cell Biology and Developmental Biology","Elsevier (Cell Press)","For-profit","Hybrid","","","USA","https://www.cell.com/cell-systems","8133","4.954","Q1 (Cell Biology; Histology; Pathology and Forensic Medicine)","107","No","2405-4720","2405-4712"
"Cell Transplantation","Clinical and Medical Sciences","Sage Publishing","For-profit","OA","","","USA","https://journals.sagepub.com/home/cll","2013","0.908","Q1 (Medicine)","124","No","1555-3892","0963-6897"
"Cell and Bioscience","Cell Biology and Developmental Biology","Springer Nature (BioMed Central)","For-profit associated with a society","OA","Society of Chinese Bioscientists in America (SCBA)","Society/Association","UK","https://cellandbioscience.biomedcentral.com/","2364","2.068","Q1 (Biochemistry, Genetics and Molecular Biology)","89","No","2045-3701",""
"Cell and Tissue Banking","Methodology and Experimental Techniques","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10561","3375","0.554","Q2 (Transplantation)","58","No","1573-6814","1389-9333"
