"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"Annual Review of Statistics and its Application","Statistics","Annual Reviews","Non-profit","","Annual Reviews","Non-profit","USA","https://www.annualreviews.org/content/journals/statistics","","3.491","Q1 (Statistics and Probability; Statistics, Probability and Uncertainty)","53","No","2326-831X","2326-8298"
"Archives of sexual behavior","Generalist","Springer Nature","For-profit associated with a society","Hybrid","International Academy of Sex Research","","Germany / UK","https://link.springer.com/journal/10508","2196","1.006","Q1 (Arts and Humanities; Psychology)","148","No","1573-2800","0004-0002"
"BMC Bioinformatics","Computational Biology","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://bmcbioinformatics.biomedcentral.com/","2021","1.111","Q1 (Applied Mathematics; Biochemistry; Computer Science Applications)","265","No","1471-2105",""
"BMC Biology","Generalist","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://bmcbiol.biomedcentral.com/","3512","1.731","Q1 (Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Biotechnology; Cell Biology; Developmental Biology; Ecology, Evolution, Behavior and Systematics; Physiology; Plant Science; Structural Biology)","144","No","1741-7007",""
"BMC Women's Health","Generalist","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://bmcwomenshealth.biomedcentral.com/","2490","1.024","Q1 (Medicine; Obstetrics and Gynecology; Reproductive Medicine)","80","No","1472-6874",""
"BMJ Open","Clinical/Medicine","BMJ Group","Non-profit","OA","","","UK","https://bmjopen.bmj.com/","2680","0.93","Q1 (Medicine)","196","No","2044-6055","2044-6055"
"Biochemical and Biophysical Research Communications","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/biochemical-and-biophysical-research-communications","3032","0.716","Q2 (Biochemistry; Biophysics)","305","No","1090-2104","0006-291X"
"Bioelectromagnetics","Generalist","John Wiley & Sons","For-profit associated with a society","Hybrid","The BioEM Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/1521186x","2346","0.386","Q3 (Biophysics; Medicine; Radiology, Nuclear Medicine and Imaging)","95","No","1521-186X","0197-8462"
"Bioethics","Bioethics","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/14678519","4140","0.864","Q1 (Health; Philosophy)","75","No","1467-8519","0269-9702"
"Bioinformatics","Computational Biology","Oxford University Press (OUP)","University Press","OA","","","UK","https://academic.oup.com/bioinformatics","3908","2.527","Q1 (Biochemistry; Computational Mathematics; Computational Theory and Mathematics; Computer Science Applications; Molecular Biology; Statistics and Probability)","511","No","1367-4811","1367-4803"
"Bioinformatics Advances","Computational Biology","Oxford University Press (OUP)","University Press associated with a society","OA","International Society for Computational Biology","Society/Association","UK","https://academic.oup.com/bioinformaticsadvances","2374","1.353","Q1 (Computer Science Applications; Genetics; Structural Biology)","23","No","2635-0041",""
"Biological Procedures Online","Methods","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://biologicalproceduresonline.biomedcentral.com/","2645","0.934","Q2 (Biochemistry, Genetics and Molecular Biology)","56","No","1480-9222",""
"Biological Research","Generalist","Springer Nature (BioMed Central)","For-profit associated with a society","OA","Chilean Biology Society","Society/Association","UK","https://biolres.biomedcentral.com/","2366","1.369","Q1 (Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine)","80","No","0717-6287","0716-9760"
"Biological Reviews","Generalist","John Wiley & Sons","For-profit associated with a society","Hybrid","Cambridge Philosophical Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/1469185X","2316","4.609","Q1 (Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology)","226","No","1469-185X","1464-7931"
"Biology Direct","Generalist","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://biologydirect.biomedcentral.com/","2982","1.261","Q1 (Agricultural and Biological Sciences; Applied Mathematics; Biochemistry, Genetics and Molecular Biology; Ecology, Evolution, Behavior and Systematics; Modeling and Simulation)","87","No","1745-6150",""
"Biology Letters","Generalist","Royal Society","Non-profit","Hybrid","The Royal Society","Society/Association","UK","https://royalsocietypublishing.org/journal/rsbl","2652","0.982","Q1 (Agricultural and Biological Sciences)","148","No","1744-957X","1744-9561"
"Biology Open","Generalist","The Company of Biologists","Non-profit","OA","","","UK","https://journals.biologists.com/bio","1938","0.672","Q1 (Agricultural and Biological Sciences)","64","PCI friendly","2046-6390",""
"Biology and Philosophy","History/Philosophy of Biology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10539","2235","0.679","Q1 (Agricultural and Biological Sciences; History and Philosophy of Science; Philosophy)","67","No","1572-8404","0169-3867"
"Biomedical Engineering and Computational Biology","Computational Biology","Sage Publishing","For-profit","","","","UK","https://journals.sagepub.com/home/bec","","","","","No","1179-5972",""
"Biometrical Journal","Methods","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/15214036","2469","0.905","Q1 (Medicine; Statistics and Probability; Statistics, Probability and Uncertainty)","83","No","1521-4036","0323-3847"
"Biometrics","Methods","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/biometrics?login=false","2372","1.311","Q1 (Agricultural and Biological Sciences; Applied Mathematics; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Statistics and Probability)","160","No","1541-0420","0006-341X"
"Biometrika","Methods","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/biomet","2317","3.4","Q1 (Agricultural and Biological Sciences; Applied Mathematics; Mathematics; Statistics and Probability; Statistics, Probability and Uncertainty)","142","No","1464-3510","0006-3444"
"Biorheology","Mathematical Biology","Sage Publishing (IOS Press)","For-profit","","","","Germany / UK","https://journals.sagepub.com/home/brha","","0.319","Q3 (Physiology)","76","No","1878-5034","0006-355X"
"Bioscience","Generalist","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/bioscience?login=false","5847","2.295","Q1 (Agricultural and Biological Sciences)","258","No","1525-3244","0006-3568"
"Biostatistics","Statistics","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/biostatistics?login=false","1687","1.24","Q1 (Medicine; Statistics and Probability; Statistics, Probability and Uncertainty)","100","No","1468-4357","1465-4644"
"Briefings in Bioinformatics","Computational Biology","Oxford University Press (OUP)","University Press","OA","","","UK","https://academic.oup.com/bib/","2929","2.264","Q1 (Information Systems; Molecular Biology)","174","No","1477-4054","1467-5463"
"British Journal for the Philosophy of Science","History/Philosophy of Biology","University of Chicago Press","University Press","Hybrid","","","USA","https://www.journals.uchicago.edu/toc/bjps/current","2733","1.909","Q1 (History; History and Philosophy of Science; Philosophy)","75","No","1464-3537","0007-0882"
"Bulletin of Mathematical Biology","Mathematical Biology","Springer Nature","For-profit associated with a society","Hybrid","Society for Mathematical Biology","Society/Association","Germany / UK","https://link.springer.com/journal/11538","2445","0.73","Q1 (Agricultural and Biological Sciences; Mathematics)","106","No","1522-9602","0092-8240"
"Centaurus","History/Philosophy of Biology","Brepols","For-profit associated with a society","Hybrid","European Society for the History of Science","Society/Association","Belgium","https://www.brepols.net/series/CNT","2083","0.239","Q2 (History and Philosophy of Science)","18","No","1600-0498","0008-8994"
"Clinical Science","Generalist","Portland Press","Non-profit","Hybrid","The Biochemical Society","Society/Association","UK","https://portlandpress.com/clinsci","3082","2.091","Q1 (Medicine)","174","No","1470-8736","0143-5221"
"Cochrane Database of Systematic Reviews","Clinical/Medicine","John Wiley & Sons","For-profit associated with a society","Hybrid","Cochrane Library","","USA","https://www.cochranelibrary.com/cdsr/about-cdsr","2833","1.67","Q1 (Medicine; Pharmacology)","359","No","1465-1858",""
"Cold Spring Harbor Perspectives in Biology","Generalist","Cold Spring Harbor (CSH) Laboratory Press","Non-profit","Hybrid","","","USA","https://cshperspectives.cshlp.org/","","3.932","Q1 (Biochemistry, Genetics and Molecular Biology)","263","No","1943-0264",""
"Communications Biology","Generalist","Springer Nature","For-profit","OA","","","Germany / UK","https://www.nature.com/commsbio/","3681","1.994","Q1 (Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine)","109","No","2399-3642",""
"Communications in Statistics - Theory & Methods","Statistics","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/toc/lsta20/current","2395","0.427","Q3 (Statistics and Probability)","79","No","1532-415X","0361-0926"
"Comptes Rendus Biologies","Generalist","Académie des Sciences","Non-profit","OA diamond","Académie des Sciences","University/Government","France","https://comptes-rendus.academie-sciences.fr/biologies","0","0.299","Q2 (Agricultural and Biological Sciences)","103","No","1768-3238","1631-0691"
"Computational Biology and Chemistry.","Computational Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/computational-biology-and-chemistry","2327","0.561","Q2 (Computational Mathematics; Organic Chemistry)","76","No","","1476-9271"
"Computational Statistics","Statistics","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/180","2660","0.524","Q2 (Computational Mathematics; Statistics and Probability; Statistics, Probability and Uncertainty)","58","No","1613-9658","0943-4062"
"Computational Statistics and Data Analysis","Statistics","Elsevier","For-profit associated with a society","Hybrid","Network Computational and Methodological Statistics (CMStatistics); International Association of Statistical Computing (IASC)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/computational-statistics-and-data-analysis","1322","0.926","Q1 (Applied Mathematics; Computational Mathematics; Computational Theory and Mathematics; Statistics and Probability)","145","No","","0167-9473"
"Computer Methods and Programs in Biomedicine","Methods","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/computer-methods-and-programs-in-biomedicine","2369","1.233","Q1 (Computer Science Applications; Health Informatics; Software)","165","No","1872-7565","0169-2607"
"Computers in Biology and Medicine","Computational Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/computers-in-biology-and-medicine","4098","1.375","Q1 (Computer Science Applications; Health Informatics)","164","No","1879-0534","0010-4825"
"Current Opinion in Systems Biology","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/current-opinion-in-systems-biology","2923","1.298","Q1 (Applied Mathematics; Biochemistry, Genetics and Molecular Biology; Computer Science Applications; Drug Discovery; Modeling and Simulation)","43","No","2452-3100",""
"Current Research in Translational Medicine","Clinical/Medicine","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/current-research-in-translational-medicine","2395","0.877","Q2 (Biochemistry, Genetics and Molecular Biology; Hematology; Infectious Diseases; Medicine; Oncology; Transplantation)","72","No","2452-3186",""
"Current biology","Generalist","Elsevier","For-profit","Hybrid","","","USA","https://www.cell.com/current-biology/home","5489","2.897","Q1 (Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Neuroscience)","386","No","1879-0445","0960-9822"
"Ecohealth","Clinical/Medicine","Springer Nature","For-profit associated with a society","Hybrid","Nature.Health.Global","","Germany / UK","https://link.springer.com/journal/10393","2220","0.596","Q2 (Ecology)","80","No","1612-9210","1612-9202"
"European Journal for Philosophy of Science","Generalist","Springer Nature","For-profit associated with a society","Hybrid","European Philosophy of Science Association","Society/Association","Germany / UK","https://link.springer.com/journal/13194","2156","1.074","Q1 (History and Philosophy of Science; Philosophy)","36","No","1879-4920","1879-4912"
"Evolution, Medicine, and Public Health","Clinical/Medicine","Oxford University Press (OUP)","University Press associated with a society","OA","International Society for Evolution, Medicine & Public Health","Society/Association","UK","https://academic.oup.com/emph?login=true","3419","0.809","Q1 (Ecology, Evolution, Behavior and Systematics)","40","No","2050-6201",""
"FEBS Open Bio","Generalist","John Wiley & Sons","For-profit associated with a society","OA","Federation of European Biochemical Societies","Society/Association","UK","https://febs.onlinelibrary.wiley.com/journal/22115463","1423","0.919","Q2 (Biochemistry, Genetics and Molecular Biology)","58","No","2211-5463","2211-5463"
"Function","Generalist","American Physiological Society (APS)","Non-profit","OA","American Physiological Society","Society/Association","USA","https://journals.physiology.org/journal/function","3699","1.322","Q1 (Physiology)","25","No","2633-8823",""
"GeoHealth","Clinical/Medicine","John Wiley & Sons","For-profit associated with a society","OA","American Geophysical Union (AGU)","","USA","https://agupubs.onlinelibrary.wiley.com/journal/24711403","2270","1.515","Q1 (Epidemiology; Global and Planetary Change; Health, Toxicology and Mutagenesis; Management, Monitoring, Policy and Law; Pollution; Public Health, Environmental and Occupational Health; Waste Management and Disposal; Water Science and Technology)","48","No","2471-1403","2471-1403"
"GigaByte","Generalist","Oxford University Press (OUP)","University Press","OA","BGI Hong Kong","","Hong Kong","https://gigabytejournal.com/","421","0.841","Q2 (Biochemistry, Genetics and Molecular Biology; Biotechnology; Genetics; Molecular Medicine)","14","PCI friendly","2709-4715",""
"GigaScience","Generalist","Oxford University Press (OUP)","University Press","OA","Beijing Genomics Institute","","UK","https://academic.oup.com/gigascience","2739","1.387","Q1 (Computer Science Applications; Health Informatics)","106","PCI friendly","2047-217X",""
"IEEE Transactions on Image Processing","Methods","Institute of Electrical and Electronics Engineers (IEEE) Signal Processing Society","Non-profit","Hybrid","Institute of Electrical and Electronics Engineers (IEEE) Signal Processing Society","Society/Association","USA","https://ieeexplore.ieee.org/xpl/mostRecentIssue.jsp?punumber=83","1970","2.982","Q1 (Computer Graphics and Computer-Aided Design; Software)","363","No","1941-0042","1057-7149"
"IEEE/ACM Transactions on Computational Biology and Bioinformatics","Computational Biology","Association for Computing Machinery","Non-profit","Hybrid","Association for Computing Machinery","Society/Association","USA","https://dl.acm.org/journal/tcbb","2246","0.797","Q2 (Applied Mathematics; Biotechnology; Genetics)","96","No","1557-9964","1545-5963"
"Interface Focus","Generalist","The Royal Society","Non-profit","Hybrid","The Royal Society","Society/Association","UK","https://royalsocietypublishing.org/journal/rsfs","2015","0.926","Q1 (Biophysics)","84","No","2042-8901","2042-8898"
"International Journal of Bioinformatics Research and Applications","Methods","Inderscience Publishers","For-profit","","","","Switzerland","https://www.inderscience.com/jhome.php?jcode=ijbra","","0.203","Q4 (Biomedical Engineering; Clinical Biochemistry; Health Informatics; Health Information Management; Medicine)","21","No","1744-5493","1744-5485"
"International Journal of Biological Sciences","Generalist","Ivyspring International Publisher","For-profit","OA","","","Australia","https://www.ijbs.com/","3076","3.073","Q1 (Applied Microbiology and Biotechnology; Cell Biology; Developmental Biology; Ecology, Evolution, Behavior and Systematics; Molecular Biology)","144","No","1449-2288","1449-2288"
"JAMA","Clinical/Medicine","American Medical Association (AMA)","Non-profit","Hybrid","","","USA","https://jamanetwork.com/journals/jama","","5.843","Q1 (Medicine)","818","No","1538-3598","0098-7484"
"JAMA Network Open","Generalist","American Medical Association (AMA)","Non-profit","OA","American Medical Association","Society/Association","USA","https://jamanetwork.com/journals/jamanetworkopen","3368","3.507","Q1 (Medicine)","178","No","2574-3805",""
"JCI insight","Generalist","American Society for Clinical Investigation (ASCI)","Non-profit","OA","","","USA","https://insight.jci.org/","4963","2.827","Q1 (Medicine)","144","No","2379-3708","2379-3708"
"JMIR Research Protocols","Methods","JMIR Publications","For-profit","OA","","","Canada","https://www.researchprotocols.org/","1907","0.533","Q2 (Medicine)","50","No","1929-0748",""
"Journal of Bioinformatics and Computational Biology","Computational Biology","World Scientific Publishing","For-profit","","","","Singapore","https://www.worldscientific.com/worldscinet/jbcb","","0.253","Q3 (Computer Science Applications)","50","No","1757-6334","0219-7200"
"Journal of Biological Research (Italy)","Generalist","PAGEPress Publications","For-profit associated with a society","OA","Società Italiana di Biologia Sperimentale","Society/Association","Italy","https://www.pagepressjournals.org/index.php/jbr/index","180","0.169","Q4 (Biochemistry, Genetics and Molecular Biology; Biochemistry; Plant Science)","13","No","2284-0230","1826-8838"
"Journal of Biological Research Thessaloniki","Generalist","Aristotle University of Thessaloniki","Non-profit","OA","Aristotle University of Thessaloniki","University/Government","Greece","https://ejournals.lib.auth.gr/jbiolres/index","1618","0.172","Q4 (Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology)","30","No","2241-5793","1790-045X"
"Journal of Biological Systems","Generalist","World Scientific Publishing","For-profit","","","","Singapore","https://www.worldscientific.com/worldscinet/jbs","","0.409","Q2 (Agricultural and Biological Sciences; Ecology)","42","No","1793-6470","0218-3390"
"Journal of Biopharmaceutical Statistics","Statistics","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/lbps20","2011","0.68","Q2 (Pharmacology; Statistics and Probability)","60","No","1520-5711","1054-3406"
"Journal of Biophotonics","Methods","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/18640648","2810","0.504","Q2 (Chemistry; Engineering; Materials Science; Physics and Astronomy)","88","No","1864-0648","1864-063X"
"Journal of Cachexia Sarcopenia Muscle","Clinical/Medicine","John Wiley & Sons","For-profit associated with a society","OA","Society on Sarcopenia, Cachexia and Wasting Disorders","Society/Association","USA","https://onlinelibrary.wiley.com/journal/1353921906009","4972","3.534","Q1 (Orthopedics and Sports Medicine; Physiology)","130","No","2190-6009","2190-5991"
"Journal of Causal Inference","Statistics","De Gruyter Brill","For-profit","OA","","","Germany","https://www.degruyterbrill.com/journal/key/jci/html","1080","1.104","Q1 (Statistics and Probability; Statistics, Probability and Uncertainty)","18","No","2193-3685","2193-3677"
"Journal of Chromatography A","Methods","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-chromatography-a","3871","0.668","Q2 (Analytical Chemistry; Biochemistry; Medicine; Organic Chemistry)","265","No","1873-3778","0021-9673"
"Journal of Chromatography B Analytical Technologies in the Biomedical and Life Sciences","Methods","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-chromatography-b","2980","0.488","Q2 (Analytical Chemistry)","174","No","1873-376X","1570-0232"
"Journal of Computational Biology","Computational Biology","Sage Publishing (Mary Ann Liebert)","For-profit","Hybrid","","","USA","https://liebertpub.com/loi/cmb","4004","0.646","Q2 (Computational Mathematics; Computational Theory and Mathematics; Modeling and Simulation)","108","No","1557-8666","1066-5277"
"Journal of Computational and Graphical Statistics","Computational Biology","Taylor & Francis Group","For-profit associated with a society","Hybrid","American Statistical Association","Society/Association","UK","https://www.tandfonline.com/toc/ucgs20/current","949","1.333","Q1 (Discrete Mathematics and Combinatorics; Statistics and Probability; Statistics, Probability and Uncertainty)","114","No","1537-2715","1061-8600"
"Journal of Experimental Biology","Generalist","The Company of Biologists","Non-profit","Hybrid","","","UK","https://journals.biologists.com/jeb","3289","0.844","Q1 (Animal Science and Zoology; Aquatic Science; Ecology, Evolution, Behavior and Systematics; Insect Science)","228","No","1477-9145","0022-0949"
"Journal of Fluorescence","Methods","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10895","2936","0.494","Q2 (Spectroscopy)","88","No","1573-4994","1053-0509"
"Journal of Global Health","Clinical/Medicine","International Society of Global Health","Non-profit","OA","International Society of Global Health","Society/Association","USA","https://jogh.org/","2170","1.299","Q1 (Health Policy; Public Health, Environmental and Occupational Health)","78","No","2047-2986","2047-2978"
"Journal of Graph Algorithms and Applications","Mathematical Biology","Brown University","Non-profit","OA diamond","","","USA","https://jgaa.info/","0","0.352","Q2 (Computer Science)","41","No","1526-1719",""
"Journal of Magnetic Resonance","Methods","Elsevier","For-profit associated with a society","Hybrid","International Society of Magnetic Resonance (ISMAR)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/journal-of-magnetic-resonance","3240","0.711","Q2 (Biochemistry; Biophysics; Condensed Matter Physics; Nuclear and High Energy Physics)","151","No","1096-0856","1090-7807"
"Journal of Magnetic Resonance Imaging","Methods","John Wiley & Sons","For-profit associated with a society","Hybrid","International Society for Magnetic Resonance in Medicine","Society/Association","USA","https://onlinelibrary.wiley.com/journal/15222586","2585","1.337","Q1 (Radiology, Nuclear Medicine and Imaging)","195","No","1522-2586","1053-1807"
"Journal of Mass Spectrometry","Methods","John Wiley & Sons","For-profit","Hybrid","","","USA","https://analyticalsciencejournals.onlinelibrary.wiley.com/journal/10969888c","3350","0.389","Q3 (Medicine; Spectroscopy)","134","No","1096-9888","1076-5174"
"Journal of Mathematical Biology","Mathematical Biology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/285","2217","0.91","Q1 (Agricultural and Biological Sciences; Applied Mathematics; Modeling and Simulation)","116","No","1432-1416","0303-6812"
"Journal of Open Source Software","Methods","Journal of Open Source Software","Non-profit","OA diamond","","","USA","https://joss.theoj.org/","0","","","","No","2475-9066",""
"Journal of Photochemistry and Photobiology B: Biology","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-photochemistry-and-photobiology-b-biology","2032","0.737","Q1 (Radiation)","164","No","1873-2682","1011-1344"
"Journal of Research in Medical Sciences","Clinical/Medicine","Wolters Kluwer (Lippincott)","For-profit associated with a society","OA","Isfahan University of Medical Sciences","University/Government","India","https://journals.lww.com/jrms/pages/default.aspx","","0.508","Q3 (Medicine)","63","No","1735-7136","1735-1995"
"Journal of Statistical Software","Statistics","Foundation for Open Access Statistics","Non-profit","OA diamond","","","USA","https://www.jstatsoft.org/","0","3.677","Q1 (Software; Statistics and Probability; Statistics, Probability and Uncertainty)","199","No","1548-7660",""
"Journal of Theoretical Biology","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-theoretical-biology","2670","0.55","Q2 (Agricultural and Biological Sciences; Applied Mathematics; Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine; Modeling and Simulation; Statistics and Probability)","184","No","1095-8541","0022-5193"
"Journal of Visualized Experiments","Generalist","Journal of Visualized Experiments (JoVE)","For-profit","Hybrid","","","USA","https://www.jove.com/research/journal","2887","0.409","Q2 (Chemical Engineering)","152","No","1940-087X",""
"Journal of the American Society for Mass Spectrometry","Methods","American Chemical Society (ACS)","Non-profit","Hybrid","American Society for Mass Spectrometry","Society/Association","USA","https://staging.pubs.acs.org/journal/jamsef","3110","0.641","Q2 (Spectroscopy)","146","No","1879-1123","1044-0305"
"Journal of the National Medical Association","Clinical/Medicine","Elsevier","For-profit associated with a society","OA","National Medical Association","Society/Association","Netherlands","https://www.sciencedirect.com/journal/journal-of-the-national-medical-association","2661","0.804","Q2 (Medicine)","91","No","1943-4693","0027-9684"
"Journal of the Royal Society Interface","Generalist","The Royal Society","Non-profit","OA","The Royal Society","Society/Association","UK","https://royalsocietypublishing.org/journal/rsif","2759","0.919","Q1 (Biophysics)","186","No","1742-5662","1742-5689"
"Journal of the Royal Society of Medicine","Clinical/Medicine","Sage Publishing","For-profit associated with a society","OA","The Royal Society of Medicine","Society/Association","USA","https://journals.sagepub.com/home/jrs","1279","0.913","Q1 (Medicine)","102","No","1758-1095","0141-0768"
"Life Science Alliance","Generalist","Life Science Alliance LLC (commonly owned by EMBO press, Rockefeller University Press, CSH Laboratory Press)","Non-profit","OA","","","USA","https://www.life-science-alliance.org/","3686","1.498","Q1 (Biochemistry, Genetics and Molecular Biology; Ecology; Health, Toxicology and Mutagenesis; Plant Science)","49","No","2575-1077",""
"Life Sciences","Generalist","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/life-sciences","3173","1.487","Q1 (Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics)","211","No","1879-0631","0024-3205"
"Magnetic Resonance Imaging","Methods","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/magnetic-resonance-imaging","2500","0.6","Q2 (Biomedical Engineering; Biophysics; Radiology, Nuclear Medicine and Imaging)","130","No","1873-5894","0730-725X"
"Magnetic Resonance Imaging Clinics of North America","Methods","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/magnetic-resonance-imaging-clinics-of-north-america","2696","0.571","Q2 (Radiology, Nuclear Medicine and Imaging)","60","No","1557-9786","1064-9689"
"Magnetic Resonance in Medical Sciences","Methods","J-STAGE","Non-profit","OA diamond","Japanese Society for Magnetic Resonance in Medicine","Society/Association","Japan","https://www.jstage.jst.go.jp/browse/mrms","0","1.247","Q1 (Radiology, Nuclear Medicine and Imaging)","53","No","1880-2206","1347-3182"
"Magnetic Resonance in Medicine","Methods","John Wiley & Sons","For-profit associated with a society","Hybrid","International Society for Magnetic Resonance in Medicine","Society/Association","USA","https://onlinelibrary.wiley.com/journal/15222594","2673","1.141","Q1 (Radiology, Nuclear Medicine and Imaging)","262","No","1522-2594","0740-3194"
"Mathematical Biosciences","Mathematical Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/mathematical-biosciences","2019","0.703","Q1 (Agricultural and Biological Sciences)","118","No","1879-3134","0025-5564"
"Med","Clinical/Medicine","Elsevier (Cell Press)","For-profit","Hybrid","","","USA","https://www.sciencedirect.com/journal/med","7720","4.341","Q1 (Medicine)","52","No","2666-6340","2666-6359"
