"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"Annales Médico-Psychologiques","Clinical Neuroscience","Elsevier","For-profit associated with a society","Hybrid","Société médico-psychologique","Society/Association","Netherlands","https://www.em-consulte.com/revue/AMEPSY/presentation/annales-medico-psychologiques","2300","0.2","Q2 (Arts and Humanities)","28","No","1769-6631","0003-4487"
"Annals of Clinical and Translational Neurology","Clinical Neuroscience","John Wiley & Sons","For-profit associated with a society","OA","American Neurological Association","Society/Association","USA","https://onlinelibrary.wiley.com/journal/23289503","3357","1.645","Q1 (Neurology; Neuroscience)","84","No","2328-9503","2328-9503"
"Annals of General Psychiatry","Clinical Neuroscience","Springer Nature (BioMed Central)","For-profit associated with a society","OA","International Society of Neurobiology and Psychopharmacology http://www.psychiatry.gr/","Society/Association","UK","https://annals-general-psychiatry.biomedcentral.com/","2531","1.482","Q1 (Psychiatry and Mental Health)","67","No","1744-859X",""
"Annals of Neurology","Clinical Neuroscience","John Wiley & Sons","For-profit associated with a society","Hybrid","American Neurological Association and the Child Neurology Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/15318249","3050","3.247","Q1 (Neurology)","350","No","1531-8249","0364-5134"
"Annals of Neurosciences","Generalist","Sage Publishing","For-profit associated with a society","OA","Indian Academy of Neuro-sciences","University/Government","USA","https://journals.sagepub.com/home/aona","","0.532","Q3 (Neuroscience)","35","No","0976-3260","0972-7531"
"Annual Review of Clinical Psychology","Clinical Neuroscience","Annual Reviews","Non-profit","","Annual Reviews","Non-profit","USA","https://www.annualreviews.org/content/journals/clinpsy","","6.482","Q1 (Clinical Psychology; Medicine; Psychiatry and Mental Health)","166","No","1548-5951","1548-5943"
"Annual Review of Developmental Psychology","Developmental Neuroscience","Annual Reviews","Non-profit","Subscription","Annual Reviews","Non-profit","USA","https://www.annualreviews.org/content/journals/devpsych","","","","","No","2640-7922","2640-7922"
"Annual Review of Linguistics","Cognitive Neuroscience","Annual Reviews","Non-profit","Subscription","Annual Reviews","Non-profit","USA","https://www.annualreviews.org/content/journals/linguistics","","1.824","Q1 (Linguistics and Language)","42","No","2333-9691","2333-9683"
"Annual Review of Neuroscience","Generalist","Annual Reviews","Non-profit","Subscription","Annual Reviews","Non-profit","USA","https://www.annualreviews.org/content/journals/neuro","","7.549","Q1 (Neuroscience)","278","No","1545-4126","0147-006X"
"Annual Review of Psychology","Cognitive Neuroscience","Annual Reviews","Non-profit","Subscription","Annual Reviews","Non-profit","USA","https://www.annualreviews.org/content/journals/psych","","12.936","Q1 (Psychology)","315","No","1545-2085","0066-4308"
"Annual Review of Vision Science","Sensory Neuroscience","Annual Reviews","Non-profit","Subscription","Annual Reviews","Non-profit","USA","https://www.annualreviews.org/content/journals/vision","","2.223","Q1 (Medicine; Neurology; Ophthalmology)","54","No","2374-4650","2374-4642"
"Aphasiology","Clinical Neuroscience","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/paph20","1346","0.706","Q1 (Linguistics and Language; LPN and LVN; Otorhinolaryngology)","88","No","1464-5041","0268-7038"
"Applied Neuropsychology: Adult","Cognitive Neuroscience","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/hapn21","","0.541","Q3 (Developmental and Educational Psychology; Neuropsychology and Physiological Psychology)","61","No","2327-9109","2327-9095"
"Applied Neuropsychology: Child","Developmental Neuroscience","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/hapc20","","0.516","Q3 (Developmental and Educational Psychology; Neuropsychology and Physiological Psychology)","33","No","2162-2973","2162-2965"
"Asian Journal of Psychiatry","Clinical Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/asian-journal-of-psychiatry","2164","1.265","Q1 (Medicine; Psychiatry and Mental Health; Psychology)","78","No","1876-2026","1876-2018"
"Attention, Perception, and Psychophysics","Generalist","Springer Nature","For-profit","Hybrid","","","Germany","https://link.springer.com/journal/13414","2958","0.92","Q1 (Linguistics and Language)","145","No","1943-393X","1943-3921"
"Australasian Psychiatry","Clinical Neuroscience","Sage Publishing","For-profit associated with a society","Hybrid","The Royal Australasian and New Zealand College of Psychiatrists","","USA","https://journals.sagepub.com/home/apya","3788","0.53","Q3 (Psychiatry and Mental Health)","52","No","1440-1665","1039-8562"
"Australian and New Zealand Journal of Psychiatry","Clinical Neuroscience","Sage Publishing","For-profit associated with a society","Hybrid","The Royal Australasian and New Zealand College of Psychiatrists","","USA","https://journals.sagepub.com/home/anpa","367","1.522","Q1 (Medicine; Psychiatry and Mental Health)","146","No","1440-1614","0004-8674"
"Autism","Clinical Neuroscience","Sage Publishing","For-profit associated with a society","Hybrid","National Autistic Society","Society/Association","USA","https://journals.sagepub.com/home/aut","3546","1.935","Q1 (Developmental and Educational Psychology)","144","No","1461-7005","1362-3613"
"Autism Research","Clinical Neuroscience","John Wiley & Sons","For-profit associated with a society","Hybrid","International Society for Autism Research","Society/Association","USA","https://onlinelibrary.wiley.com/journal/19393806","2651","1.643","Q1 (Genetics; Neurology; Neuroscience)","111","No","1939-3806","1939-3792"
"Autism and Developmental Language Impairments","Developmental Neuroscience","Sage Publishing","For-profit","OA","","","USA","https://journals.sagepub.com/home/dlia","737","0.927","Q2 (Clinical Psychology; Developmental and Educational Psychology; Psychiatry and Mental Health)","27","No","2396-9415","2396-9415"
"Autonomic Neuroscience","Neurophysiology","Elsevier","For-profit associated with a society","Hybrid","The International Society for Autonomic Neuroscience","Society/Association","Netherlands","https://www.sciencedirect.com/journal/autonomic-neuroscience","2656","1.077","Q1 (Neurology)","100","No","1872-7484","1566-0702"
"BJPsych Open","Clinical Neuroscience","Cambridge University Press (CUP)","University Press associated with a society","OA","Royal College of Psychiatrists","","UK","https://www.cambridge.org/core/journals/bjpsych-open","3354","1.265","Q1 (Psychiatry and Mental Health)","56","No","2056-4724",""
"BMC Neurology","Clinical Neuroscience","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://bmcneurol.biomedcentral.com/","2967","0.747","Q2 (Medicine; Neurology)","106","No","1471-2377",""
"BMC Neuroscience","Generalist","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://bmcneurosci.biomedcentral.com/","2427","0.865","Q2 (Neuroscience)","122","No","1471-2202",""
"BMC Psychiatry","Clinical Neuroscience","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://bmcpsychiatry.biomedcentral.com/","2717","1.423","Q1 (Psychiatry and Mental Health)","164","No","1471-244X",""
"BMC Psychology","Cognitive Neuroscience","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://bmcpsychology.biomedcentral.com/","1600","1.127","Q1 (Medicine; Psychology)","61","No","2050-7283",""
"BMJ Mental Health","Clinical Neuroscience","BMJ Group","Non-profit","OA","","","UK","https://mentalhealth.bmj.com/","4040","2.833","Q1 (Psychiatry and Mental Health)","57","No","2755-9734",""
"Behavioral Neuroscience","Behavioral Neuroscience","American Psychological Association (APA)","Non-profit","Hybrid","American Psychological Association","Society/Association","USA","https://www.apa.org/pubs/journals/bne","3742","0.798","Q2 (Behavioral Neuroscience)","156","No","1939-0084","0735-7044"
"Behavioral and Brain Functions","Behavioral Neuroscience","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://behavioralandbrainfunctions.biomedcentral.com/","2350","0.983","Q1 (Medicine)","79","No","1744-9081",""
"Behavioral and Brain Sciences","Behavioral Neuroscience","Cambridge University Press (CUP)","University Press","Subscription","","","UK","https://www.cambridge.org/core/journals/behavioral-and-brain-sciences","","0.6","Q3 (Behavioral Neuroscience; Neuropsychology and Physiological Psychology; Physiology)","189","No","1469-1825","0140-525X"
"Behavioural Brain Research","Behavioral Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/behavioural-brain-research","2605","0.862","Q2 (Behavioral Neuroscience)","206","No","1872-7549","0166-4328"
"Behavioural Neurology","Behavioral Neuroscience","John Wiley & Sons","For-profit","OA","","","UK","https://onlinelibrary.wiley.com/journal/3037","1674","0.84","Q2 (Medicine; Neurology; Neuropsychology and Physiological Psychology)","66","No","1875-8584","0953-4180"
"Behavioural Pharmacology","Behavioral Neuroscience","Wolters Kluwer (Lippincott)","For-profit","Hybrid","","","Netherlands / USA","https://journals.lww.com/behaviouralpharm/pages/default.aspx","3199","0.444","Q3 (Pharmacology; Psychiatry and Mental Health)","92","No","1473-5849","0955-8810"
"Behavioural and Cognitive Psychotherapy","Clinical Neuroscience","Cambridge University Press (CUP)","University Press associated with a society","Hybrid","The British Association for Behavioural and Cognitive Psychotherapies","Society/Association","UK","https://www.cambridge.org/core/journals/behavioural-and-cognitive-psychotherapy","2516","0.914","Q1 (Medicine)","85","No","1469-1833","1352-4658"
"Biological Psychiatry","Clinical Neuroscience","Elsevier","For-profit associated with a society","Hybrid","Society of Biological Psychiatry","Society/Association","Germany","https://www.biologicalpsychiatryjournal.com/","2739","3.611","Q1 (Biological Psychiatry)","380","No","1873-2402","0006-3223"
"Biological Psychiatry: Cognitive Neuroscience and Neuroimaging","Generalist","Elsevier","For-profit associated with a society","Hybrid","Society of Biological Psychiatry","Society/Association","Netherlands","https://www.sciencedirect.com/journal/biological-psychiatry-cognitive-neuroscience-and-neuroimaging","2696","1.758","Q1 (Biological Psychiatry; Cognitive Neuroscience; Neurology; Radiology, Nuclear Medicine and Imaging)","71","No","2451-9030","2451-9022"
"Biological Psychiatry: Global Open Science","Generalist","Elsevier","For-profit associated with a society","OA","Society of Biological Psychiatry","Society/Association","USA","https://www.sciencedirect.com/journal/biological-psychiatry-global-open-science","2723","1.628","Q1 (Psychiatry and Mental Health)","22","No","2667-1743","2667-1743"
"Bipolar Disorders","Clinical Neuroscience","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/13995618","2120","1.517","Q1 (Biological Psychiatry; Psychiatry and Mental Health)","150","No","1399-5618","1398-5647"
"Borderline Personality Disorder and Emotion Dysregulation","Clinical Neuroscience","Springer Nature (BioMed Central)","For-profit","OA","National Education Alliance for Personality Disorder","","UK","https://bpded.biomedcentral.com/","2641","0.989","Q1 (Clinical Psychology)","40","No","2051-6673",""
"Brain","Clinical Neuroscience","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/brain","3404","4.746","Q1 (Medicine; Neurology)","406","No","1460-2156","0006-8950"
"Brain Communications","Clinical Neuroscience","Oxford University Press (OUP)","University Press","OA","The Guarantors of Brain","","UK","https://academic.oup.com/braincomms","3312","1.766","Q1 (Biological Psychiatry; Cellular and Molecular Neuroscience; Neurology; Psychiatry and Mental Health)","52","No","2632-1297",""
"Brain Connectivity","Generalist","Sage Publishing (Mary Ann Liebert)","For-profit","Hybrid","","","USA","https://home.liebertpub.com/publications/brain-connectivity/389/overview","3361","0.781","Q2 (Neuroscience)","75","No","2158-0022","2158-0014"
"Brain Disorders","Clinical Neuroscience","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/brain-disorders","1510","0.37","Q3 (Neurology)","14","No","2666-4593",""
"Brain Hemorrhages","Clinical Neuroscience","Elsevier","For-profit associated with a society","OA","International Hemorrhagic Stroke Association","Society/Association","Netherlands","https://www.sciencedirect.com/journal/brain-hemorrhages","","0.426","Q2 (Surgery)","13","No","2589-238X",""
"Brain Imaging and Behavior","Generalist","Springer Nature","For-profit","Hybrid","","","Germany","https://link.springer.com/journal/11682","2983","0.962","Q1 (Radiology, Nuclear Medicine and Imaging)","76","No","1931-7565","1931-7557"
"Brain Impairment","Clinical Neuroscience","CSIRO Publishing","Non-profit","Hybrid","","","Australia","https://connectsci.au/ib","2500","0.423","Q3 (Cognitive Neuroscience; Neurology; Neuropsychology and Physiological Psychology; Speech and Hearing)","32","No","1839-5252","1443-9646"
"Brain Injury","Clinical Neuroscience","Taylor & Francis Group","For-profit associated with a society","Hybrid","International Brain Injury Association (IBIA)","Society/Association","UK","https://www.tandfonline.com/journals/ibij20","1744","0.541","Q3 (Developmental and Educational Psychology; Neurology; Neuroscience)","127","No","1362-301X","0269-9052"
"Brain Mechanisms","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/brain-mechanisms","1874","0.69","Q3 (Cellular and Molecular Neuroscience)","93","No","1873-6300","0891-0618"
"Brain Network Disorders","Clinical Neuroscience","Elsevier","For-profit associated with a society","OA","Chinese Medical Association","Society/Association","Netherlands / China","https://www.sciencedirect.com/journal/brain-network-disorders","1706","","","","No","3050-6239","2097-4639"
"Brain Organoid and Systems Neuroscience Journal","Molecular and Cellular Neuroscience","Elsevier","For-profit associated with a society","OA","Mediterranean Neuroscience Society (MNS)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/brain-organoid-and-systems-neuroscience-journal","","","","","No","2949-9216",""
"Brain Pathology","Clinical Neuroscience","John Wiley & Sons","For-profit associated with a society","OA","International Society of Neuropathology","Society/Association","UK","https://onlinelibrary.wiley.com/journal/17503639","4268","1.955","Q1 (Neurology; Neuroscience; Pathology and Forensic Medicine)","159","No","1750-3639","1015-6305"
"Brain Research","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/brain-research","2000","0.894","Q2 (Developmental Biology; Molecular Biology; Neurology; Neuroscience)","268","No","1872-6240","0006-8993"
"Brain Research Bulletin","Generalist","Elsevier","For-profit","OA","","","USA","https://www.sciencedirect.com/journal/brain-research-bulletin","1842","1.245","Q1 (Neuroscience)","154","No","1873-2747","0361-9230"
"Brain Science Advances","Generalist","Sage Publishing","For-profit","OA","Tsinghua University Press","University/Government","USA / China","https://journals.sagepub.com/home/bsaa","0","","","","No","2096-5958",""
"Brain Science and Child Development","Developmental Neuroscience","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/brain-science-and-child-development","","","","","No","","3117-4388"
"Brain Stimulation","Neuromodulation","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/brain-stimulation","3765","2.609","Q1 (Biophysics; Neurology; Neuroscience)","126","No","1876-4754","1935-861X"
"Brain Structure and Function","Cognitive Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany","https://link.springer.com/journal/429","3894","1.314","Q1 (Anatomy; Histology; Neuroscience)","125","No","1863-2661","1863-2653"
"Brain Topography","Generalist","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10548","3827","1.276","Q1 (Anatomy; Neurology; Radiological and Ultrasound Technology; Radiology, Nuclear Medicine and Imaging)","92","No","1573-6792","0896-0267"
"Brain Tumor Pathology","Clinical Neuroscience","Springer Nature","For-profit associated with a society","Hybrid","The Japan Society of Brain Tumor Pathology","Society/Association","Germany / UK","https://link.springer.com/journal/10014","3046","0.623","Q2 (Medicine)","49","No","1861-387X","1433-7398"
"Brain and Behavior","Behavioral Neuroscience","John Wiley & Sons","For-profit","OA","","","USA","https://onlinelibrary.wiley.com/journal/21579032","3074","0.882","Q2 (Behavioral Neuroscience)","78","No","2162-3279","2162-3279"
"Brain and Cognition","Cognitive Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/brain-and-cognition","1676","0.654","Q1 (Arts and Humanities)","147","No","1090-2147","0278-2626"
"Brain and Development","Developmental Neuroscience","Elsevier","For-profit associated with a society","Hybrid","Japanese Society of Child Neurology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/brain-and-development","2525","0.521","Q2 (Pediatrics, Perinatology and Child Health)","102","No","1872-7131","0387-7604"
"Brain and Development Case Reports","Developmental Neuroscience","Elsevier","For-profit associated with a society","OA","Japanese Society of Child Neurology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/brain-and-development-case-reports","682","","","","No","","2950-2217"
"Brain and Environment","Generalist","Elsevier","For-profit","","","","Netherlands","https://www.sciencedirect.com/journal/brain-and-environment","","","","","No","","3050-5917"
"Brain and Language","Cognitive Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/brain-and-language","2779","0.841","Q1 (Linguistics and Language; Speech and Hearing)","152","No","1090-2155","0093-934X"
"Brain and Neuroscience Advances","Generalist","Sage Publishing","For-profit associated with a society","OA","British Neuroscience Association","Society/Association","USA","https://journals.sagepub.com/home/bnaa","820","","","","No","2398-2128",""
"Brain and Spine","Generalist","Elsevier","For-profit associated with a society","OA","Spine Society of Europe (EUROSPINE); European Association of Neurosurgical Societies (EANS)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/brain-and-spine","1377","0.709","Q3 (Biological Psychiatry; Neurology; Neuroscience)","17","No","2772-5294","2772-5294"
"Brain, Behavior and Evolution","Behavioral Neuroscience","Karger Publishers","For-profit","Hybrid","","","Switzerland","https://karger.com/bbe","3600","0.958","Q2 (Behavioral Neuroscience; Developmental Neuroscience)","90","No","1421-9743","0006-8977"
"Brain, Behavior and Immunity","Neuroimmunology","Elsevier","For-profit associated with a society","Hybrid","Psychoneuroimmunology Research Society (PNIRS)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/brain-behavior-and-immunity","2418","2.689","Q1 (Behavioral Neuroscience; Endocrine and Autonomic Systems; Immunology)","221","No","1090-2139","0889-1591"
"Brain, Behavior and Immunity - Health","Neuroimmunology","Elsevier","For-profit associated with a society","OA","Psychoneuroimmunology Research Society (PNIRS)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/brain-behavior-and-immunity-health","2509","1.169","Q1 (Nephrology; Psychiatry and Mental Health)","44","No","2666-3546","2666-3546"
"Brain, Behavior and Immunity Integrative","Neuroimmunology","Elsevier","For-profit associated with a society","OA","Psychoneuroimmunology Research Society (PNIRS)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/brain-behavior-and-immunity-integrative","2280","","","","No","2949-8341",""
"Brazilian Journal of Psychiatry","Clinical Neuroscience","Brazilian Psychiatric Association","Non-profit","OA diamond","Brazilian Psychiatric Association","Society/Association","Brazil","https://www.bjp.org.br/","0","0.863","Q2 (Psychiatry and Mental Health)","76","No","1809-452X","1516-4446"
"British Journal of Pain","Pain","Sage Publishing","For-profit associated with a society","Hybrid","British Pain Society","Society/Association","USA","https://journals.sagepub.com/home/bjpb","287","0.627","Q2 (Anesthesiology and Pain Medicine)","32","No","2049-4645","2049-4637"
"CNS Drugs","Clinical Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/40263","2200","2.161","Q1 (Neurology; Pharmacology; Psychiatry and Mental Health)","140","No","1179-1934","1172-7047"
"CNS Neuroscience and Therapeutics","Clinical Neuroscience","John Wiley & Sons","For-profit","OA","","","China","https://onlinelibrary.wiley.com/journal/17555949","2501","1.741","Q1 (Pharmacology; Physiology; Psychiatry and Mental Health)","105","No","1755-5949","1755-5930"
"CNS Spectrums","Clinical Neuroscience","Cambridge University Press (CUP)","University Press associated with a society","OA","Neuroscience Education Institute","University/Government","UK","https://www.neiglobal.com/CNSSpectrums/tabid/58/Default.aspx","2641","1.086","Q1 (Neurology)","100","No","2165-6509","1092-8529"
"Cambridge Journal of Human Behaviour","Behavioral Neuroscience","Cambridge Journal of Human Behaviour (University of Cambridge)","University Press","OA diamond","","","UK","https://cjhumanbehaviour.com/","0","","","","PCI friendly","2753-3506",""
"Canadian Journal of Experimental Psychology / Revue canadienne de psychologie expérimentale","Cognitive Neuroscience","Canadian Psychological Association (CPA)","Non-profit","","Canadian Psychological Association (CPA); Canadian Society for Brain, Behaviour, and Cognitive Science (CSBBCS) / Société Canadienne des Sciences du Cerveau, du Comportement, et de la Cognition (SCSCCC)","Society/Association","Canada","https://www.apa.org/pubs/journals/cep","","0.665","Q2 (Experimental and Cognitive Psychology; Medicine)","72","No","1878-7290","1196-1961"
"Canadian Journal of Neurological Sciences","Clinical Neuroscience","Cambridge University Press (CUP)","University Press associated with a society","Hybrid","Canadian Neurological Sciences Federation (CNSF); the Canadian Neurological Society (CNS); the Canadian Neurosurgical Society (CNSS); the Canadian Society of Clinical Neurophysiologists (CSCN); the Canadian Association of Child Neurology (CACN); the Canadian Society of Neuroradiology (CSNR); the Canadian Stroke Consortium (CSC)","Society/Association","UK","https://www.cambridge.org/core/journals/canadian-journal-of-neurological-sciences","3118","0.706","Q2 (Medicine; Neurology)","85","No","2057-0155","0317-1671"
