"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"BMC Medical Genomics","Medical Genetics","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://bmcmedgenomics.biomedcentral.com/","3282","0.75","Q2 (Genetics)","102","No","1755-8794",""
"Behavior Genetics","Genetics","Springer Nature","For-profit associated with a society","Hybrid","Behavior Genetics Association","Society/Association","Germany / UK","https://link.springer.com/journal/10519","2282","0.796","Q1 (Ecology, Evolution, Behavior and Systematics)","110","No","1573-3297","0001-8244"
"BioEssays","Generalist","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/15211878","2798","1.151","Q1 (Biochemistry, Genetics and Molecular Biology)","213","No","1521-1878","0265-9247"
"Biochimica et Biophysica Acta (BBA) - Gene Regulatory Mechanisms","Epigenetics","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/biochimica-et-biophysica-acta-bba-gene-regulatory-mechanisms","2733","1.069","Q1 (Biophysics)","152","No","1876-4320","1874-9399"
"Briefings in Functional Genomics","Genomics","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/bfg","2590","0.806","Q2 (Biochemistry; Genetics; Medicine)","91","No","2041-2657","2041-2649"
"Cell Genomics","Genomics","Elsevier (Cell Press)","For-profit","OA","","","USA","https://www.cell.com/cell-genomics","3980","6.518","Q1 (Biochemistry, Genetics and Molecular Biology; Genetics)","41","No","2666-979X","2666-979X"
"Cell Systems","Generalist","Elsevier (Cell Press)","For-profit","Hybrid","","","USA","https://www.cell.com/cell-systems","8133","4.954","Q1 (Cell Biology; Histology; Pathology and Forensic Medicine)","107","No","2405-4720","2405-4712"
"Chromosome Research","Genomics","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10577","3060","1.201","Q2 (Genetics)","92","No","1573-6849","0967-3849"
"Clinical Epigenetics","Epigenetics","Springer Nature (BioMed Central)","For-profit associated with a society","OA","Clinical Epigenetics Society","Society/Association","UK","https://clinicalepigeneticsjournal.biomedcentral.com/","3186","1.787","Q1 (Developmental Biology; Genetics; Molecular Biology)","94","No","1868-7083","1868-7075"
"Clinical Genetics","Medical Genetics","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/13990004","3239","0.981","Q2 (Genetics)","125","No","1399-0004","0009-9163"
"Comparative Biochemistry and Physiology Part D: Genomics Proteomics","Genomics","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/comparative-biochemistry-and-physiology-part-d-genomics-and-proteomics","2803","0.546","Q1 (Animal Science and Zoology)","55","No","1878-0407","1744-117X"
"Computational and Structural Biotechnology Journal","Generalist","Elsevier","For-profit","OA","Research Network of Computational and Structural Biotechnology","","Netherlands","https://www.journals.elsevier.com/computational-and-structural-biotechnology-journal","3161","1.312","Q1 (Biochemistry; Biophysics; Biotechnology; Computer Science Applications; Genetics; Structural Biology)","107","No","2001-0370","2001-0370"
"Current Opinion in Genetics & Development","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/current-opinion-in-genetics-and-development","2181","2.327","Q1 (Developmental Biology; Genetics)","208","No","1879-0380","0959-437X"
"Cytogenetic and Genome Research","Genomics","Karger Publishers","For-profit","Hybrid","","","Switzerland","https://karger.com/CGR","2926","0.52","Q3 (Genetics; Molecular Biology)","100","No","1424-859X","1424-8581"
"DNA Research","Genomics","Oxford University Press (OUP)","University Press","OA","Kazusa DNA Research Institute","","UK","https://academic.oup.com/dnaresearch","1584","0.948","Q1 (Medicine)","120","No","1756-1663","1340-2838"
"DNA and Cell Biology","Molecular and Cellular Genetics","Sage Publishing","For-profit","Hybrid","","","USA","https://journals.sagepub.com/home/dnaa","3233","0.664","Q2 (Medicine)","94","No","1557-7430","1044-5498"
"Epigenetics","Epigenetics","Taylor & Francis Group","For-profit","OA","","","USA","https://www.tandfonline.com/journals/kepi20","2918","1.05","Q1 (Medicine)","121","No","1559-2308","1559-2294"
"Epigenetics & Chromatin","Epigenetics","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://epigeneticsandchromatin.biomedcentral.com/","2051","1.63","Q1 (Genetics; Molecular Biology)","74","No","1756-8935",""
"Epigenetics Insights","Epigenetics","Sage Publishing","For-profit","OA","","","USA","https://journals.sagepub.com/home/gaeb","1190","1.181","Q1 (Biochemistry)","17","No","2516-8657",""
"Epigenomics","Epigenetics","Taylor & Francis Group","For-profit","Hybrid","","","USA","https://www.tandfonline.com/journals/iepi20","3873","0.774","Q2 (Genetics)","85","No","1750-192X","1750-1911"
"European Journal of Human Genetics","Human Genetics","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/ejhg/","3364","1.595","Q1 (Genetics)","153","No","1476-5438","1018-4813"
"European Journal of Medical Genetics","Medical Genetics","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/european-journal-of-medical-genetics","2162","0.82","Q2 (Genetics; Medicine)","71","No","1878-0849","1769-7212"
"Evolution Letters","Generalist","Oxford University Press (OUP)","University Press associated with a society","OA","Society for the Study of Evolution; European Society for Evolutionary Biology","Society/Association","UK","https://academic.oup.com/evlett/","2077","1.738","Q1 (Ecology, Evolution, Behavior and Systematics; Genetics)","43","PCI friendly","2056-3744",""
"Evolutionary Applications","Genomics","John Wiley & Sons","For-profit","OA","","","USA","https://onlinelibrary.wiley.com/journal/17524571","3436","0.957","Q1 (Agricultural and Biological Sciences; Ecology, Evolution, Behavior and Systematics)","102","No","1752-4571","1752-4571"
"Familial Cancer","Medical Genetics","Springer Nature","For-profit associated with a society","Hybrid","International Society for Gastrointestinal Hereditary Tumours (InSIGHT); Breast Cancer Linkage Consortium (BCLC)","Society/Association","Germany / UK","https://link.springer.com/journal/10689","2121","0.849","Q2 (Genetics; Oncology)","72","No","1573-7292","1389-9600"
"Frontiers in Epigenetics and Epigenomics","Epigenetics","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/epigenetics-and-epigenomics","1963","","","","No","2813-706X",""
"Frontiers in Genetics","Genetics","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/genetics","1501","0.833","Q2 (Genetics; Molecular Medicine)","147","No","1664-8021",""
"Frontiers in Genome Editing","Genomics","Frontiers Media SA","For-profit","OA","","","Switzerland","https://www.frontiersin.org/journals/genome-editing","2093","1.349","Q1 (Biotechnology; Genetics)","32","No","2673-3439",""
"Functional & Integrative Genomics","Genomics","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10142","2624","0.753","Q2 (Genetics; Medicine)","94","No","1438-7948","1438-793X"
"Fungal Genetics and Biology","Genetics","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/fungal-genetics-and-biology","1972","0.673","Q3 (Genetics; Microbiology)","135","No","1096-0937","1087-1845"
"G3: Genes, Genomes, Genetics","Generalist","Oxford University Press (OUP)","University Press associated with a society","OA","Genetics Society of America","Society/Association","UK","https://academic.oup.com/g3journal","2881","0.893","Q2 (Genetics; Medicine; Molecular Biology)","98","PCI friendly","2160-1836",""
"Gene","Genetics","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/gene","3848","0.703","Q2 (Medicine)","204","No","1879-0038","0378-1119"
"Gene Expression Patterns","Epigenetics","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/gene-expression-patterns","1550","0.331","Q4 (Developmental Biology; Genetics; Molecular Biology)","72","No","1872-7298","1567-133X"
"Gene Therapy","Medical Genetics","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/gt/","3105","1.502","Q1 (Genetics; Molecular Biology; Molecular Medicine)","181","No","1476-5462","0969-7128"
"Genes & Development","Generalist","Cold Spring Harbor (CSH) Laboratory Press","Non-profit","Hybrid","","","USA","https://genesdev.cshlp.org/","4525","3.302","Q1 (Developmental Biology; Genetics)","499","No","1549-5477","0890-9369"
"Genes and Immunity","Genetics","Springer Nature","For-profit","Hybrid","","","UK","https://www.nature.com/gene/","636","1.344","Q1 (Genetics)","117","No","1476-5470","1466-4879"
"Genes to Cells","Genetics","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/13652443","3167","0.55","Q2 (Medicine)","129","No","1365-2443","1356-9597"
"Genes, Brain and Behavior","Generalist","John Wiley & Sons","For-profit associated with a society","Hybrid","International Behavioural and Neural Genetics Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/1601183X","3267","1.054","Q1 (Behavioral Neuroscience)","107","No","1601-183X","1601-1848"
"Genes, Chromosomes and Cancer","Medical Genetics","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10982264","2453","1.31","Q1 (Genetics)","137","No","1098-2264","1045-2257"
"Genesis: The Journal of Genetics and Development","Genetics","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/1526968x","2437","0.87","Q2 (Endocrinology; Genetics; Medicine)","128","No","1526-968X","1526-954X"
"Genetic Epidemiology","Medical Genetics","John Wiley & Sons","For-profit","OA","","","USA","https://onlinelibrary.wiley.com/journal/10982272","2732","1.296","Q1 (Epidemiology; Genetics)","111","No","1098-2272","0741-0395"
"Genetics","Genetics","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/genetics","1585","2.934","Q1 (Genetics)","290","PCI friendly","1943-2631","0016-6731"
"Genetics Research","Genetics","John Wiley & Sons","For-profit","OA","","","UK","https://onlinelibrary.wiley.com/journal/gr","1880","","-","77","No","1469-5073","0016-6723"
"Genetics Selection Evolution","Genetics","Springer Nature (BioMed Central)","For-profit","OA","French National Institute for Agricultural Research","","UK","https://gsejournal.biomedcentral.com/","2130","1.108","Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics; Medicine)","97","PCI friendly","1297-9686","0999-193X"
"Genetics in Medicine","Medical Genetics","Elsevier","For-profit","OA","","","Netherlands","https://www.nature.com/gim/","1558","2.687","Q1 (Genetics; Medicine)","176","No","1530-0366","1098-3600"
"Genome Biology","Genomics","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://genomebiology.biomedcentral.com/","4033","5.792","Q1 (Cell Biology; Ecology, Evolution, Behavior and Systematics; Genetics)","332","No","1474-760X","1474-7596"
"Genome Biology and Evolution","Genomics","Oxford University Press (OUP)","University Press associated with a society","OA","Society for Molecular Biology and Evolution","Society/Association","UK","https://academic.oup.com/gbe/","2989","1.274","Q1 (Ecology, Evolution, Behavior and Systematics; Genetics)","109","PCI friendly","1759-6653",""
"Genome Medicine","Medical Genetics","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://genomemedicine.biomedcentral.com/","4765","4.971","Q1 (Genetics; Molecular Biology; Molecular Medicine)","147","No","1756-994X",""
"Genome Research","Generalist","Cold Spring Harbor (CSH) Laboratory Press","Non-profit","Hybrid","","","USA","https://genome.cshlp.org/","4310","3.688","Q1 (Genetics)","347","No","1549-5469","1088-9051"
"Genomics","Genomics","Elsevier","For-profit","OA","","","Netherlands","https://www.sciencedirect.com/journal/genomics","2540","0.872","Q2 (Genetics)","164","No","1089-8646","0888-7543"
"Genomics Proteomics & Bioinformatics","Genomics","Oxford University Press (OUP)","University Press associated with a society","OA","Beijing Institute of Genomics, Chinese Academy of Sciences; China National Center for Bioinformation; Genetics Society of China","Society/Association","UK","https://www.sciencedirect.com/journal/genomics-proteomics-and-bioinformatics","1760","2.735","Q1 (Biochemistry; Computational Mathematics; Genetics; Medicine; Molecular Biology)","87","No","2210-3244","1672-0229"
"Genomics and informatics","Genomics","Springer Nature (BioMed Central)","For-profit associated with a society","OA","Korea Genome Organization","","UK","https://genomicsinform.biomedcentral.com/","1990","0.473","Q2 (Ecology, Evolution, Behavior and Systematics)","17","No","2234-0742","1598-866X"
"Hereditas","Generalist","Springer Nature (BioMed Central)","For-profit associated with a society","OA","The Mendelian Society of Lund","Society/Association","UK","https://hereditasjournal.biomedcentral.com/","1831","0.59","Q2 (Medicine)","58","No","1601-5223","0018-0661"
"Heredity","Genetics","Springer Nature","For-profit","OA","","","Germany / UK","https://www.nature.com/hdy/","3115","0.983","Q2 (Genetics)","146","No","1365-2540","0018-067X"
"Human Gene Therapy","Medical Genetics","Sage Publishing (Mary Ann Liebert)","For-profit","Hybrid","","","USA","https://home.liebertpub.com/publications/human-gene-therapy/19/overview","2848","1.282","Q1 (Genetics)","167","No","1557-7422","1043-0342"
"Human Genetics","Human Genetics","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/439","3598","1.562","Q1 (Genetics)","159","No","1432-1203","0340-6717"
"Human Genetics and Genomics Advances","Human Genetics","Elsevier (Cell Press)","For-profit associated with a society","OA","American Society for Human Genetics","Society/Association","USA","https://www.cell.com/hgg-advances/home","2585","1.761","Q1 (Genetics; Molecular Medicine)","24","No","2666-2477","2666-2477"
"Human Genome Variation","Genomics","Springer Nature","For-profit associated with a society","OA","The Japan Society of Human Genetics","Society/Association","Germany / UK","https://www.nature.com/hgv/","1245","0.535","Q3 (Biochemistry; Genetics; Molecular Biology)","28","No","2054-345X",""
"Human Genomics","Human Genetics","Springer Nature (BioMed Central)","For-profit","OA","Human Genome Organisation (HUGO)","","UK","https://humgenomics.biomedcentral.com/","2856","1.455","Q1 (Drug Discovery; Genetics; Molecular Biology; Molecular Medicine)","78","No","1479-7364","1473-9542"
"Human Heredity","Human Genetics","Karger Publishers","For-profit","Hybrid","","","Switzerland","https://karger.com/HHE/","1380","0.265","Q4 (Genetics)","67","No","1423-0062","0001-5652"
"Human Molecular Genetics","Human Genetics","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/hmg/","4425","1.447","Q1 (Genetics; Medicine)","313","No","1460-2083","0964-6906"
"Human Mutation","Human Genetics","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/10981004","2635","1.967","Q1 (Genetics)","194","No","1098-1004","1059-7794"
"Journal of Experimental Zoology Part A: Ecological and Integrative Physiology","Genetics","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/24715646","3095","0.518","Q2 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)","32","No","2471-5646","2471-5638"
"Journal of Genetics and Genomics","Generalist","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/journal-of-genetics-and-genomics","3433","2.166","Q1 (Genetics; Molecular Biology)","88","No","1873-5533","1673-8527"
"Journal of Heredity","Genetics","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/jhered","1132","0.955","Q2 (Biotechnology; Genetics; Molecular Biology)","108","No","1465-7333","0022-1503"
"Journal of Human Genetics","Human Genetics","Springer Nature","For-profit","Hybrid","","","Germany","https://www.nature.com/jhg/","2491","0.924","Q2 (Genetics)","100","No","1435-232X","1434-5161"
"Journal of Inherited Metabolic Disease","Medical Genetics","John Wiley & Sons","For-profit associated with a society","Hybrid","Society for the Study of Inborn Errors of Metabolism (SSIEM)","Society/Association","USA","https://onlinelibrary.wiley.com/journal/15732665","2464","1.401","Q1 (Genetics)","131","No","1573-2665","0141-8955"
"Journal of Medical Genetics","Medical Genetics","BMJ Group","Non-profit","Hybrid","","","UK","https://jmg.bmj.com/","4212","1.688","Q1 (Genetics)","201","No","1468-6244","0022-2593"
"Journal of Neurogenetics","Neurogenetics","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/ineg20","2250","0.487","Q3 (Genetics)","45","No","1563-5260","0167-7063"
"Mammalian Genome","Genomics","Springer Nature","For-profit associated with a society","Hybrid","International Mammalian Genome Society","Society/Association","Germany / UK","https://link.springer.com/journal/335","2645","0.818","Q2 (Genetics)","109","No","1432-1777","0938-8990"
"Microbial Genomics","Genomics","Microbiology Society","Non-profit","OA","","","UK","https://www.microbiologyresearch.org/content/journal/mgen","2156","1.575","Q1 (Epidemiology; Genetics; Microbiology; Molecular Biology)","62","No","2057-5858",""
"Molecular Biology and Evolution","Generalist","Oxford University Press (OUP)","University Press associated with a society","OA","Society for Molecular Biology and Evolution","Society/Association","UK","https://academic.oup.com/mbe/","2981","2.607","Q1 (Ecology, Evolution, Behavior and Systematics; Genetics; Molecular Biology)","264","No","1537-1719","0737-4038"
"Molecular Cytogenetics","Molecular and Cellular Genetics","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://molecularcytogenetics.biomedcentral.com/","1928","0.485","Q3 (Biochemistry; Genetics; Molecular Biology; Molecular Medicine)","42","No","1755-8166",""
"Molecular Ecology Resources","Generalist","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/17550998","3184","1.86","Q1 (Biotechnology; Ecology, Evolution, Behavior and Systematics; Genetics)","179","No","1755-0998","1755-098X"
"Molecular Genetics & Genomic Medicine","Medical Genetics","John Wiley & Sons","For-profit","OA","","","USA","https://onlinelibrary.wiley.com/journal/23249269","2000","0.596","Q3 (Genetics; Molecular Biology)","50","No","2324-9269","2324-9269"
"Molecular Genetics and Metabolism","Molecular and Cellular Genetics","Elsevier","For-profit associated with a society","Hybrid","Society for Inherited Metabolic Disorders","Society/Association","Netherlands","https://www.sciencedirect.com/journal/molecular-genetics-and-metabolism","2933","1.35","Q1 (Biochemistry; Endocrinology; Endocrinology, Diabetes and Metabolism; Genetics)","134","No","1096-7206","1096-7192"
"Molecular Genetics and Metabolism Reports","Molecular and Cellular Genetics","Elsevier","For-profit","OA","","","USA","https://www.sciencedirect.com/journal/molecular-genetics-and-metabolism-reports","1823","0.613","Q3 (Endocrinology; Genetics; Molecular Biology)","36","No","2214-4269","2214-4269"
"Molecular Systems Biology","Generalist","Springer Nature","For-profit","OA","EMBO","","Germany / UK","https://www.embopress.org/journal/17444292","7545","4.229","Q1 (Agricultural and Biological Sciences; Applied Mathematics; Biochemistry, Genetics and Molecular Biology; Computational Theory and Mathematics; Immunology and Microbiology; Information Systems; Medicine)","185","No","1744-4292",""
"Molecular Therapy Advances","Medical Genetics","Elsevier (Cell Press)","For-profit associated with a society","Hybrid","American Society of Gene & Cell Therapy","Society/Association","USA","https://www.cell.com/molecular-therapy-family/methods","2966","1.749","Q1 (Genetics; Molecular Biology; Molecular Medicine)","77","No","2329-0501","2329-0501"
"Mutagenesis","Molecular and Cellular Genetics","Oxford University Press (OUP)","University Press associated with a society","Hybrid","UK Environmental Mutagen Society","Society/Association","UK","https://academic.oup.com/mutage","3066","1.146","Q1 (Health, Toxicology and Mutagenesis; Toxicology)","107","No","1464-3804","0267-8357"
"Mutation Research - Reviews in Mutation Research","Medical Genetics","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/mutation-research-reviews-in-mutation-research","3119","1.584","Q1 (Genetics; Health, Toxicology and Mutagenesis)","147","No","1388-2139","1383-5742"
"NAR Genomics & Bioinformatics","Generalist","Oxford University Press (OUP)","University Press","OA","","","UK","https://academic.oup.com/nargab","2554","1.518","Q1 (Applied Mathematics; Computer Science Applications; Genetics; Molecular Biology; Structural Biology)","38","No","2631-9268",""
"Nature Genetics","Generalist","Springer Nature","For-profit","Hybrid","","","Germany","https://www.nature.com/ng/","6145","15.377","Q1 (Genetics)","679","No","1546-1718","1061-4036"
"Nature Microbiology","Generalist","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://www.nature.com/nmicrobiol/","11721","7.44","Q1 (Applied Microbiology and Biotechnology; Cell Biology; Genetics; Immunology; Microbiology)","176","No","2058-5276",""
"Nature Reviews Genetics","Generalist","Springer Nature","For-profit","Subscription","","","Germany / UK","https://www.nature.com/nrg/","","20.403","Q1 (Genetics; Molecular Biology)","458","No","1471-0064","1471-0056"
"Nucleic Acids Research","Generalist","Oxford University Press (OUP)","University Press","OA","","","UK","https://academic.oup.com/nar/","4036","8.111","Q1 (Genetics)","714","No","1362-4962","0305-1048"
"Physiological Genomics","Genomics","American Physiological Society (APS)","Non-profit","Hybrid","American Physiological Society","Society/Association","USA","https://journals.physiology.org/journal/physiolgenomics","1548","0.882","Q2 (Genetics; Physiology)","132","No","1531-2267","1094-8341"
"Plant Gene","Plant Genetics","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/plant-gene","981","0.463","Q2 (Plant Science)","40","No","2352-4073",""
"Plant Genetic Resources","Plant Genetics","Cambridge University Press (CUP)","University Press","Hybrid","","","UK","https://www.cambridge.org/core/journals/plant-genetic-resources","2366","0.275","Q3 (Agronomy and Crop Science; Plant Science)","47","No","1479-263X","1479-2621"
"Plos Genetics","Generalist","Public Library of Science (PLoS)","Non-profit","OA","","","USA","https://journals.plos.org/plosgenetics/","3093","1.857","Q1 (Cancer Research; Ecology, Evolution, Behavior and Systematics; Genetics; Molecular Biology)","292","No","1553-7404","1553-7390"
"Psychiatric Genetics","Medical Genetics","Wolters Kluwer (Lippincott)","For-profit associated with a society","Hybrid","International Society of Psychiatric Genetics","Society/Association","Netherlands / USA","https://journals.lww.com/psychgenetics/pages/default.aspx","2092","0.401","Q3 (Genetics; Psychiatry and Mental Health)","67","No","1473-5873","0955-8829"
"Systematic Biology","Generalist","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/sysbio/","909","3.343","Q1 (Ecology, Evolution, Behavior and Systematics; Genetics)","215","No","1076-836X","1063-5157"
"The CRISPR Journal","Molecular and Cellular Genetics","Sage Publishing","For-profit","Hybrid","","","USA","https://journals.sagepub.com/home/tcja","3501","2.003","Q1 (Biotechnology; Genetics)","28","No","2573-1602","2573-1599"
"The Plant Genome","Plant Genetics","John Wiley & Sons","For-profit associated with a society","OA","Crop Science Society of America","Society/Association","USA","https://acsess.onlinelibrary.wiley.com/journal/19403372","2287","1.126","Q1 (Agronomy and Crop Science; Plant Science)","78","No","1940-3372","1940-3372"
"Trends in Genetics","Generalist","Elsevier (Cell Press)","For-profit","Hybrid","","","USA","https://www.cell.com/trends/genetics","7673","3.777","Q1 (Genetics)","261","No","1362-4555","0168-9525"
"Twin Research and Human Genetics","Human Genetics","Cambridge University Press (CUP)","University Press","Hybrid","","","UK","https://www.cambridge.org/core/journals/twin-research-and-human-genetics","1421","0.385","Q3 (Obstetrics and Gynecology; Pediatrics, Perinatology and Child Health)","99","No","1839-2628","1832-4274"
"Virus Genes","Genetics","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/11262","2554","0.541","Q2 (Medicine)","70","No","1572-994X","0920-8569"
"npj Genomic Medicine","Medical Genetics","Springer Nature","For-profit","OA","Center of Excellence in Genomic Medicine Research, King Abdulaziz University","","Germany / UK","https://www.nature.com/npjgenmed/","3290","2.273","Q1 (Genetics; Molecular Biology)","50","No","2056-7944",""
