Journal,Publisher,Business model,APC 2019 (€),APC 2020 (€),APC 2021 (€),APC 2022 (€),APC 2023 (€),APC (€)
Clinical and Translational Neuroscience,MDPI,OA,,,925,995,1028,1028
Clinics and Practice,MDPI,OA,,,925,995,1646,1646
Clocks & Sleep,MDPI,OA,898,934,1110,1194,1234,1234
Coasts,MDPI,OA,,,,995,1028,1028
Coatings,MDPI,OA,1437,1494,1665,1991,2263,2263
Colloids and Interfaces,MDPI,OA,898,934,1295,1493,1646,1646
Colorants,MDPI,OA,,,,995,1028,1028
Commodities,MDPI,OA,,,,995,1028,1028
Complications,MDPI,OA,,,,,1028,1028
Compounds,MDPI,OA,,,925,995,1028,1028
Computation,MDPI,OA,898,934,1295,1393,1646,1646
Computers,MDPI,OA,898,934,1295,1393,1646,1646
Condensed Matter,MDPI,OA,898,934,1295,1393,1440,1440
Conservation,MDPI,OA,,,925,995,1028,1028
Construction Materials,MDPI,OA,,,925,995,1028,1028
Corrosion and Materials Degradation,MDPI,OA,,934,925,995,1028,1028
Cosmetics,MDPI,OA,898,934,1295,1593,1646,1646
Crops,MDPI,OA,,,925,995,1028,1028
Cryptography,MDPI,OA,898,934,1295,1393,1646,1646
Crystals,MDPI,OA,1258,1494,1665,1991,2057,2057
Current Issues in Molecular Biology,MDPI,OA,,,1480,1792,2057,2057
Current Oncology,MDPI,OA,,,1480,1792,1852,1852
DNA,MDPI,OA,,,925,995,1028,1028
Dairy,MDPI,OA,,934,925,995,1028,1028
Data,MDPI,OA,898,934,1295,1393,1646,1646
Dentistry Journal,MDPI,OA,898,934,1295,1593,1646,1646
Dermato,MDPI,OA,,,925,995,1028,1028
Dermatopathology,MDPI,OA,,934,925,1194,1234,1234
Designs,MDPI,OA,898,934,1295,1393,1440,1440
Diabetology,MDPI,OA,,934,925,995,1028,1028
Diagnostics,MDPI,OA,898,1307,1480,1792,2057,2057
Dietetics,MDPI,OA,,,925,995,1028,1028
Digital,MDPI,OA,,,925,995,1028,1028
Disabilities,MDPI,OA,,,925,995,1028,1028
Diseases,MDPI,OA,898,934,1295,1393,1646,1646
Diversity,MDPI,OA,1078,1307,1665,1891,2057,2057
Drones,MDPI,OA,898,934,1295,1593,2057,2057
Drugs and Drug Candidates,MDPI,OA,,,,995,1028,1028
Dynamics,MDPI,OA,,,925,995,1028,1028
Earth,MDPI,OA,,934,925,995,1028,1028
Ecologies,MDPI,OA,,934,925,995,1028,1028
Econometrics,MDPI,OA,898,934,1295,1393,1440,1440
Economies,MDPI,OA,898,934,1295,1393,1440,1440
Education Sciences,MDPI,OA,898,934,1295,1393,1440,1440
Electricity,MDPI,OA,,934,925,995,1028,1028
Electrochem,MDPI,OA,,934,925,995,1028,1028
Electronic Materials,MDPI,OA,,934,925,995,1028,1028
Electronics,MDPI,OA,1258,1401,1665,1991,2057,2057
Encyclopedia,MDPI,OA,,,925,995,1028,1028
Endocrines,MDPI,OA,,934,925,995,1028,1028
Energies,MDPI,OA,1617,1681,1850,2190,2263,2263
Eng,MDPI,OA,,934,925,995,1028,1028
Entomology,MDPI,OA,,,,995,,995
Entropy,MDPI,OA,1437,1494,1665,1792,2057,2057
Environments,MDPI,OA,898,934,1295,1493,1543,1543
Epidemiologia,MDPI,OA,,934,925,995,1028,1028
Epigenomes,MDPI,OA,898,934,1295,1493,1543,1543
European Burn Journal,MDPI,OA,,,898,966,999,999
European Journal of Burn Care,MDPI,OA,898,934,,,,934
"European Journal of Investigation in Health, Psychology and Education",MDPI,OA,,934,925,1393,1440,1440
Fermentation,MDPI,OA,898,934,1480,1792,2057,2057
Fibers,MDPI,OA,898,934,1480,1593,1646,1646
FinTech,MDPI,OA,,,,995,1028,1028
Fire,MDPI,OA,898,934,1295,1593,1852,1852
Fishes,MDPI,OA,898,934,1295,1593,1852,1852
Fluids,MDPI,OA,898,934,1295,1593,1646,1646
Foods,MDPI,OA,1078,1494,1850,2190,2469,2469
Forecasting,MDPI,OA,898,934,925,1393,1440,1440
Forensic Sciences,MDPI,OA,,,925,995,1028,1028
Forests,MDPI,OA,1617,1681,1665,1991,2057,2057
Fossils,MDPI,OA,,,,,1028,1028
Foundations,MDPI,OA,,,925,995,1028,1028
Fractal and Fractional,MDPI,OA,898,934,1480,1792,1852,1852
Fuels,MDPI,OA,,934,925,995,1028,1028
Future,MDPI,OA,,,,995,1028,1028
Future Internet,MDPI,OA,898,934,1295,1393,1646,1646
Future Pharmacology,MDPI,OA,,,925,995,1028,1028
Future Transportation,MDPI,OA,,,925,995,1028,1028
Galaxies,MDPI,OA,898,934,1295,1393,1440,1440
Games,MDPI,OA,898,934,1295,1393,1646,1646
Gases,MDPI,OA,,,925,995,1028,1028
Gastroenterology Insights,MDPI,OA,,934,925,995,1646,1646
Gastrointestinal Disorders,MDPI,OA,898,934,1110,1194,1234,1234
Gastronomy,MDPI,OA,,,,,1028,1028
Gels,MDPI,OA,898,934,1295,1593,1852,1852
Genealogy,MDPI,OA,898,934,925,1194,1234,1234
Genes,MDPI,OA,1617,1681,1850,2389,2469,2469
GeoHazards,MDPI,OA,,934,925,995,1028,1028
Geographies,MDPI,OA,,,925,995,1028,1028
Geomatics,MDPI,OA,,,925,995,1028,1028
Geosciences,MDPI,OA,898,1120,1387,1493,1543,1543
Geotechnics,MDPI,OA,,,925,995,1028,1028
Geriatrics,MDPI,OA,898,934,1295,1393,1646,1646
"Gout, Urate, and Crystal Deposition Disease",MDPI,OA,,,,,1028,1028
Grasses,MDPI,OA,,,,,1028,1028
Hardware,MDPI,OA,,,,,1028,1028
Healthcare,MDPI,OA,898,1307,1480,1792,2057,2057
Hearts,MDPI,OA,,934,925,995,1028,1028
Hemato,MDPI,OA,,934,925,995,1028,1028
Hematology Reports,MDPI,OA,,,,995,1646,1646
Heritage,MDPI,OA,898,934,1110,1393,1440,1440
Histories,MDPI,OA,,934,925,995,1028,1028
Horticulturae,MDPI,OA,898,934,1295,1593,1852,1852
Hospitals,MDPI,OA,,,,,1028,1028
Humanities,MDPI,OA,898,934,1295,1393,1440,1440
Humans,MDPI,OA,,,925,995,1028,1028
Hydrobiology,MDPI,OA,,,925,995,1028,1028
Hydrogen,MDPI,OA,,,925,995,1028,1028
Hydrology,MDPI,OA,898,934,1480,1593,1646,1646
Hygiene,MDPI,OA,,,925,995,1028,1028
ISPRS International Journal of Geo-Information,MDPI,OA,898,934,1295,1393,1749,1749
Immuno,MDPI,OA,,,925,995,1028,1028
Infectious Disease Reports,MDPI,OA,,,925,995,1440,1440
Informatics,MDPI,OA,898,934,1295,1593,1646,1646
Information,MDPI,OA,898,934,1295,1393,1646,1646
Infrastructures,MDPI,OA,898,934,1295,1593,1646,1646
Inorganics,MDPI,OA,898,934,1295,1593,2057,2057
Insects,MDPI,OA,1078,1307,1480,1792,2057,2057
Instruments,MDPI,OA,898,934,1295,1393,1440,1440
International Journal of Environmental Research and Public Health,MDPI,OA,1617,2148,2127,2489,2572,2572
International Journal of Financial Studies,MDPI,OA,898,934,1295,1393,1440,1440
International Journal of Molecular Sciences,MDPI,OA,1617,1868,1850,2290,2572,2572
International Journal of Neonatal Screening,MDPI,OA,449,467,925,995,1028,1028
International Journal of Plant Biology,MDPI,OA,,,,995,1028,1028
International Journal of Translational Medicine,MDPI,OA,,,925,995,1028,1028
"International Journal of Turbomachinery, Propulsion and Power",MDPI,OA,269,280,786,846,1028,1028
International Medical Education,MDPI,OA,,,,995,1028,1028
Inventions,MDPI,OA,898,934,1295,1493,1543,1543
IoT,MDPI,OA,,934,925,995,1234,1234
J,MDPI,OA,,934,1110,1194,1234,1234
Journal of Ageing and Longevity,MDPI,OA,,,925,995,1028,1028
Journal of Cardiovascular Development and Disease,MDPI,OA,898,934,1480,1792,2057,2057
Journal of Clinical & Translational Ophthalmology,MDPI,OA,,,,,1028,1028
Journal of Clinical Medicine,MDPI,OA,1617,2055,2035,2389,2675,2675
Journal of Composites Science,MDPI,OA,898,934,1295,1593,1646,1646
Journal of Cybersecurity and Privacy,MDPI,OA,,,925,995,1028,1028
Journal of Developmental Biology,MDPI,OA,898,934,1480,1593,1646,1646
Journal of Experimental and Theoretical Analyses,MDPI,OA,,,,,1028,1028
Journal of Functional Biomaterials,MDPI,OA,898,934,1480,1792,2057,2057
Journal of Functional Morphology and Kinesiology,MDPI,OA,898,934,1295,1593,1646,1646
Journal of Fungi,MDPI,OA,898,1307,1665,1991,2263,2263
Journal of Imaging,MDPI,OA,898,934,1480,1593,1646,1646
Journal of Intelligence,MDPI,OA,898,934,1110,1393,1440,1440
Journal of Low Power Electronics and Applications,MDPI,OA,898,934,1295,1593,1646,1646
Journal of Manufacturing and Materials Processing,MDPI,OA,898,934,1295,1593,1646,1646
Journal of Marine Science and Engineering,MDPI,OA,1078,1307,1665,1991,2263,2263
Journal of Molecular Pathology,MDPI,OA,,934,925,995,1028,1028
Journal of Nanotheranostics,MDPI,OA,,934,925,995,1028,1028
Journal of Nuclear Engineering,MDPI,OA,,934,925,995,1028,1028
"Journal of Open Innovation: Technology, Market, and Complexity",MDPI,OA,718,747,740,796,,796
"Journal of Otorhinolaryngology, Hearing and Balance Medicine",MDPI,OA,,934,925,995,1028,1028
Journal of Personalized Medicine,MDPI,OA,898,1307,1665,1991,2057,2057
Journal of Respiration,MDPI,OA,,934,925,995,1028,1028
Journal of Risk and Financial Management,MDPI,OA,898,934,1110,1194,1440,1440
Journal of Sensor and Actuator Networks,MDPI,OA,898,934,1480,1593,1646,1646
Journal of Theoretical and Applied Electronic Commerce Research,MDPI,OA,,934,925,995,1028,1028
Journal of Vascular Diseases,MDPI,OA,,,,995,1028,1028
Journal of Xenobiotics,MDPI,OA,,934,925,995,1028,1028
Journal of Zoological and Botanical Gardens,MDPI,OA,,934,925,995,1028,1028
Journalism and Media,MDPI,OA,,934,925,995,1028,1028
Kidney and Dialysis,MDPI,OA,,,925,995,1028,1028
Kinases and Phosphatases,MDPI,OA,,,,,1028,1028
Knowledge,MDPI,OA,,,925,995,1028,1028
Land,MDPI,OA,898,1307,1665,1991,2263,2263
Languages,MDPI,OA,898,934,1110,1393,1440,1440
Laws,MDPI,OA,898,934,925,1194,1234,1234
Life,MDPI,OA,898,1307,1480,1792,1852,1852
Limnological Review,MDPI,OA,,,,,1028,1028
Liquids,MDPI,OA,,,925,995,1028,1028
Literature,MDPI,OA,,,925,995,1028,1028
Livers,MDPI,OA,,,925,995,1028,1028
Logics,MDPI,OA,,,,995,1028,1028
Logistics,MDPI,OA,898,934,925,1194,1234,1234
Lubricants,MDPI,OA,898,934,1480,1792,1852,1852
Lymphatics,MDPI,OA,,,,,1028,1028
Machine Learning and Knowledge Extraction,MDPI,OA,898,934,1110,1393,1440,1440
Machines,MDPI,OA,898,934,1480,1792,2057,2057
Macromol,MDPI,OA,,934,925,995,1028,1028
Magnetism,MDPI,OA,,,925,995,1028,1028
Magnetochemistry,MDPI,OA,898,1307,1480,1792,1852,1852
Marine Drugs,MDPI,OA,1797,1868,2220,2389,2572,2572
Materials,MDPI,OA,1617,1868,1850,2290,2366,2366
Mathematical and Computational Applications,MDPI,OA,898,934,1295,1393,1440,1440
Mathematics,MDPI,OA,1078,1120,1480,1792,2160,2160
Medical Sciences,MDPI,OA,898,934,1295,1393,1440,1440
Medicina,MDPI,OA,1347,1401,1387,1792,1852,1852
Medicines,MDPI,OA,898,934,1295,1393,1440,1440
Membranes,MDPI,OA,898,1307,1665,2190,2263,2263
Merits,MDPI,OA,,,925,995,1028,1028
Metabolites,MDPI,OA,1258,1494,1665,1991,2263,2263
Metals,MDPI,OA,1347,1494,1665,1991,2057,2057
Meteorology,MDPI,OA,,,925,995,1028,1028
Methane,MDPI,OA,,,925,995,1028,1028
Methods and Protocols,MDPI,OA,898,934,1295,1593,1646,1646
Metrology,MDPI,OA,,,925,995,1028,1028
Micro,MDPI,OA,,,925,995,1028,1028
Microbiology Research,MDPI,OA,,,925,1393,1440,1440
Micromachines,MDPI,OA,1258,1494,1665,1991,2057,2057
Microorganisms,MDPI,OA,1078,1494,1850,2190,2263,2263
Microplastics,MDPI,OA,,,925,995,1028,1028
Minerals,MDPI,OA,1258,1494,1665,1991,2057,2057
Mining,MDPI,OA,,,925,995,1028,1028
Modelling,MDPI,OA,,934,925,995,1028,1028
Molbank,MDPI,OA,314,326,462,497,514,514
Molecules,MDPI,OA,1617,1868,1850,2290,2366,2366
Multimodal Technologies and Interaction,MDPI,OA,898,934,1295,1593,1646,1646
Muscles,MDPI,OA,,,,995,1028,1028
NDT,MDPI,OA,,,,,1028,1028
Nanoenergy Advances,MDPI,OA,,,925,995,1028,1028
Nanomanufacturing,MDPI,OA,,,925,995,1028,1028
Nanomaterials,MDPI,OA,1437,1868,2035,2389,2675,2675
Network,MDPI,OA,,,925,995,1028,1028
NeuroSci,MDPI,OA,,934,925,995,1028,1028
Neuroglia,MDPI,OA,,934,925,995,1028,1028
Neurology International,MDPI,OA,,,925,1194,1646,1646
Nitrogen,MDPI,OA,,934,925,995,1028,1028
Non-Coding RNA,MDPI,OA,898,934,1480,1593,1646,1646
Nursing Reports,MDPI,OA,,934,925,1095,1440,1440
Nutraceuticals,MDPI,OA,,,,995,1028,1028
Nutrients,MDPI,OA,1797,1868,2220,2588,2675,2675
Obesities,MDPI,OA,,,925,995,1028,1028
Oceans,MDPI,OA,898,934,925,995,1028,1028
Onco,MDPI,OA,,,925,995,1028,1028
Optics,MDPI,OA,898,934,925,995,1234,1234
Oral,MDPI,OA,,934,925,995,1028,1028
Organics,MDPI,OA,,,925,995,1028,1028
Organoids,MDPI,OA,,,,995,1028,1028
Osteology,MDPI,OA,,934,925,995,1028,1028
Oxygen,MDPI,OA,,,925,995,1028,1028
Parasitologia,MDPI,OA,,,925,995,1028,1028
Particles,MDPI,OA,898,934,1110,1393,1440,1440
Pathogens,MDPI,OA,1168,1401,1665,2190,2263,2263
Pathophysiology,MDPI,OA,,934,925,995,1440,1440
Pediatric Reports,MDPI,OA,,,925,1194,1440,1440
Pharmaceuticals,MDPI,OA,898,1307,1665,1991,2263,2263
Pharmaceutics,MDPI,OA,1437,1681,2035,2389,2675,2675
Pharmacoepidemiology,MDPI,OA,,,,995,1028,1028
Pharmacy,MDPI,OA,898,934,1295,1393,1646,1646
Philosophies,MDPI,OA,898,934,925,1194,1234,1234
Photochem,MDPI,OA,,,925,995,1028,1028
Photonics,MDPI,OA,898,1307,1480,1792,1852,1852
Phycology,MDPI,OA,,,925,995,1028,1028
Physchem,MDPI,OA,,,925,995,1028,1028
Physics,MDPI,OA,898,934,1110,1393,1440,1440
Physiologia,MDPI,OA,,,925,995,1028,1028
Plants,MDPI,OA,1078,1494,1665,2190,2469,2469
Plasma,MDPI,OA,898,934,1110,1194,1234,1234
Platforms,MDPI,OA,,,,,1028,1028
Pollutants,MDPI,OA,,,925,995,1028,1028
Polymers,MDPI,OA,1347,1681,2035,2389,2469,2469
Polysaccharides,MDPI,OA,,934,925,995,1028,1028
Poultry,MDPI,OA,,,,995,1028,1028
Powders,MDPI,OA,,,,995,1028,1028
Processes,MDPI,OA,1078,1401,1850,1991,2057,2057
Prosthesis,MDPI,OA,898,934,1110,1393,1440,1440
Proteomes,MDPI,OA,898,934,1480,1593,1646,1646
Psych,MDPI,OA,898,934,1110,1194,1234,1234
Psychiatry International,MDPI,OA,,934,925,995,1028,1028
Psychoactives,MDPI,OA,,,,995,1028,1028
Publications,MDPI,OA,898,934,1295,1393,1440,1440
Quantum Beam Science,MDPI,OA,898,934,1295,1593,1646,1646
Quantum Reports,MDPI,OA,898,934,1110,1194,1440,1440
Quaternary,MDPI,OA,898,934,1295,1593,1646,1646
Radiation,MDPI,OA,,,925,995,1028,1028
Reactions,MDPI,OA,,934,925,995,1028,1028
Receptors,MDPI,OA,,,,995,1028,1028
Recycling,MDPI,OA,898,934,1295,1393,1646,1646
Religions,MDPI,OA,898,934,1110,1194,1440,1440
Remote Sensing,MDPI,OA,1617,2055,2220,2489,2572,2572
Reports,MDPI,OA,,934,1110,1393,1440,1440
Reproductive Medicine,MDPI,OA,,934,925,995,1028,1028
Resources,MDPI,OA,898,934,1480,1593,1646,1646
Rheumato,MDPI,OA,,,,995,1028,1028
Risks,MDPI,OA,898,934,1295,1393,1440,1440
Robotics,MDPI,OA,898,934,1295,1593,1646,1646
Ruminants,MDPI,OA,,,925,995,1028,1028
Safety,MDPI,OA,898,934,1480,1593,1646,1646
Sci,MDPI,OA,898,934,1110,1194,1234,1234
Scientia Pharmaceutica,MDPI,OA,763,794,925,995,1028,1028
Sclerosis,MDPI,OA,,,,,1028,1028
Seeds,MDPI,OA,,,,995,1028,1028
Sensors,MDPI,OA,1617,1868,2035,2389,2469,2469
Separations,MDPI,OA,898,1307,1665,1991,2057,2057
Sexes,MDPI,OA,,934,925,995,1028,1028
Signals,MDPI,OA,,934,925,995,1028,1028
Sinusitis,MDPI,OA,,934,925,995,1028,1028
Smart Cities,MDPI,OA,898,934,1110,1194,1440,1440
Social Sciences,MDPI,OA,898,934,1110,1393,1440,1440
Societies,MDPI,OA,898,934,1110,1393,1440,1440
Software,MDPI,OA,,,,995,1028,1028
Soil Systems,MDPI,OA,898,934,1295,1493,1543,1543
Solar,MDPI,OA,,,925,995,1028,1028
Solids,MDPI,OA,,,925,995,1028,1028
Spectroscopy Journal,MDPI,OA,,,,,1028,1028
Sports,MDPI,OA,898,934,1295,1393,1646,1646
Standards,MDPI,OA,,,925,995,1028,1028
Stats,MDPI,OA,898,934,1110,1194,1440,1440
Stresses,MDPI,OA,,,925,995,1028,1028
Surfaces,MDPI,OA,898,934,1110,1393,1440,1440
Surgeries,MDPI,OA,,934,925,995,1028,1028
Surgical Techniques Development,MDPI,OA,,,,995,1440,1440
Sustainability,MDPI,OA,1527,1681,1757,1991,2263,2263
Sustainable Chemistry,MDPI,OA,,934,925,995,1028,1028
Symmetry,MDPI,OA,1258,1307,1665,1792,2057,2057
SynBio,MDPI,OA,,,,995,1028,1028
Systems,MDPI,OA,898,934,1295,1593,1646,1646
Targets,MDPI,OA,,,,,1028,1028
Taxonomy,MDPI,OA,,,925,995,1028,1028
Technologies,MDPI,OA,898,934,1295,1393,1440,1440
Telecom,MDPI,OA,,934,925,995,1028,1028
Textiles,MDPI,OA,,,925,995,1028,1028
Thalassemia Reports,MDPI,OA,,,,995,1028,1028
Thermo,MDPI,OA,,,925,995,1028,1028
Tomography,MDPI,OA,,,1480,1792,1852,1852
Tourism and Hospitality,MDPI,OA,,934,925,995,1234,1234
Toxics,MDPI,OA,898,1307,1480,1792,2057,2057
Toxins,MDPI,OA,1617,1868,2220,2389,2469,2469
Transplantology,MDPI,OA,,934,925,995,1028,1028
Trauma Care,MDPI,OA,,,925,995,1028,1028
Trends in Higher Education,MDPI,OA,,,,,1028,1028
Tropical Medicine and Infectious Disease,MDPI,OA,898,934,1480,1593,2057,2057
Universe,MDPI,OA,1078,1120,1665,1792,1852,1852
Urban Science,MDPI,OA,898,934,925,1194,1234,1234
Uro,MDPI,OA,,,925,995,1028,1028
Vaccines,MDPI,OA,1258,1681,1850,2190,2263,2263
Vehicles,MDPI,OA,898,934,1110,1393,1440,1440
Venereology,MDPI,OA,,,,995,1028,1028
Veterinary Sciences,MDPI,OA,898,934,1480,1692,1955,1955
Vibration,MDPI,OA,898,934,1110,1393,1440,1440
Virtual Worlds,MDPI,OA,,,,995,1028,1028
Viruses,MDPI,OA,1617,1868,2035,2389,2675,2675
Vision,MDPI,OA,898,934,1480,1593,1646,1646
Waste,MDPI,OA,,,,,1028,1028
Water,MDPI,OA,1437,1681,1850,2190,2263,2263
Wind,MDPI,OA,,,,995,1028,1028
Women,MDPI,OA,,934,925,995,1028,1028
World,MDPI,OA,,934,925,995,1028,1028
World Electric Vehicle Journal,MDPI,OA,269,280,925,995,1028,1028
Youth,MDPI,OA,,,925,995,1028,1028
Zoonoses,MDPI,OA,,,925,,,925
Zoonotic Diseases,MDPI,OA,,,,995,1028,1028
