Journal's MAIN field,Field,Journal,Website,Publisher type,Publisher,Institution,Institution type,Country,Business model,APC Euros,Alternative journal name,Present in Scimago,Present in DOAJ,Present in openAPC,Scimago Rank,Scimago Quartile,H index,PCI partner,e-ISSN,p-ISSN,ISSN-L
Physiology,Physiology,American Journal of Physiology - Endocrinology and Metabolism,https://journals.physiology.org/journal/ajpendo,Non-profit,American Physiological Society (APS),American Physiological Society,Society/Association,USA,Hybrid,823,AJP: Endocrinology and Metabolism,Yes,No,With alternative journal name,1.505,"Q1 (Endocrinology, Diabetes and Metabolism; Physiology)",237,No,1522-1555,0193-1849,0193-1849
Physiology,Physiology,American Journal of Physiology - Gastrointestinal and Liver Physiology,https://journals.physiology.org/journal/ajpgi,Non-profit,American Physiological Society (APS),American Physiological Society,Society/Association,USA,Hybrid,3694,,Yes,No,Yes,1.154,Q1 (Gastroenterology; Physiology),203,No,1522-1547,0193-1857,0193-1857
Physiology,Physiology,American Journal of Physiology - Heart and Circulatory Physiology,https://journals.physiology.org/journal/ajpheart,Non-profit,American Physiological Society (APS),American Physiological Society,Society/Association,USA,Hybrid,3064,,Yes,No,Yes,1.383,Q1 (Cardiology and Cardiovascular Medicine; Physiology),235,No,1522-1539,0363-6135,0363-6135
Physiology,Physiology,American Journal of Physiology - Lung Cellular and Molecular Physiology,https://journals.physiology.org/journal/ajplung,Non-profit,American Physiological Society (APS),American Physiological Society,Society/Association,USA,Hybrid,1549,,Yes,No,Yes,1.407,Q1 (Physiology; Pulmonary and Respiratory Medicine),190,No,1522-1504,1040-0605,1040-0605
Physiology,Physiology,"American Journal of Physiology - Regulatory, Integrative and Comparative Physiology",https://journals.physiology.org/journal/ajpregu,Non-profit,American Physiological Society (APS),American Physiological Society,Society/Association,USA,Hybrid,3189,,Yes,No,Yes,0.902,Q2 (Physiology),206,No,1522-1490,0363-6119,0363-6119
Physiology,Physiology,American Journal of Physiology - Renal Physiology,https://journals.physiology.org/journal/ajprenal,Non-profit,American Physiological Society (APS),American Physiological Society,Society/Association,USA,,,,No,No,No,,,,No,,,
Physiology,Anatomy,Anatomical Science International,https://link.springer.com/journal/12565,For-profit Society-run,Springer Nature,Japanese Association of Anatomists,Society/Association,Germany / UK,Hybrid,2662,,Yes,No,No,0.469,Q2 (Anatomy),49,No,1447-073X,1447-6959,1447-073X
Physiology,Anatomy,Anatomical Sciences Education,https://anatomypubs.onlinelibrary.wiley.com/journal/19359780?journalRedirectCheck=true,For-profit Society-run,John Wiley & Sons,American Association for Anatomy,Society/Association,USA,Hybrid,2718,,Yes,No,No,1.1,Q1 (Anatomy; Embryology; Histology; Medicine),83,No,1935-9780,1935-9772,1935-9772
Physiology,Endocrinology,Andrologia,https://onlinelibrary.wiley.com/journal/and,For-profit,John Wiley & Sons,,,USA,Hybrid,2500,,Yes,No,Yes,0.609,Q2 (Medicine; Urology),84,No,1439-0272,0303-4569,0303-4569
Physiology,Endocrinology,Andrology,https://onlinelibrary.wiley.com/journal/20472927,For-profit Society-run,John Wiley & Sons,American Society of Andrology; European Academy of Andrology,Society/Association,USA,Hybrid,3147,,Yes,No,Yes,1.15,Q1 (Reproductive Medicine; Urology),85,No,2047-2927,2047-2919,2047-2919
Physiology,Endocrinology,Annales d'Endocrinologie,https://www.sciencedirect.com/journal/annales-dendocrinologie,For-profit Society-run,Elsevier,French Society of Endocrinology (SFE),Society/Association,Netherlands,Hybrid,1834,,Yes,No,No,0.842,"Q2 (Endocrinology; Endocrinology, Diabetes and Metabolism; Medicine)",53,No,2213-3941,0003-4266,0003-4266
Physiology,Anatomy,Annals of Anatomy,https://www.sciencedirect.com/journal/annals-of-anatomy-anatomischer-anzeiger,For-profit Society-run,Elsevier,Anatomische Gesellschaft,Society/Association,Netherlands,Hybrid,2548,,Yes,No,No,0.529,Q2 (Anatomy; Medicine),71,No,1618-0402,0940-9602,0940-9602
Physiology,Nutrition,Annals of Nutrition and Metabolism,https://karger.com/ANM,For-profit,Karger Publishers,,,Switzerland,Hybrid,2408,,Yes,No,No,0.527,Q2 (Medicine),111,No,1421-9697,0250-6807,0250-6807
Physiology,Nutrition,Annual Review of Nutrition,https://www.annualreviews.org/content/journals/nutr,Non-profit,Annual Reviews,Annual Reviews,Non-profit,USA,,,,Yes,No,No,5.05,Q1 (Medicine; Nutrition and Dietetics),190,No,1545-4312,0199-9885,0199-9885
Physiology,Physiology,Annual Review of Physiology,https://www.annualreviews.org/content/journals/physiol,Non-profit,Annual Reviews,Annual Reviews,Non-profit,USA,,,,Yes,No,No,7.966,Q1 (Physiology),252,No,1545-1585,0066-4278,0066-4278
Physiology,Nutrition,Appetite,https://www.sciencedirect.com/journal/appetite,For-profit,Elsevier,,,Netherlands,Hybrid,3614,,Yes,No,Yes,1.057,Q1 (Nutrition and Dietetics; Psychology),205,No,1095-8304,0195-6663,0195-6663
Physiology,Physiology,"Applied Physiology, Nutrition, and Metabolism",https://cdnsciencepub.com/journal/apnm,Non-profit,Canadian Science Publishing,,,Canada,Hybrid,1308,,Yes,No,No,0.756,"Q2 (Endocrinology, Diabetes and Metabolism; Medicine; Nutrition and Dietetics; Physiology)",119,No,1715-5320,1715-5312,1715-5312
Physiology,Endocrinology,Archives of Endocrinology and Metabolism,https://www.aem-sbem.com/,Non-profit,Brazilian Society of Endocrinology and Metabolism,,Society/Association,Brazil,OA diamond,0,,Yes,Yes,No,0.701,"Q3 (Endocrinology, Diabetes and Metabolism)",66,No,2359-4292,2359-3997,2359-3997
Physiology,Physiology,Archives of Physiology and Biochemistry,https://www.tandfonline.com/journals/iarp20,For-profit,Taylor & Francis Group,,,UK,,,,Yes,No,No,0.764,Q2 (Medicine; Physiology),64,No,1744-4160,1381-3455,1381-3455
Physiology,Endocrinology,Asian Journal of Andrology,https://www.asiaandro.com/,University Press,"Shanghai Materia Medica, Chinese Academy of Sciences; Shanghai Jiao Tong University","Shanghai Institute of Materia Medica, Chinese Academy of Sciences and Shanghai Jiao Tong University",University/Government,China,OA,1468,,Yes,Yes,No,0.856,Q1 (Urology),100,No,1745-7262,1008-682X,1008-682X
Physiology,Aging,Australasian Journal on Ageing,https://onlinelibrary.wiley.com/journal/17416612,For-profit,John Wiley & Sons,,,USA,Hybrid,2606,,Yes,No,No,0.641,Q1 (Community and Home Care),53,No,1741-6612,1440-6381,1440-6381
Physiology,Aging,Biogerontology,https://link.springer.com/journal/10522,For-profit,Springer Nature,,,Germany / UK,Hybrid,4119,,Yes,No,Yes,1.206,Q1 (Geriatrics and Gerontology; Gerontology),100,No,1573-6768,1389-5729,1389-5729
Physiology,Endocrinology,BMC Endocrine Disorders,https://bmcendocrdisord.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),,,UK,OA,2351,,Yes,Yes,Yes,1.024,Q1 (Medicine),67,No,1472-6823,,1472-6823
Physiology,Sport Science,"BMC sports science, medicine and rehabilitation",https://bmcsportsscimedrehabil.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),,,UK,OA,2059,,Yes,Yes,Yes,0.999,"Q1 (Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation; Rehabilitation)",44,No,2052-1847,,2052-1847
Physiology,Physiology,BMJ Open respiratory research,https://bmjopenrespres.bmj.com/,Non-profit,BMJ Group,British Thoracic Society,Society/Association,UK,OA,2556,,Yes,Yes,Yes,1.235,Q1 (Pulmonary and Respiratory Medicine),51,No,2052-4439,,2052-4439
Physiology,Sport Science,BMJ Open Sport and Exercise Medicine,https://bmjopensem.bmj.com/,Non-profit,BMJ Group,British Association of Sport & Exercise Medicine,Society/Association,UK,OA,2461,,Yes,Yes,Yes,1.025,"Q1 (Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation)",58,No,2055-7647,,2055-7647
Physiology,Physiology,Breathe,https://publications.ersnet.org/content/breathe,Non-profit,European Respiratory Society (ERS),European Respiratory Society (ERS),Society/Association,UK,OA,,,Yes,No,No,1.127,Q1 (Pulmonary and Respiratory Medicine),48,No,2073-4735,1810-6838,1810-6838
Physiology,Nutrition,British Journal of Nutrition,https://www.cambridge.org/core/journals/british-journal-of-nutrition,University Press,Cambridge University Press (CUP),,,UK,Hybrid,2797,,Yes,No,Yes,0.912,Q1 (Medicine),238,No,1475-2662,0007-1145,0007-1145
Physiology,Sport Science,British Journal of Sports Medicine,https://bjsm.bmj.com/,Non-profit,BMJ Group,,,UK,Hybrid,4740,,Yes,No,Yes,4.847,"Q1 (Medicine; Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation; Sports Science)",256,No,1473-0480,0306-3674,0306-3674
Physiology,Nutrition,Cahiers de Nutrition et de Diététique,https://www.sciencedirect.com/journal/cahiers-de-nutrition-et-de-dietetique,For-profit Society-run,Elsevier,Société Française de Nutrition,Society/Association,Netherlands,Hybrid,1125,,Yes,No,No,0.141,Q4 (Medicine; Nutrition and Dietetics),16,No,,0007-9960,0007-9960
Physiology,Physiology,Canadian Journal of Physiology and Pharmacology,https://cdnsciencepub.com/journal/cjpp,Non-profit,Canadian Science Publishing,,,Canada,,,,Yes,No,No,0.468,Q3 (Medicine; Pharmacology; Physiology),101,No,1205-7541,0008-4212,0008-4212
Physiology,Anatomy,Clinical Anatomy,https://onlinelibrary.wiley.com/journal/10982353,For-profit Society-run,John Wiley & Sons,American Association of Clinical Anatomists; British Association of Clinical Anatomists,Society/Association,USA,Hybrid,3060,,Yes,No,No,0.747,Q1 (Anatomy),99,No,1098-2353,0897-3806,0897-3806
Physiology,Aging,Clinical Gerontologist,https://www.tandfonline.com/journals/wcli20,For-profit,Taylor & Francis Group,,,UK,,,,Yes,No,No,1.016,Q1 (Clinical Psychology; Gerontology; Health; Social Psychology),49,No,1545-2301,0731-7115,0731-7115
Physiology,Sport Science,Clinical Journal of Sport Medicine,https://journals.lww.com/cjsportsmed/pages/currenttoc.aspx,For-profit,Wolters Kluwer (Lippincott),,,Netherlands / USA,,,,Yes,No,No,0.697,"Q2 (Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation)",125,No,1536-3724,1050-642X,1050-642X
Physiology,Physiology,Clinical Physiology and Functional Imaging,https://onlinelibrary.wiley.com/journal/1475097X,For-profit Society-run,John Wiley & Sons,Scandinavian Society of Clinical Physiology and Nuclear Medicine,Society/Association,USA,Hybrid,3685,,Yes,No,Yes,0.456,Q3 (Medicine; Physiology),81,No,1475-097X,1475-0961,1475-0961
Physiology,Sport Science,Communications in Kinesiology (CiK),https://storkjournals.org/index.php/cik,Non-profit,"Society for Transparency, Openness, and Replication in Kinesiology (STORK)","Society for Transparency, Openness, and Replication in Kinesiology (STORK)",Non-profit,Canada,OA,,,No,Yes,No,,,,No,2767-0732,,
Physiology,Physiology,Comprehensive Physiology,https://onlinelibrary.wiley.com/journal/20404603,For-profit Society-run,John Wiley & Sons,American Physiological Society (APS),Society/Association,USA,,,,Yes,No,No,2.061,Q1 (Medicine; Physiology),140,No,2040-4603,,2040-4603
Physiology,Physiology,CPT: Pharmacometrics and Systems pharmacology,https://ascpt.onlinelibrary.wiley.com/journal/21638306,For-profit Society-run,John Wiley & Sons,American Society for Clinical Pharmacology and Therapeutics (ASCPT),Society/Association,USA,OA,3707,,Yes,Yes,Yes,0.948,Q1 (Cardiology and Cardiovascular Medicine; Modeling and Simulation; Pharmacology),66,No,2163-8306,2163-8306,2163-8306
Physiology,Physiology,Cryobiology,https://www.sciencedirect.com/journal/cryobiology,For-profit Society-run,Elsevier,Society for Cryobiology,Society/Association,Netherlands,Hybrid,1867,,Yes,No,No,0.515,"Q2 (Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology)",101,No,1090-2392,0011-2240,0011-2240
Physiology,Endocrinology,Current Opinion in Endocrinology Diabetes and Obesity,https://journals.lww.com/co-endocrinology/pages/default.aspx,For-profit,Wolters Kluwer (Lippincott),,,Netherlands / USA,Hybrid,3390,,Yes,No,No,0.984,Q1 (Medicine),93,No,1752-2978,1752-296X,1752-296X
Physiology,Physiology,Current Opinion in Gastroenterology,https://journals.lww.com/co-gastroenterology/Pages/currenttoc.aspx,For-profit,Wolters Kluwer (Lippincott),,,Netherlands / USA,,,,Yes,No,No,0.941,Q2 (Gastroenterology),100,No,1531-7056,0267-1379,0267-1379
Physiology,Physiology,Digestion,https://karger.com/dig,For-profit,Karger Publishers,,,Switzerland,,,,Yes,No,No,0.944,Q2 (Gastroenterology),96,No,1421-9867,0012-2823,0012-2823
Physiology,Endocrinology,Endocrine,https://link.springer.com/journal/12020,For-profit,Springer Nature,,,Germany / UK,Hybrid,3138,,Yes,No,No,0.983,"Q2 (Endocrinology; Endocrinology, Diabetes and Metabolism)",111,No,1559-0100,1355-008X,1355-008X
Physiology,Endocrinology,Endocrine Connections,https://ec.bioscientifica.com/,Non-profit,Bioscientifica Ltd,Society for Endocrinology,Society/Association,UK,OA,2541,,Yes,Yes,Yes,1.053,"Q2 (Endocrinology; Endocrinology, Diabetes and Metabolism; Internal Medicine)",57,No,2049-3614,,2049-3614
Physiology,Endocrinology,Endocrine Journal,https://endocrine-j.jp/,Non-profit,The Japan Endocrine Society,The Japan Endocrine Society,Society/Association,Japan,OA,,,Yes,Yes,No,0.77,"Q2 (Endocrinology, Diabetes and Metabolism)",91,No,1348-4540,0918-8959,0918-8959
Physiology,Endocrinology,Endocrine Pathology,https://link.springer.com/journal/12022,For-profit Society-run,Springer Nature,Endocrine Pathology Society,Society/Association,Germany / UK,Hybrid,3138,,Yes,No,No,3.715,"Q1 (Endocrinology; Endocrinology, Diabetes and Metabolism; Medicine; Pathology and Forensic Medicine)",65,No,1559-0097,1046-3976,1046-3976
Physiology,Endocrinology,Endocrine Related Cancer,https://erc.bioscientifica.com/,Non-profit,Bioscientifica Ltd,Society for Endocrinology,Society/Association,UK,Hybrid,2090,,Yes,No,Yes,1.544,"Q1 (Endocrinology; Endocrinology, Diabetes and Metabolism; Oncology)",154,No,1479-6821,1351-0088,1351-0088
Physiology,Endocrinology,Endocrine Research,https://www.tandfonline.com/journals/ierc20,For-profit,Taylor & Francis Group,,,UK,,,,Yes,No,No,0.572,Q2 (Medicine),49,No,1532-4206,0743-5800,0743-5800
Physiology,Endocrinology,Endocrine Reviews,https://academic.oup.com/edrv/?login=false,University Press,Oxford University Press (OUP),,,UK,Hybrid,3113,,Yes,No,No,9.991,"Q1 (Endocrinology; Endocrinology, Diabetes and Metabolism)",326,No,1945-7189,0163-769X,0163-769X
Physiology,Endocrinology,Endocrinology,https://academic.oup.com/endo?login=false,University Press,Oxford University Press (OUP),,,UK,Hybrid,2981,,Yes,No,Yes,1.302,Q2 (Endocrinology),296,No,1945-7170,0013-7227,0013-7227
Physiology,Endocrinology,Endocrinology and Metabolism,https://journals.physiology.org/ajpendo/collections,Non-profit,American Physiological Society (APS),American Physiological Society,Society/Association,USA,OA diamond,0,,Yes,Yes,No,1.511,"Q1 (Endocrinology; Endocrinology, Diabetes and Metabolism)",59,No,2093-5978,2093-596X,2093-596X
Physiology,Endocrinology,Endocrinology and Metabolism Clinics of North America,https://www.sciencedirect.com/journal/endocrinology-and-metabolism-clinics-of-north-america,For-profit,Elsevier,,,Netherlands,Hybrid,2803,,Yes,No,No,1.489,"Q1 (Endocrinology; Endocrinology, Diabetes and Metabolism)",130,No,1558-4410,0889-8529,0889-8529
Physiology,Physiology,ERJ Open Research,https://publications.ersnet.org/content/erjor,Non-profit,European Respiratory Society (ERS),European Respiratory Society (ERS),Society/Association,UK,OA,658,,Yes,Yes,Yes,1.361,Q1 (Pulmonary and Respiratory Medicine),58,No,2312-0541,,2312-0541
Physiology,Anatomy,European Journal of Anatomy,https://eurjanat.com/,For-profit Society-run,Loki & Dimas,Spanish Society of Anatomy,Society/Association,Spain,,,,Yes,No,No,0.163,Q4 (Anatomy),24,No,2340-311X,1136-4890,1136-4890
Physiology,Physiology,European Journal of Applied Physiology,https://link.springer.com/journal/421,For-profit,Springer Nature,,,Germany / UK,Hybrid,2636,,Yes,No,No,0.985,"Q1 (Medicine; Orthopedics and Sports Medicine; Public Health, Environmental and Occupational Health)",176,No,1439-6327,1439-6319,1439-6319
Physiology,Endocrinology,European Journal of Endocrinology,https://academic.oup.com/ejendo/?login=false,University Press Society-run,Oxford University Press (OUP),European Society of Endocrinology (ESE),Society/Association,UK,Hybrid,2206,,Yes,No,Yes,2.02,"Q1 (Endocrinology; Endocrinology, Diabetes and Metabolism; Medicine)",185,No,1479-683X,0804-4643,0804-4643
Physiology,Nutrition,European Journal of Nutrition,https://link.springer.com/journal/394,For-profit,Springer Nature,,,Germany / UK,Hybrid,3741,,Yes,No,Yes,1.34,Q1 (Medicine; Nutrition and Dietetics),131,No,1436-6215,1436-6207,1436-6207
Physiology,Sport Science,European Journal of Sport Science,https://onlinelibrary.wiley.com/journal/15367290,For-profit Society-run,John Wiley & Sons,European College of Sport Science,,USA,Hybrid,2076,,Yes,Yes,Yes,1.137,"Q1 (Medicine; Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation)",94,No,1536-7290,1746-1391,1536-7290
Physiology,Physiology,European Respiratory Journal,https://publications.ersnet.org/content/erj,Non-profit,European Respiratory Society (ERS),European Respiratory Society (ERS),Society/Association,UK,Hybrid,2599,,Yes,No,Yes,5.076,Q1 (Medicine; Pulmonary and Respiratory Medicine),310,No,1399-3003,0903-1936,0903-1936
Physiology,Physiology,European Respiratory Review,https://publications.ersnet.org/content/errev,Non-profit,European Respiratory Society (ERS),European Respiratory Society (ERS),Society/Association,UK,OA,1215,,Yes,Yes,Yes,3.57,Q1 (Pulmonary and Respiratory Medicine),115,No,1600-0617,0905-9180,0905-9180
Physiology,Physiology,"Evolution, Medicine, and Public Health",https://academic.oup.com/emph?login=true,University Press Society-Run,Oxford University Press (OUP),"International Society for Evolution, Medicine & Public Health",Society/Association,UK,OA,3419,,Yes,Yes,Yes,0.809,"Q1 (Ecology, Evolution, Behavior and Systematics)",40,No,2050-6201,,2050-6201
Physiology,Sport Science,Exercise and Sport Sciences Reviews,https://journals.lww.com/acsm-essr/pages/default.aspx,For-profit Society-run,Wolters Kluwer (Lippincott),American College of Sports Medicine (ACSM),,Netherlands / USA,Hybrid,3958,,Yes,No,Yes,1.514,"Q1 (Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation; Sports Science)",127,No,1538-3008,0091-6331,0091-6331
Physiology,Aging,Experimental Aging Research,https://www.tandfonline.com/journals/uear20,For-profit,Taylor & Francis Group,,,UK,Hybrid,3445,,Yes,No,Yes,0.596,Q1 (Arts and Humanities),62,No,1096-4657,0361-073X,0361-073X
Physiology,Physiology,Experimental Physiology,https://physoc.onlinelibrary.wiley.com/journal/1469445x,For-profit Society-run,John Wiley & Sons,The Physiology Society,Society/Association,USA,OA,2849,,Yes,Yes,Yes,0.946,Q2 (Nutrition and Dietetics; Physiology),123,No,1469-445X,0958-0670,0958-0670
Physiology,Aging,Frontiers in Aging,https://www.frontiersin.org/journals/aging,For-profit,Frontiers Media SA,,,Switzerland,OA,1813,,Yes,Yes,Yes,1.544,Q1 (Genetics; Molecular Biology; Physiology),30,No,2673-6217,,2673-6217
Physiology,Physiology,Frontiers in Physiology,https://www.frontiersin.org/journals/physiology,For-profit,Frontiers Media SA,,,Switzerland,OA,2976,,Yes,Yes,Yes,1.065,Q2 (Physiology),195,No,1664-042X,,1664-042X
Physiology,Endocrinology,Frontiers of Hormone Research,https://karger.com/collection/30216/Frontiers-of-Hormone-Research,For-profit,Karger Publishers,,,Switzerland,OA,,,Yes,No,No,0.13,"Q4 (Endocrinology; Endocrinology, Diabetes and Metabolism)",50,No,1662-3762,0301-3073,0301-3073
Physiology,Physiology,Function,https://journals.physiology.org/journal/function,Non-profit,American Physiological Society (APS),American Physiological Society,Society/Association,USA,OA,3699,,Yes,Yes,Yes,1.322,Q1 (Physiology),25,No,2633-8823,,2633-8823
Physiology,Endocrinology,General and Comparative Endocrinology,https://www.sciencedirect.com/journal/general-and-comparative-endocrinology,For-profit,Elsevier,,,Netherlands,Hybrid,3011,,Yes,No,No,0.505,Q2 (Animal Science and Zoology),141,No,1095-6840,0016-6480,0016-6480
Physiology,Aging,Geriatrics and Gerontology International,https://onlinelibrary.wiley.com/journal/14470594,For-profit Society-run,John Wiley & Sons,Japan Geriatrics Society,Society/Association,USA,Hybrid,2052,,Yes,No,No,0.734,Q2 (Geriatrics and Gerontology; Gerontology; Health; Medicine),88,No,1447-0594,1444-1586,1447-0594
Physiology,Aging,Gériatrie et Psychologie Neuropsychiatrie du Vieillissement,https://www.jle.com/fr/revues/gpn/revue.phtml,For-profit Society-run,John Libbey Eurotext,Société française de gériatrie et de gérontologie (SFGG); Société francophone de psychogériatrie et de psychiatrie de la personne âgée (SF3PA); Association des jeunes gériatres (AJG),Society/Association,France,Hybrid,424,,Yes,No,Yes,0.154,Q4 (Biological Psychiatry; Geriatrics and Gerontology; Medicine; Neurology; Neuropsychology and Physiological Psychology),23,No,2115-7863,2115-8789,2115-7863
Physiology,Aging,Gerontology,https://karger.com/ger,For-profit,Karger Publishers,,,Switzerland,Hybrid,4284,,Yes,No,Yes,1.102,Q2 (Geriatrics and Gerontology),124,No,1423-0003,0304-324X,0304-324X
Physiology,Aging,GeroScience,https://link.springer.com/journal/11357,For-profit Society-run,Springer Nature,American Aging Association (AGE),Society/Association,Germany / UK,Hybrid,4324,,Yes,No,Yes,1.827,Q1 (Aging; Cardiology and Cardiovascular Medicine; Complementary and Alternative Medicine; Geriatrics and Gerontology; Veterinary),103,No,2509-2723,2509-2715,2509-2723
Physiology,Endocrinology,Growth Factors,https://www.tandfonline.com/journals/igrf20,For-profit,Taylor & Francis Group,,,UK,,,,Yes,No,No,0.617,Q3 (Cell Biology; Clinical Biochemistry; Endocrinology),68,No,1029-2292,0897-7194,0897-7194
Physiology,Endocrinology,Growth Hormone & IGF Research,https://www.sciencedirect.com/journal/growth-hormone-and-igf-research,For-profit,Elsevier,,,Netherlands,Hybrid,2193,,Yes,No,No,0.633,"Q3 (Endocrinology; Endocrinology, Diabetes and Metabolism)",72,No,1532-2238,1096-6374,1096-6374
Physiology,Physiology,Gut,https://gut.bmj.com/,Non-profit,BMJ Group,,,UK,Hybrid,4375,,Yes,No,Yes,8.772,Q1 (Gastroenterology),385,No,1468-3288,0017-5749,0017-5749
Physiology,Physiology,Gut and Liver,https://www.gutnliver.org/main.html,Non-profit,Korean Society of Gastroenterology; the Korean Society of Gastrointestinal Endoscopy; the Korean Society of Neurogastroenterology and Motility; the Korean College of Helicobacter and Upper Gastrointestinal Research; the Korean Association for the Study of Intestinal Diseases; the Korean Association for the Study of the Liver; the Korean Pancreatobiliary Association; the Korean Society of Gastrointestinal Cancer Researh,Korean Society of Gastroenterology; the Korean Society of Gastrointestinal Endoscopy; the Korean Society of Neurogastroenterology and Motility; the Korean College of Helicobacter and Upper Gastrointestinal Research; the Korean Association for the Study of Intestinal Diseases; the Korean Association for the Study of the Liver; the Korean Pancreatobiliary Association; the Korean Society of Gastrointestinal Cancer Researh,Society/Association,Republic of Korea (South Korea),OA,,,Yes,Yes,No,1.143,Q1 (Gastroenterology),70,No,2005-1212,1976-2283,1976-2283
Physiology,Endocrinology,Gynecological Endocrinology,https://www.isgesociety.com/publications/gynecological-endocrinology/,Non-profit,International Society of Gynecological Endocrinology,International Society of Gynecological Endocrinology,Society/Association,UK,OA,2946,,Yes,Yes,Yes,0.699,Q2 (Obstetrics and Gynecology),83,No,1473-0766,0951-3590,0951-3590
Physiology,Physiology,High Altitude Medicine & Biology,https://liebertpub.com/loi/HAM,For-profit,Sage Publishing (Mary Ann Liebert),,,USA,Hybrid,3446,,Yes,No,No,0.413,"Q3 (Medicine; Public Health, Environmental and Occupational Health)",67,No,1557-8682,1527-0297,1527-0297
Physiology,Endocrinology,Hormone and Metabolic Research,https://lp.thieme.de/journals/hormone-and-metabolic-research/0018-5043,For-profit,Thieme Group,,,Germany,Hybrid,3233,,Yes,No,No,0.709,Q2 (Biochemistry; Clinical Biochemistry; Medicine),106,No,1439-4286,0018-5043,0018-5043
