Journal's MAIN field,Field,Journal,Website,Publisher type,Publisher,Institution,Institution type,Country,Business model,APC Euros,Alternative journal name,Present in Scimago,Present in DOAJ,Present in openAPC,Scimago Rank,Scimago Quartile,H index,PCI partner,e-ISSN,p-ISSN,ISSN-L
Development,Perinatology and Birth Defects/Teratology,American Journal of Perinatology,https://www.thieme-connect.com/products/ejournals/journal/10.1055/s-00000009,For-profit,Thieme Group,,,Germany,OA,2976,,Yes,No,Yes,0.615,"Q2 (Obstetrics and Gynecology; Pediatrics, Perinatology and Child Health)",89,No,1098-8785,0735-1631,0735-1631
Development,Reproduction,American Journal of Reproductive Immunology,https://onlinelibrary.wiley.com/journal/16000897,For-profit,John Wiley & Sons,,,USA,Hybrid,3212,,Yes,No,No,0.722,Q2 (Obstetrics and Gynecology; Reproductive Medicine),123,No,1600-0897,1046-7408,1046-7408
Development,Reproduction,Animal Reproduction Science,https://www.sciencedirect.com/journal/animal-reproduction-science,For-profit,Elsevier,,,Netherlands,Hybrid,2372,,Yes,No,No,0.697,Q1 (Animal Science and Zoology; Food Animals),129,No,1873-2232,0378-4320,0378-4320
Development,Molecular and Cellular development,Annual Review of Cell and Developmental Biology,https://www.annualreviews.org/journal/cellbio,Non-profit,Annual Reviews,-,,USA,,,,Yes,No,No,7.701,Q1 (Cell Biology; Developmental Biology),255,No,1530-8995,1081-0706,1081-0706
Development,Neuroscience,Annual Review of Developmental Psychology,https://www.annualreviews.org/content/journals/devpsych,Non-profit,Annual Reviews,-,,USA,,,,No,No,No,,,,No,2640-7922,2640-7922,2640-7922
Development,Neuroscience,Applied Neuropsychology: Child,https://www.tandfonline.com/journals/hapc20,For-profit,Taylor & Francis Group,,,UK,,,,Yes,No,No,0.516,Q3 (Developmental and Educational Psychology; Neuropsychology and Physiological Psychology),33,No,2162-2973,2162-2965,2162-2965
Development,Childhood and Adolescence,Archives of Disease in Childhood,https://adc.bmj.com/,Non-profit,BMJ Group,,,UK,Hybrid,2050,,Yes,No,Yes,0.917,"Q1 (Pediatrics, Perinatology and Child Health)",176,No,1468-2044,0003-9888,0003-9888
Development,Childhood and Adolescence,Archives of Disease in Childhood: Fetal and Neonatal Edition,https://fn.bmj.com/,Non-profit,BMJ Group,,,UK,Hybrid,2486,,Yes,No,No,1.29,"Q1 (Medicine; Obstetrics and Gynecology; Pediatrics, Perinatology and Child Health)",142,No,1468-2052,1359-2998,1359-2998
Development,Aging,Australasian Journal on Ageing,https://onlinelibrary.wiley.com/journal/17416612,For-profit,John Wiley & Sons,,,USA,Hybrid,2606,,Yes,No,No,0.641,Q1 (Community and Home Care),53,No,1741-6612,1440-6381,1440-6381
Development,Neuroscience,Autism and Developmental Language Impairments,https://journals.sagepub.com/home/dlia,For-profit,Sage Publishing,-,,USA,OA,737,,Yes,Yes,Yes,0.927,Q2 (Clinical Psychology; Developmental and Educational Psychology; Psychiatry and Mental Health),27,No,2396-9415,2396-9415,2396-9415
Development,Aging,Biogerontology,https://link.springer.com/journal/10522,For-profit,Springer Nature,,,Germany / UK,Hybrid,4119,,Yes,No,Yes,1.206,Q1 (Geriatrics and Gerontology; Gerontology),100,No,1573-6768,1389-5729,1389-5729
Development,Reproduction,Biology of Reproduction,https://academic.oup.com/biolreprod,University Press,Oxford University Press (OUP),-,,UK,Hybrid,4057,,Yes,No,Yes,0.983,Q1 (Medicine; Reproductive Medicine),214,No,1529-7268,0006-3363,0006-3363
Development,Perinatology and Birth Defects/Teratology,Birth Defects Research,https://onlinelibrary.wiley.com/journal/24721727,For-profit,John Wiley & Sons,-,,USA,Hybrid,3210,,Yes,No,Yes,0.56,"Q2 (Embryology; Pediatrics, Perinatology and Child Health)",48,No,2472-1727,2472-1727,2472-1727
Development,Pregnancy and Embryology,BMC Pregnancy and Childbirth,https://bmcpregnancychildbirth.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),,,UK,OA,2880,,Yes,Yes,Yes,1.066,Q1 (Obstetrics and Gynecology),131,No,1471-2393,,1471-2393
Development,Neuroscience,Brain and Development,https://www.sciencedirect.com/journal/brain-and-development,For-profit Society-run,Elsevier,Japanese Society of Child Neurology,Society/Association,Netherlands,Hybrid,2525,,Yes,No,No,0.521,"Q2 (Pediatrics, Perinatology and Child Health)",102,No,1872-7131,0387-7604,0387-7604
Development,Neuroscience,Brain and Development Case Reports,https://www.sciencedirect.com/journal/brain-and-development-case-reports,For-profit Society-run,Elsevier,Japanese Society of Child Neurology,Society/Association,Netherlands,,,,No,No,No,,,,No,,2950-2217,2950-2217
Development,Neuroscience,Brain Science and Child Development,https://www.sciencedirect.com/journal/brain-science-and-child-development,For-profit,Elsevier,,,Netherlands,,,,No,No,No,,,,No,,3117-4388,3117-4388
Development,Neuroscience,Child Abuse & Neglect,https://www.sciencedirect.com/journal/child-abuse-and-neglect,For-profit Society-run,Elsevier,International Society for Prevention of Child Abuse and Neglect,Society/Association,Netherlands,Hybrid,4319,,Yes,No,Yes,1.421,"Q1 (Developmental and Educational Psychology; Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health; Social Work)",192,No,1873-7757,0145-2134,0145-2134
Development,Neuroscience,Child and Adolescent Mental Health,https://acamh.onlinelibrary.wiley.com/journal/14753588?journalRedirectCheck=true,For-profit Society-run,John Wiley & Sons,Association for Child and Adolescent Mental Health,Society/Association,USA,Hybrid,3468,,Yes,No,Yes,2.192,"Q1 (Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)",67,No,1475-3588,1475-357X,1475-357X
Development,Neuroscience,Child and Adolescent Psychiatry and Mental Health,https://capmh.biomedcentral.com/,For-profit Society-run,Springer Nature (BioMed Central),International Association for Child and Adolescent Psychiatry and Allied Professions,Society/Association,UK,OA,2162,,Yes,Yes,Yes,1.623,"Q1 (Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)",71,No,1753-2000,,1753-2000
Development,Childhood and Adolescence,Child Development,https://academic.oup.com/chidev,University Press Society-Run,Oxford University Press (OUP),Society for Research in Child Development,Society/Association,UK,Hybrid,2451,,Yes,No,No,1.924,"Q1 (Developmental and Educational Psychology; Education; Pediatrics, Perinatology and Child Health; Social Work)",309,No,1467-8624,0009-3920,0009-3920
Development,Childhood and Adolescence,Child Development Perspectives,https://academic.oup.com/cdpers,University Press Society-Run,Oxford University Press (OUP),Society for Research in Child Development,Society/Association,UK,Hybrid,2192,,Yes,No,No,2.214,"Q1 (Developmental and Educational Psychology; Life-span and Life-course Studies; Pediatrics, Perinatology and Child Health)",112,No,1750-8606,1750-8592,1750-8592
Development,Neuroscience,Child Neuropsychology,https://www.tandfonline.com/journals/ncny20,For-profit Society-run,Taylor & Francis Group,"American Academy of Clinical Neuropsychology, Pediatric Special Interest Group",,UK,Hybrid,1368,,Yes,No,No,0.703,"Q2 (Developmental and Educational Psychology; Neuropsychology and Physiological Psychology; Pediatrics, Perinatology and Child Health)",91,No,1744-4136,0929-7049,0929-7049
Development,Childhood and Adolescence,Child Psychiatry & Human Development,https://link.springer.com/journal/10578,For-profit,Springer Nature,-,,Germany / UK,Hybrid,2216,,Yes,No,No,1.165,"Q1 (Developmental and Educational Psychology; Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)",87,No,1573-3327,0009-398X,0009-398X
Development,Neuroscience,Child's Nervous System,https://link.springer.com/journal/381,For-profit Society-run,Springer Nature,Brazilian Society for Pediatric Neurosurgery; International Society for Pediatric Neurosurgery (ISPN); Korean Society for Pediatric Neurosurgery; Latin American Pediatric Neurosurgery Association (LAPNA); Russian Society for Pediatric Neurosurgery ; Turkish Neurosurgical Society - Pediatric Section,Society/Association,Germany / UK,Hybrid,2601,,Yes,No,No,0.452,"Q2 (Pediatrics, Perinatology and Child Health)",106,No,1433-0350,0256-7040,0256-7040
Development,Aging,Clinical Gerontologist,https://www.tandfonline.com/journals/wcli20,For-profit,Taylor & Francis Group,,,UK,,,,Yes,No,No,1.016,Q1 (Clinical Psychology; Gerontology; Health; Social Psychology),49,No,1545-2301,0731-7115,0731-7115
Development,Perinatology and Birth Defects/Teratology,Congenital Anomalies,https://onlinelibrary.wiley.com/journal/17414520,For-profit Society-run,John Wiley & Sons,Japanese Teratology Society,Society/Association,USA,Hybrid,2183,,No,No,No,,,,No,1741-5420,0914-3505,0914-3505
Development,Genetics,Current Opinion in Genetics & Development,https://www.sciencedirect.com/journal/current-opinion-in-genetics-and-development,For-profit,Elsevier,-,,Netherlands,Hybrid,2181,,Yes,No,Yes,2.327,Q1 (Developmental Biology; Genetics),208,No,1879-0380,0959-437X,0959-437X
Development,Generalist,Current Topics in Developmental Biology,https://www.sciencedirect.com/bookseries/current-topics-in-developmental-biology,For-profit,Elsevier,,,Netherlands,OA,,,Yes,No,No,0.471,Q4 (Cell Biology; Developmental Biology),119,No,1557-8933,0070-2153,0070-2153
Development,Generalist,Development,https://journals.biologists.com/dev,Non-profit,The Company of Biologists,,,UK,Hybrid,4552,,ISSN-L match,No,Yes,1.6,Q1 (Developmental Biology; Molecular Biology),377,No,1477-9129,0950-1991,0950-1991
Development,Neuroscience,Development and Psychopathology,https://www.cambridge.org/core/journals/development-and-psychopathology,University Press,Cambridge University Press (CUP),-,,UK,Hybrid,2786,,Yes,No,Yes,1.695,Q1 (Developmental and Educational Psychology; Psychiatry and Mental Health),207,No,1469-2198,0954-5794,0954-5794
Development,Molecular and Cellular Development,Development Growth & Differentiation,https://onlinelibrary.wiley.com/journal/1440169X,For-profit Society-run,John Wiley & Sons,Japanese Society for Developmental Biologists,Society/Association,USA,Hybrid,3167,,Yes,No,No,0.562,Q2 (Medicine),78,No,1440-169X,0012-1592,0012-1592
Development,Molecular and Cellular development,Developmental & Comparative Immunology,https://www.sciencedirect.com/journal/developmental-and-comparative-immunology,For-profit,Elsevier,,,Netherlands,Hybrid,3859,,Yes,No,Yes,0.545,Q2 (Aquatic Science),141,No,1879-0089,0145-305X,0145-305X
Development,Generalist,Developmental Biology,https://www.sciencedirect.com/journal/developmental-biology,For-profit Society-run,Elsevier,Society for Developmental Biology,Society/Association,Netherlands,Hybrid,4010,,Yes,No,Yes,1.04,Q2 (Cell Biology; Developmental Biology; Molecular Biology),257,No,1095-564X,0012-1606,0012-1606
Development,Generalist,Developmental Biology Advances,https://evodevojournal.biomedcentral.com/,For-profit,Springer Nature,-,,Germany / UK,OA,2649,EvoDevo,With alternative journal name,With alternative journal name,With alternative journal name,1.16,"Q1 (Ecology, Evolution, Behavior and Systematics)",48,No,2041-9139,,2041-9139
Development,Molecular and Cellular development,Developmental Cell,https://www.cell.com/developmental-cell,For-profit,Elsevier (Cell Press),,,USA,Hybrid,6853,,Yes,No,Yes,5.494,"Q1 (Biochemistry, Genetics and Molecular Biology; Cell Biology; Developmental Biology; Molecular Biology)",318,No,1878-1551,1534-5807,1534-5807
Development,Neuroscience,Developmental Cognitive Neuroscience,https://www.journals.elsevier.com/developmental-cognitive-neuroscience,For-profit,Elsevier,-,,Netherlands,OA,2813,,Yes,Yes,Yes,1.991,Q1 (Cognitive Neuroscience),104,No,1878-9307,1878-9293,1878-9293
Development,Generalist,Developmental Dynamics,https://onlinelibrary.wiley.com/journal/10970177,For-profit Society-run,John Wiley & Sons,American Association for Anatomy,Society/Association,USA,Hybrid,1978,,Yes,No,No,0.837,Q2 (Developmental Biology),161,No,1097-0177,1058-8388,1058-8388
Development,Neuroscience,Developmental Medicine & Child Neurology,https://onlinelibrary.wiley.com/journal/14698749,For-profit,John Wiley & Sons,-,,USA,Hybrid,2608,,Yes,No,No,1.484,"Q1 (Developmental Neuroscience; Neurology; Pediatrics, Perinatology and Child Health)",182,No,1469-8749,0012-1622,0012-1622
Development,Neuroscience,Developmental Neurobiology,https://onlinelibrary.wiley.com/journal/1932846X,For-profit,John Wiley & Sons,-,,USA,Hybrid,2580,,Yes,No,No,0.985,Q2 (Cellular and Molecular Neuroscience; Developmental Neuroscience),146,No,1932-846X,1932-8451,1932-8451
Development,Neuroscience,Developmental Psychobiology,https://onlinelibrary.wiley.com/journal/10982302,For-profit,John Wiley & Sons,-,,USA,Hybrid,2886,,Yes,No,No,0.727,Q2 (Developmental and Educational Psychology),112,No,1098-2302,0012-1630,0012-1630
Development,Neuroscience,Developmental Psychology,https://www.apa.org/pubs/journals/dev,Non-profit,American Psychological Association (APA),American Psychological Association,Society/Association,USA,Hybrid,2617,,Yes,No,Yes,1.367,Q1 (Demography; Developmental and Educational Psychology; Life-span and Life-course Studies),265,No,1939-0599,0012-1649,0012-1649
Development,Molecular and Cellular development,Differentiation,https://www.sciencedirect.com/journal/differentiation,For-profit,Elsevier,-,,Netherlands,Hybrid,2833,,Yes,No,No,1.144,Q2 (Cancer Research; Cell Biology; Developmental Biology; Molecular Biology),111,No,1432-0436,0301-4681,0301-4681
Development,Generalist,Discover Developmental Biology,https://link.springer.com/journal/427,For-profit,Springer Nature,-,,Germany / UK,,,,Yes,No,No,0.467,Q3 (Genetics),85,No,3059-3247,,3059-3247
Development,Generalist,Early Human Development,https://www.sciencedirect.com/journal/early-human-development,For-profit,Elsevier,,,Netherlands,Hybrid,2692,,Yes,No,No,0.761,"Q1 (Pediatrics, Perinatology and Child Health)",119,No,1872-6232,0378-3782,0378-3782
Development,Generalist,EMBO Reports,https://www.embopress.org/journal/14693178,For-profit Society-run,Springer Nature,European Molecular Biology Organization (EMBO) Press,,Germany / UK,OA,7607,,Yes,Yes,Yes,2.711,Q1 (Biochemistry; Genetics; Molecular Biology),227,No,1469-3178,1469-221X,1469-221X
Development,Neuroscience,European Child and Adolescent Psychiatry,https://link.springer.com/journal/787,For-profit Society-run,Springer Nature,European Society for Child and Adolescent Psychiatry,Society/Association,Germany / UK,Hybrid,3012,,Yes,No,No,2.209,"Q1 (Developmental and Educational Psychology; Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)",132,No,1435-165X,1018-8827,1018-8827
Development,Generalist,Evolution and Development,https://onlinelibrary.wiley.com/journal/1525142x,For-profit,John Wiley & Sons,,,USA,Hybrid,2850,,Yes,No,No,0.821,"Q1 (Ecology, Evolution, Behavior and Systematics)",92,No,1525-142X,1520-541X,1520-541X
Development,Aging,Experimental Aging Research,https://www.tandfonline.com/journals/uear20,For-profit,Taylor & Francis Group,,,UK,Hybrid,3445,,Yes,No,Yes,0.596,Q1 (Arts and Humanities),62,No,1096-4657,0361-073X,0361-073X
Development,Neuroscience,Focus on Autism and Other Developmental Disabilities,https://journals.sagepub.com/home/FOA,For-profit Society-run,Sage Publishing,Hammill Institute on Disabilities/Division on Autism and Developmental Disabilities of The Council for Exceptional Children,,USA,,,,Yes,No,No,0.653,"Q2 (Neurology; Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)",86,No,1088-3576,,1088-3576
Development,Aging,Frontiers in Aging,https://www.frontiersin.org/journals/aging,For-profit,Frontiers Media SA,,,Switzerland,OA,1813,,Yes,Yes,Yes,1.544,Q1 (Genetics; Molecular Biology; Physiology),30,No,2673-6217,,2673-6217
Development,Neuroscience,Frontiers in Aging Neuroscience,https://www.frontiersin.org/journals/aging-neuroscience,For-profit,Frontiers Media SA,-,,Switzerland,OA,2216,,Yes,Yes,Yes,1.507,Q1 (Cognitive Neuroscience),146,No,1663-4365,,1663-4365
Development,Molecular and Cellular development,Frontiers in Cell and Developmental Biology,https://www.frontiersin.org/journals/cell-and-developmental-biology,For-profit,Frontiers Media SA,-,,Switzerland,OA,3327,,Yes,Yes,Yes,1.563,Q1 (Developmental Biology),146,No,2296-634X,,2296-634X
Development,Neuroscience,Frontiers in Child and Adolescent Psychiatry,https://www.frontiersin.org/journals/child-and-adolescent-psychiatry,For-profit,Frontiers Media SA,-,,Switzerland,OA,2036,,Yes,Yes,Yes,0.503,"Q2 (Pediatrics, Perinatology and Child Health)",8,No,2813-4540,,2813-4540
Development,Neuroscience,Frontiers in Developmental Psychology,https://www.frontiersin.org/journals/developmental-psychology,For-profit,Frontiers Media SA,-,,Switzerland,OA,1889,,Yes,Yes,Yes,0.499,Q3 (Developmental and Educational Psychology; Experimental and Cognitive Psychology; Psychiatry and Mental Health; Psychology),6,No,2813-7779,,2813-7779
Development,Childhood and Adolescence,Frontiers in Pediatrics,https://www.frontiersin.org/journals/pediatrics,For-profit,Frontiers Media SA,-,,Switzerland,OA,2686,,Yes,Yes,Yes,0.733,"Q1 (Pediatrics, Perinatology and Child Health)",95,No,2296-2360,,2296-2360
Development,Genetics,Genes & Development,https://genesdev.cshlp.org/,Non-profit,Cold Spring Harbor (CSH) Laboratory Press,-,,USA,Hybrid,4525,,Yes,No,Yes,3.302,Q1 (Developmental Biology; Genetics),499,No,1549-5477,0890-9369,0890-9369
Development,Genetics,Genesis: The Journal of Genetics and Development,https://onlinelibrary.wiley.com/journal/1526968x,For-profit,John Wiley & Sons,-,,USA,Hybrid,2437,Genesis (United States),ISSN-L match,No,No,0.87,Q2 (Endocrinology; Genetics; Medicine),128,No,1526-968X,1526-954X,1526-954X
Development,Aging,Geriatrics and Gerontology International,https://onlinelibrary.wiley.com/journal/14470594,For-profit Society-run,John Wiley & Sons,Japan Geriatrics Society,Society/Association,USA,Hybrid,2052,,Yes,No,No,0.734,Q2 (Geriatrics and Gerontology; Gerontology; Health; Medicine),88,No,1447-0594,1444-1586,1447-0594
Development,Aging,Gériatrie et Psychologie Neuropsychiatrie du Vieillissement,https://www.jle.com/fr/revues/gpn/revue.phtml,For-profit Society-run,John Libbey Eurotext,Société française de gériatrie et de gérontologie (SFGG); Société francophone de psychogériatrie et de psychiatrie de la personne âgée (SF3PA); Association des jeunes gériatres (AJG),Society/Association,France,Hybrid,424,,Yes,No,Yes,0.154,Q4 (Biological Psychiatry; Geriatrics and Gerontology; Medicine; Neurology; Neuropsychology and Physiological Psychology),23,No,2115-7863,2115-8789,2115-7863
Development,Aging,Gerontology,https://karger.com/ger,For-profit,Karger Publishers,,,Switzerland,Hybrid,4284,,Yes,No,Yes,1.102,Q2 (Geriatrics and Gerontology),124,No,1423-0003,0304-324X,0304-324X
Development,Aging,GeroScience,https://link.springer.com/journal/11357,For-profit Society-run,Springer Nature,American Aging Association (AGE),Society/Association,Germany / UK,Hybrid,4324,,Yes,No,Yes,1.827,Q1 (Aging; Cardiology and Cardiovascular Medicine; Complementary and Alternative Medicine; Geriatrics and Gerontology; Veterinary),103,No,2509-2723,2509-2715,2509-2723
Development,Reproduction,Human Fertility,https://www.tandfonline.com/journals/ihuf20,For-profit Society-run,Taylor & Francis Group,British Fertility Society,Society/Association,UK,OA,2447,,Yes,Yes,No,0.659,Q2 (Medicine; Obstetrics and Gynecology; Reproductive Medicine),50,No,1742-8149,1464-7273,1464-7273
Development,Reproduction,Human Reproduction,https://academic.oup.com/humrep,University Press,Oxford University Press (OUP),-,,UK,Hybrid,3902,,Yes,No,Yes,2.231,Q1 (Obstetrics and Gynecology; Rehabilitation; Reproductive Medicine),274,No,1460-2350,0268-1161,0268-1161
Development,Reproduction,Human Reproduction Open,https://academic.oup.com/hropen,University Press,Oxford University Press (OUP),-,,UK,OA,2348,,Yes,Yes,Yes,3.354,Q1 (Embryology; Obstetrics and Gynecology; Reproductive Medicine),48,No,2399-3529,,2399-3529
Development,Reproduction,Human Reproduction Update,https://academic.oup.com/humupd,University Press,Oxford University Press (OUP),-,,UK,Hybrid,1830,,Yes,No,Yes,5.991,Q1 (Obstetrics and Gynecology; Reproductive Medicine),242,No,1460-2369,1355-4786,1355-4786
Development,Generalist,In Vitro Cellular and Developmental Biology Animal,https://link.springer.com/journal/11626,For-profit Society-Run,Springer Nature,Society for In Vitro Biology (SIVB),Society/Association,Germany / UK,Hybrid,2376,,Yes,No,No,0.522,Q3 (Developmental Biology; Medicine),74,No,1543-706X,1071-2690,1071-2690
Development,Plant Development,In Vitro Cellular and Developmental Biology Plant,https://link.springer.com/journal/11627,For-profit Society-Run,Springer Nature,Society for In Vitro Biology (SIVB); International Association for Plant Biotechnology (IAPB),Society/Association,Germany / UK,Hybrid,3446,,Yes,No,Yes,0.47,Q2 (Plant Science),87,No,1475-2689,1054-5476,1054-5476
Development,Generalist,International Journal of Developmental Biology,https://ijdb.ehu.eus/,University Press,UPV/EHU Press,Universidad del País Vasco (UPV)/Euskal Herriko Unibertsitatearen (EHU),University/Government,Spain,OA,610,,Yes,No,Yes,0.517,Q2 (Embryology),123,No,1696-3547,0214-6282,0214-6282
Development,Neuroscience,International Journal of Developmental Neuroscience,https://onlinelibrary.wiley.com/journal/1873474x,For-profit Society-run,John Wiley & Sons,The International Society for Developmental Neuroscience (ISDN),Society/Association,UK,Hybrid,2545,,Yes,No,No,0.504,Q3 (Developmental Biology; Developmental Neuroscience),103,No,1873-474X,0736-5748,0736-5748
Development,Generalist,International Journal of Developmental Science,https://journals.sagepub.com/home/deva,For-profit,Sage Publishing (IOS Press),-,,USA,,,International Journal of Developmental Sciences,With alternative journal name,No,No,0.342,Q3 (Developmental and Educational Psychology; Life-span and Life-course Studies; Social Psychology),29,No,2191-7485,2192-001X,2192-001X
Development,Generalist,Invertebrate Reproduction and Development,https://www.tandfonline.com/journals/tinv20,For-profit Society-run,Taylor & Francis Group,International Society of Invertebrate Reproduction and Development,Society/Association,UK,,,,Yes,No,No,0.225,Q3 (Animal Science and Zoology),43,No,2157-0272,0792-4259,0792-4259
Development,Generalist,IUBMB Life,https://iubmb.onlinelibrary.wiley.com/journal/15216551,For-profit,John Wiley & Sons,International Union of Biochemistry and Molecular Biology (IUBMB),,USA,Hybrid,4154,,Yes,No,Yes,1.145,Q1 (Biochemistry; Clinical Biochemistry),144,No,1521-6551,1521-6543,1521-6543
Development,Childhood and Adolescence,JAMA Pediatrics,https://jamanetwork.com/journals/jamapediatrics,Non-profit,American Medical Association (AMA),American Medical Association (AMA),Society/Association,USA,Hybrid,1350,,Yes,No,Yes,3.799,"Q1 (Pediatrics, Perinatology and Child Health)",243,No,2168-6211,2168-6203,2168-6203
Development,Generalist,Journal of Adult Development,https://link.springer.com/journal/10804,For-profit,Springer Nature,-,,Germany / UK,Hybrid,2216,,Yes,No,No,0.703,Q2 (Developmental and Educational Psychology; Experimental and Cognitive Psychology; Life-span and Life-course Studies),59,No,1573-3440,1068-0667,1068-0667
Development,Aging,Journal of Aging and Health,https://journals.sagepub.com/home/jah,For-profit,Sage Publishing,,,USA,Hybrid,269,,Yes,No,No,1.146,Q1 (Community and Home Care; Geriatrics and Gerontology; Gerontology; Health; Life-span and Life-course Studies; Sociology and Political Science),98,No,1552-6887,0898-2643,0898-2643
Development,Aging,Journal of Aging Research,https://onlinelibrary.wiley.com/journal/9025,For-profit,John Wiley & Sons,,,UK,OA,673,,Yes,Yes,No,0.552,Q3 (Geriatrics and Gerontology),65,No,2090-2212,2090-2204,2090-2204
Development,Aging,Journal of Aging Studies,https://www.sciencedirect.com/journal/journal-of-aging-studies,For-profit,Elsevier,,,Netherlands,Hybrid,2907,,Yes,No,Yes,0.756,"Q1 (Issues, Ethics and Legal Aspects)",92,No,1879-193X,0890-4065,0890-4065
Development,Neuroscience,Journal of Autism and Developmental Disorders,https://link.springer.com/journal/10803,For-profit,Springer Nature,,,Germany / UK,Hybrid,2798,,Yes,No,No,1.169,Q1 (Developmental and Educational Psychology),234,No,1573-3432,0162-3257,0162-3257
Development,Childhood and Adolescence,Journal of Child Neurology,https://journals.sagepub.com/home/jcna,For-profit,Sage Publishing,-,,USA,,,,Yes,No,No,0.557,"Q2 (Pediatrics, Perinatology and Child Health)",128,No,1708-8283,0883-0738,0883-0738
Development,Generalist,Journal of Developmental and Behavioral Pediatrics,https://journals.lww.com/jrnldbp/pages/default.aspx,For-profit Society-run,Wolters Kluwer (Lippincott),Society for Developmental and Behavioral Pediatrics,Society/Association,Netherlands / USA,Hybrid,3234,,Yes,No,No,0.657,"Q2 (Developmental and Educational Psychology; Medicine; Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)",129,No,1536-7312,0196-206X,0196-206X
Development,Generalist,Journal of Developmental Origins of Health and Disease,https://www.cambridge.org/core/journals/journal-of-developmental-origins-of-health-and-disease,University Press,Cambridge University Press (CUP),-,,UK,Hybrid,2526,,Yes,No,No,0.541,Q2 (Medicine),52,No,2040-1752,2040-1744,2040-1744
Development,Generalist,Journal of Experimental Zoology Part B: Molecular and Developmental Evolution,https://onlinelibrary.wiley.com/journal/15525015,For-profit,John Wiley & Sons,,,USA,Hybrid,2550,,Yes,No,No,0.978,"Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)",77,No,1552-5015,1552-5007,1552-5007
