Journal's MAIN field,Field,Journal,Website,Publisher type,Publisher,Institution,Institution type,Country,Business model,APC Euros,Alternative journal name,Present in Scimago,Present in DOAJ,Present in openAPC,Scimago Rank,Scimago Quartile,H index,PCI partner,e-ISSN,p-ISSN,ISSN-L
Genetics & Genomics,Genomics,BMC Genomic data,https://bmcgenet.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),,,UK,OA,1072,,Yes,Yes,Yes,0.618,Q3 (Genetics; Health Informatics),100,No,2730-6844,,2730-6844
Genetics & Genomics,Genomics,BMC Genomics,https://bmcgenomics.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),,,UK,OA,2415,,Yes,Yes,Yes,0.985,Q1 (Biotechnology),218,No,1471-2164,,1471-2164
Genetics & Genomics,Medical Genetics,BMC Medical Genomics,https://bmcmedgenomics.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),,,UK,OA,3282,,Yes,Yes,Yes,0.75,Q2 (Genetics),102,No,1755-8794,,1755-8794
Genetics & Genomics,Genomics,Briefings in Functional Genomics,https://academic.oup.com/bfg,University Press,Oxford University Press (OUP),,,UK,Hybrid,2590,,Yes,No,No,0.806,Q2 (Biochemistry; Genetics; Medicine),91,No,2041-2657,2041-2649,2041-2649
Genetics & Genomics,Genomics,Cell Genomics,https://www.cell.com/cell-genomics,For-profit,Elsevier (Cell Press),,,USA,OA,3980,,Yes,Yes,Yes,6.518,"Q1 (Biochemistry, Genetics and Molecular Biology; Genetics)",41,No,2666-979X,2666-979X,2666-979X
Genetics & Genomics,Generalist,Cell Systems,https://www.cell.com/cell-systems,For-profit,Elsevier (Cell Press),,,USA,Hybrid,8133,,Yes,No,Yes,4.954,Q1 (Cell Biology; Histology; Pathology and Forensic Medicine),107,No,2405-4720,2405-4712,2405-4712
Genetics & Genomics,Genomics,Chromosome Research,https://link.springer.com/journal/10577,For-profit,Springer Nature,,,Germany / UK,Hybrid,3060,,Yes,No,No,1.201,Q2 (Genetics),92,No,1573-6849,0967-3849,0967-3849
Genetics & Genomics,Epigenetics,Clinical Epigenetics,https://clinicalepigeneticsjournal.biomedcentral.com/,For-profit Society-Run,Springer Nature (BioMed Central),Clinical Epigenetics Society,Society/Association,UK,OA,3186,,Yes,Yes,Yes,1.787,Q1 (Developmental Biology; Genetics; Molecular Biology),94,No,1868-7083,1868-7075,1868-7075
Genetics & Genomics,Medical Genetics,Clinical Genetics,https://onlinelibrary.wiley.com/journal/13990004,For-profit,John Wiley & Sons,,,USA,Hybrid,3239,,Yes,No,No,0.981,Q2 (Genetics),125,No,1399-0004,0009-9163,0009-9163
Genetics & Genomics,Genomics,Comparative Biochemistry and Physiology Part D: Genomics Proteomics,https://www.sciencedirect.com/journal/comparative-biochemistry-and-physiology-part-d-genomics-and-proteomics,For-profit,Elsevier,,,Netherlands,Hybrid,2803,,Yes,No,No,0.546,Q1 (Animal Science and Zoology),55,No,1878-0407,1744-117X,1744-117X
Genetics & Genomics,Generalist,Computational and Structural Biotechnology Journal,https://spj.science.org/journal/csbj/,Non-profit,American Association for the Advancement of Science (AAAS),Research Network of Computational and Structural Biotechnology,,USA,OA,2950,,Yes,Yes,Yes,1.312,Q1 (Biochemistry; Biophysics; Biotechnology; Computer Science Applications; Genetics; Structural Biology),107,No,2001-0370,2001-0370,2001-0370
Genetics & Genomics,Generalist,Current Opinion in Genetics & Development,https://www.sciencedirect.com/journal/current-opinion-in-genetics-and-development,For-profit,Elsevier,,,Netherlands,Hybrid,2181,,Yes,No,Yes,2.327,Q1 (Developmental Biology; Genetics),208,No,1879-0380,0959-437X,0959-437X
Genetics & Genomics,Genomics,Cytogenetic and Genome Research,https://karger.com/CGR,For-profit,Karger Publishers,,,Switzerland,Hybrid,2926,,Yes,No,No,0.52,Q3 (Genetics; Molecular Biology),100,No,1424-859X,1424-8581,1424-859X
Genetics & Genomics,Molecular and Cellular Genetics,DNA and Cell Biology,https://journals.sagepub.com/home/dnaa,For-profit,Sage Publishing,,,USA,Hybrid,3233,,Yes,No,Yes,0.664,Q2 (Medicine),94,No,1557-7430,1044-5498,1044-5498
Genetics & Genomics,Genomics,DNA Research,https://academic.oup.com/dnaresearch,University Press,Oxford University Press (OUP),Kazusa DNA Research Institute,,UK,OA,1584,,Yes,Yes,Yes,0.948,Q1 (Medicine),120,No,1756-1663,1340-2838,1340-2838
Genetics & Genomics,Epigenetics,Epigenetics,https://www.tandfonline.com/journals/kepi20,For-profit,Taylor & Francis Group,,,USA,OA,2918,,Yes,Yes,Yes,1.05,Q1 (Medicine),121,No,1559-2308,1559-2294,1559-2294
Genetics & Genomics,Epigenetics,Epigenetics & Chromatin,https://epigeneticsandchromatin.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),,,UK,OA,2051,,Yes,Yes,Yes,1.63,Q1 (Genetics; Molecular Biology),74,No,1756-8935,,1756-8935
Genetics & Genomics,Epigenetics,Epigenetics Insights,https://journals.sagepub.com/home/gaeb,For-profit,Sage Publishing,,,USA,OA,1190,,Yes,No,No,1.181,Q1 (Biochemistry),17,No,2516-8657,,2516-8657
Genetics & Genomics,Epigenetics,Epigenomics,https://www.tandfonline.com/journals/iepi20,For-profit,Taylor & Francis Group,,,USA,Hybrid,3873,,Yes,No,Yes,0.774,Q2 (Genetics),85,No,1750-192X,1750-1911,1750-192X
Genetics & Genomics,Human Genetics,European Journal of Human Genetics,https://www.nature.com/ejhg/,For-profit,Springer Nature,,,Germany / UK,Hybrid,3364,,Yes,No,Yes,1.595,Q1 (Genetics),153,No,1476-5438,1018-4813,1018-4813
Genetics & Genomics,Medical Genetics,European Journal of Medical Genetics,https://www.sciencedirect.com/journal/european-journal-of-medical-genetics,For-profit,Elsevier,,,Netherlands,Hybrid,2162,,Yes,No,Yes,0.82,Q2 (Genetics; Medicine),71,No,1878-0849,1769-7212,1769-7212
Genetics & Genomics,Generalist,Evolution Letters,https://academic.oup.com/evlett/,University Press Society-Run,Oxford University Press (OUP),Society for the Study of Evolution; European Society for Evolutionary Biology,Society/Association,UK,OA,2077,,Yes,Yes,Yes,1.738,"Q1 (Ecology, Evolution, Behavior and Systematics; Genetics)",43,PCI friendly,2056-3744,,2056-3744
Genetics & Genomics,Genomics,Evolutionary Applications,https://onlinelibrary.wiley.com/journal/17524571,For-profit,John Wiley & Sons,,,USA,OA,3436,,Yes,Yes,Yes,0.957,"Q1 (Agricultural and Biological Sciences; Ecology, Evolution, Behavior and Systematics)",102,No,1752-4571,1752-4571,1752-4571
Genetics & Genomics,Medical Genetics,Familial Cancer,https://link.springer.com/journal/10689,For-profit Society-Run,Springer Nature,International Society for Gastrointestinal Hereditary Tumours (InSIGHT); Breast Cancer Linkage Consortium (BCLC),Society/Association,Germany / UK,Hybrid,2121,,Yes,No,No,0.849,Q2 (Genetics; Oncology),72,No,1573-7292,1389-9600,1389-9600
Genetics & Genomics,Epigenetics,Frontiers in Epigenetics and Epigenomics,https://www.frontiersin.org/journals/epigenetics-and-epigenomics,Predatory For-profit,Frontiers Media SA,,,Switzerland,OA,1963,,No,Yes,No,,,,No,2813-706X,,
Genetics & Genomics,Genetics,Frontiers in Genetics,https://www.frontiersin.org/journals/genetics,Predatory For-profit,Frontiers Media SA,,,Switzerland,OA,3420,,Yes,Yes,Yes,0.833,Q2 (Genetics; Molecular Medicine),147,No,1664-8021,,1664-8021
Genetics & Genomics,Genomics,Frontiers in Genome Editing,https://www.frontiersin.org/journals/genome-editing,Predatory For-profit,Frontiers Media SA,,,Switzerland,OA,2093,,Yes,Yes,Yes,1.349,Q1 (Biotechnology; Genetics),32,No,2673-3439,,2673-3439
Genetics & Genomics,Genomics,Functional & Integrative Genomics,https://link.springer.com/journal/10142,For-profit,Springer Nature,,,Germany / UK,Hybrid,2624,,Yes,No,No,0.753,Q2 (Genetics; Medicine),94,No,1438-7948,1438-793X,1438-793X
Genetics & Genomics,Genetics,Fungal Genetics and Biology,https://www.sciencedirect.com/journal/fungal-genetics-and-biology,For-profit,Elsevier,,,Netherlands,Hybrid,1972,,Yes,No,No,0.673,Q3 (Genetics; Microbiology),135,No,1096-0937,1087-1845,1087-1845
Genetics & Genomics,Generalist,"G3: Genes, Genomes, Genetics",https://academic.oup.com/g3journal,University Press Society-Run,Oxford University Press (OUP),Genetics Society of America,Society/Association,UK,OA,2881,,Yes,Yes,Yes,0.893,Q2 (Genetics; Medicine; Molecular Biology),98,PCI friendly,2160-1836,,2160-1836
Genetics & Genomics,Genetics,Gene,https://www.sciencedirect.com/journal/gene,For-profit,Elsevier,,,Netherlands,Hybrid,3848,,Yes,No,No,0.703,Q2 (Medicine),204,No,1879-0038,0378-1119,0378-1119
Genetics & Genomics,Epigenetics,Gene Expression Patterns,https://www.sciencedirect.com/journal/gene-expression-patterns,For-profit,Elsevier,,,Netherlands,Hybrid,1550,,Yes,No,No,0.331,Q4 (Developmental Biology; Genetics; Molecular Biology),72,No,1872-7298,1567-133X,1567-133X
Genetics & Genomics,Medical Genetics,Gene Therapy,https://www.nature.com/gt/,For-profit,Springer Nature,,,Germany / UK,Hybrid,3105,,Yes,No,No,1.502,Q1 (Genetics; Molecular Biology; Molecular Medicine),181,No,1476-5462,0969-7128,0969-7128
Genetics & Genomics,Generalist,Genes & Development,https://genesdev.cshlp.org/,Non-profit,Cold Spring Harbor (CSH) Laboratory Press,,,USA,Hybrid,4525,,Yes,No,Yes,3.302,Q1 (Developmental Biology; Genetics),499,No,1549-5477,0890-9369,0890-9369
Genetics & Genomics,Genetics,Genes and Immunity,https://www.nature.com/gene/,For-profit,Springer Nature,,,UK,Hybrid,636,,Yes,No,Yes,1.344,Q1 (Genetics),117,No,1476-5470,1466-4879,1466-4879
Genetics & Genomics,Genetics,Genes to Cells,https://onlinelibrary.wiley.com/journal/13652443,For-profit,John Wiley & Sons,,,USA,Hybrid,3167,,Yes,No,No,0.55,Q2 (Medicine),129,No,1365-2443,1356-9597,1356-9597
Genetics & Genomics,Generalist,"Genes, Brain and Behavior",https://onlinelibrary.wiley.com/journal/1601183X,For-profit Society-Run,John Wiley & Sons,International Behavioural and Neural Genetics Society,Society/Association,USA,Hybrid,3267,,Yes,No,Yes,1.054,Q1 (Behavioral Neuroscience),107,No,1601-183X,1601-1848,1601-183X
Genetics & Genomics,Medical Genetics,"Genes, Chromosomes and Cancer",https://onlinelibrary.wiley.com/journal/10982264,For-profit,John Wiley & Sons,,,USA,Hybrid,2453,,Yes,No,No,1.31,Q1 (Genetics),137,No,1098-2264,1045-2257,1045-2257
Genetics & Genomics,Genetics,Genesis: The Journal of Genetics and Development,https://onlinelibrary.wiley.com/journal/1526968x,For-profit,John Wiley & Sons,,,USA,Hybrid,2437,Genesis (United States),ISSN-L match,No,No,0.87,Q2 (Endocrinology; Genetics; Medicine),128,No,1526-968X,1526-954X,1526-954X
Genetics & Genomics,Medical Genetics,Genetic Epidemiology,https://onlinelibrary.wiley.com/journal/10982272,For-profit,John Wiley & Sons,,,USA,OA,2732,,Yes,No,No,1.296,Q1 (Epidemiology; Genetics),111,No,1098-2272,0741-0395,0741-0395
Genetics & Genomics,Genetics,Genetics,https://academic.oup.com/genetics,University Press,Oxford University Press (OUP),,,UK,Hybrid,1585,,Yes,No,Yes,2.934,Q1 (Genetics),290,PCI friendly,1943-2631,0016-6731,0016-6731
Genetics & Genomics,Medical Genetics,Genetics in Medicine,https://www.nature.com/gim/,For-profit,Elsevier,,,Netherlands,OA,1558,,Yes,No,Yes,2.687,Q1 (Genetics; Medicine),176,No,1530-0366,1098-3600,1098-3600
Genetics & Genomics,Genetics,Genetics Research,https://onlinelibrary.wiley.com/journal/gr,For-profit,John Wiley & Sons,,,UK,OA,1880,,Yes,Yes,No,,-,77,No,1469-5073,0016-6723,0016-6723
Genetics & Genomics,Genetics,Genetics Selection Evolution,https://gsejournal.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),French National Institute for Agricultural Research,,UK,OA,2130,,Yes,Yes,Yes,1.108,"Q1 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics; Medicine)",97,PCI friendly,1297-9686,0999-193X,0999-193X
Genetics & Genomics,Genomics,Genome Biology,https://genomebiology.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),,,UK,OA,4033,,Yes,Yes,Yes,5.792,"Q1 (Cell Biology; Ecology, Evolution, Behavior and Systematics; Genetics)",332,No,1474-760X,1474-7596,1465-6906
Genetics & Genomics,Genomics,Genome Biology and Evolution,https://academic.oup.com/gbe/,University Press Society-Run,Oxford University Press (OUP),Society for Molecular Biology and Evolution,Society/Association,UK,OA,2989,,Yes,Yes,Yes,1.274,"Q1 (Ecology, Evolution, Behavior and Systematics; Genetics)",109,PCI friendly,1759-6653,,1759-6653
Genetics & Genomics,Medical Genetics,Genome Medicine,https://genomemedicine.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),,,UK,OA,4646,,Yes,Yes,Yes,4.971,Q1 (Genetics; Molecular Biology; Molecular Medicine),147,No,1756-994X,,1756-994X
Genetics & Genomics,Generalist,Genome Research,https://genome.cshlp.org/,Non-profit,Cold Spring Harbor (CSH) Laboratory Press,,,USA,Hybrid,4363,,Yes,No,Yes,3.688,Q1 (Genetics),347,No,1549-5469,1088-9051,1088-9051
Genetics & Genomics,Genomics,Genomics,https://www.sciencedirect.com/journal/genomics,For-profit,Elsevier,,,Netherlands,OA,2540,,Yes,Yes,Yes,0.872,Q2 (Genetics),164,No,1089-8646,0888-7543,0888-7543
Genetics & Genomics,Genomics,Genomics and informatics,https://genomicsinform.biomedcentral.com/,For-profit Society-Run,Springer Nature (BioMed Central),Korea Genome Organization,,UK,OA,1990,,Yes,Yes,No,0.473,"Q2 (Ecology, Evolution, Behavior and Systematics)",17,No,2234-0742,1598-866X,
Genetics & Genomics,Genomics,Genomics Proteomics & Bioinformatics,https://www.sciencedirect.com/journal/genomics-proteomics-and-bioinformatics,University Press Society-Run,Oxford University Press (OUP),"Beijing Institute of Genomics, Chinese Academy of Sciences; China National Center for Bioinformation; Genetics Society of China",Society/Association,UK,OA,1760,,Yes,Yes,Yes,2.735,Q1 (Biochemistry; Computational Mathematics; Genetics; Medicine; Molecular Biology),87,No,2210-3244,1672-0229,1672-0229
Genetics & Genomics,Generalist,Hereditas,https://hereditasjournal.biomedcentral.com/,For-profit Society-Run,Springer Nature (BioMed Central),The Mendelian Society of Lund,Society/Association,UK,OA,1831,,Yes,Yes,Yes,0.59,Q2 (Medicine),58,No,1601-5223,0018-0661,0018-0661
Genetics & Genomics,Genetics,Heredity,https://www.nature.com/hdy/,For-profit,Springer Nature,,,Germany / UK,OA,3115,,Yes,No,Yes,0.983,Q2 (Genetics),146,No,1365-2540,0018-067X,0018-067X
Genetics & Genomics,Medical Genetics,Human Gene Therapy,https://home.liebertpub.com/publications/human-gene-therapy/19/overview,For-profit,Sage Publishing (Mary Ann Liebert),,,USA,Hybrid,2848,,Yes,No,No,1.282,Q1 (Genetics),167,No,1557-7422,1043-0342,1043-0342
Genetics & Genomics,Human Genetics,Human Genetics,https://link.springer.com/journal/439,For-profit,Springer Nature,,,Germany / UK,Hybrid,3598,,Yes,No,No,1.562,Q1 (Genetics),159,No,1432-1203,0340-6717,0340-6717
Genetics & Genomics,Human Genetics,Human Genetics and Genomics Advances,https://www.cell.com/hgg-advances/home,For-profit Society-Run,Elsevier (Cell Press),American Society for Human Genetics,Society/Association,USA,OA,2585,HGG Advances,Yes,With alternative journal name,Yes,1.761,Q1 (Genetics; Molecular Medicine),24,No,2666-2477,2666-2477,2666-2477
Genetics & Genomics,Genomics,Human Genome Variation,https://www.nature.com/hgv/,For-profit Society-Run,Springer Nature,The Japan Society of Human Genetics,Society/Association,Germany / UK,OA,1245,,Yes,Yes,Yes,0.535,Q3 (Biochemistry; Genetics; Molecular Biology),28,No,2054-345X,,2054-345X
Genetics & Genomics,Human Genetics,Human Genomics,https://humgenomics.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),Human Genome Organisation (HUGO),,UK,OA,2856,,Yes,Yes,Yes,1.455,Q1 (Drug Discovery; Genetics; Molecular Biology; Molecular Medicine),78,No,1479-7364,1473-9542,1473-9542
Genetics & Genomics,Human Genetics,Human Heredity,https://karger.com/HHE/,For-profit,Karger Publishers,,,Switzerland,Hybrid,1380,,Yes,Yes,No,0.265,Q4 (Genetics),67,No,1423-0062,0001-5652,0001-5652
Genetics & Genomics,Human Genetics,Human Molecular Genetics,https://academic.oup.com/hmg/,University Press,Oxford University Press (OUP),,,UK,Hybrid,4425,,Yes,No,Yes,1.447,Q1 (Genetics; Medicine),313,No,1460-2083,0964-6906,0964-6906
Genetics & Genomics,Human Genetics,Human Mutation,https://onlinelibrary.wiley.com/journal/10981004,For-profit,John Wiley & Sons,,,USA,Hybrid,2635,,Yes,No,Yes,1.967,Q1 (Genetics),194,No,1098-1004,1059-7794,1059-7794
Genetics & Genomics,Genetics,Journal of Experimental Zoology Part A: Ecological and Integrative Physiology,https://onlinelibrary.wiley.com/journal/24715646,For-profit,John Wiley & Sons,,,USA,Hybrid,3095,Journal of Experimental Zoology Part A: Ecological and Integrative Physiology,Yes,No,No,0.518,"Q2 (Animal Science and Zoology; Ecology, Evolution, Behavior and Systematics)",32,No,2471-5646,2471-5638,2471-5638
Genetics & Genomics,Generalist,Journal of Genetics and Genomics,https://www.sciencedirect.com/journal/journal-of-genetics-and-genomics,For-profit,Elsevier,,,Netherlands,Hybrid,3433,,Yes,No,No,2.166,Q1 (Genetics; Molecular Biology),88,No,1873-5533,1673-8527,1873-5533
Genetics & Genomics,Genetics,Journal of Heredity,https://academic.oup.com/jhered,University Press,Oxford University Press (OUP),,,UK,Hybrid,1132,,Yes,No,Yes,0.955,Q2 (Biotechnology; Genetics; Molecular Biology),108,No,1465-7333,0022-1503,0022-1503
Genetics & Genomics,Human Genetics,Journal of Human Genetics,https://www.nature.com/jhg/,For-profit,Springer Nature,,,Germany,Hybrid,2491,,Yes,No,No,0.924,Q2 (Genetics),100,No,1435-232X,1434-5161,1434-5161
Genetics & Genomics,Medical Genetics,Journal of Inherited Metabolic Disease,https://onlinelibrary.wiley.com/journal/15732665,For-profit Society-Run,John Wiley & Sons,Society for the Study of Inborn Errors of Metabolism (SSIEM),Society/Association,USA,Hybrid,2464,,Yes,No,No,1.401,Q1 (Genetics),131,No,1573-2665,0141-8955,0141-8955
Genetics & Genomics,Medical Genetics,Journal of Medical Genetics,https://jmg.bmj.com/,Non-profit,BMJ Group,,,UK,Hybrid,4212,,Yes,No,Yes,1.688,Q1 (Genetics),201,No,1468-6244,0022-2593,0022-2593
Genetics & Genomics,Neurogenetics,Journal of Neurogenetics,https://www.tandfonline.com/journals/ineg20,For-profit,Taylor & Francis Group,,,UK,Hybrid,2250,,Yes,No,No,0.487,Q3 (Genetics),45,No,1563-5260,0167-7063,0167-7063
Genetics & Genomics,Genomics,Mammalian Genome,https://link.springer.com/journal/335,For-profit Society-Run,Springer Nature,International Mammalian Genome Society,Society/Association,Germany / UK,Hybrid,2645,,Yes,No,No,0.818,Q2 (Genetics),109,No,1432-1777,0938-8990,0938-8990
Genetics & Genomics,Genomics,Microbial Genomics,https://www.microbiologyresearch.org/content/journal/mgen,Non-profit,Microbiology Society,,,UK,OA,2156,,Yes,Yes,Yes,1.575,Q1 (Epidemiology; Genetics; Microbiology; Molecular Biology),62,No,2057-5858,,2057-5858
Genetics & Genomics,Generalist,Molecular Biology and Evolution,https://academic.oup.com/mbe/,University Press Society-Run,Oxford University Press (OUP),Society for Molecular Biology and Evolution,Society/Association,UK,OA,2981,,Yes,Yes,Yes,2.607,"Q1 (Ecology, Evolution, Behavior and Systematics; Genetics; Molecular Biology)",264,No,1537-1719,0737-4038,0737-4038
Genetics & Genomics,Molecular and Cellular Genetics,Molecular Cytogenetics,https://molecularcytogenetics.biomedcentral.com/,For-profit,Springer Nature (BioMed Central),,,UK,OA,2426,,Yes,Yes,Yes,0.485,Q3 (Biochemistry; Genetics; Molecular Biology; Molecular Medicine),42,No,1755-8166,,1755-8166
Genetics & Genomics,Generalist,Molecular Ecology Resources,https://onlinelibrary.wiley.com/journal/17550998,For-profit,John Wiley & Sons,,,USA,Hybrid,3184,,Yes,No,No,1.86,"Q1 (Biotechnology; Ecology, Evolution, Behavior and Systematics; Genetics)",179,No,1755-0998,1755-098X,1755-098X
Genetics & Genomics,Medical Genetics,Molecular Genetics & Genomic Medicine,https://onlinelibrary.wiley.com/journal/23249269,For-profit,John Wiley & Sons,,,USA,OA,2000,,Yes,Yes,Yes,0.596,Q3 (Genetics; Molecular Biology),50,No,2324-9269,2324-9269,2324-9269
Genetics & Genomics,Molecular and Cellular Genetics,Molecular Genetics and Metabolism,https://www.sciencedirect.com/journal/molecular-genetics-and-metabolism,For-profit Society-Run,Elsevier,Society for Inherited Metabolic Disorders,Society/Association,Netherlands,Hybrid,2933,,Yes,No,Yes,1.35,"Q1 (Biochemistry; Endocrinology; Endocrinology, Diabetes and Metabolism; Genetics)",134,No,1096-7206,1096-7192,1096-7192
Genetics & Genomics,Molecular and Cellular Genetics,Molecular Genetics and Metabolism Reports,https://www.sciencedirect.com/journal/molecular-genetics-and-metabolism-reports,For-profit,Elsevier,,,USA,OA,1823,,Yes,Yes,Yes,0.613,Q3 (Endocrinology; Genetics; Molecular Biology),36,No,2214-4269,2214-4269,2214-4269
Genetics & Genomics,Generalist,Molecular Systems Biology,https://www.embopress.org/journal/17444292,For-profit,Springer Nature,EMBO,,Germany / UK,OA,7545,,Yes,Yes,Yes,4.229,"Q1 (Agricultural and Biological Sciences; Applied Mathematics; Biochemistry, Genetics and Molecular Biology; Computational Theory and Mathematics; Immunology and Microbiology; Information Systems; Medicine)",185,No,1744-4292,,1744-4292
Genetics & Genomics,Medical Genetics,Molecular Therapy Advances,https://www.cell.com/molecular-therapy-family/methods,For-profit Society-Run,Elsevier (Cell Press),American Society of Gene & Cell Therapy,Society/Association,USA,Hybrid,2966,Molecular Therapy Methods and Clinical Development,With alternative journal name,With alternative journal name,With alternative journal name,1.749,Q1 (Genetics; Molecular Biology; Molecular Medicine),77,No,2329-0501,2329-0501,2329-0501
Genetics & Genomics,Molecular and Cellular Genetics,Mutagenesis,https://academic.oup.com/mutage,University Press Society-Run,Oxford University Press (OUP),UK Environmental Mutagen Society,Society/Association,UK,Hybrid,3066,,Yes,No,No,1.146,"Q1 (Health, Toxicology and Mutagenesis; Toxicology)",107,No,1464-3804,0267-8357,0267-8357
Genetics & Genomics,Medical Genetics,Mutation Research - Reviews in Mutation Research,https://www.sciencedirect.com/journal/mutation-research-reviews-in-mutation-research,For-profit,Elsevier,,,Netherlands,Hybrid,3119,,Yes,No,No,1.584,"Q1 (Genetics; Health, Toxicology and Mutagenesis)",147,No,1388-2139,1383-5742,1383-5742
Genetics & Genomics,Generalist,NAR Genomics & Bioinformatics,https://academic.oup.com/nargab,University Press,Oxford University Press (OUP),,,UK,OA,2574,,Yes,Yes,Yes,1.518,Q1 (Applied Mathematics; Computer Science Applications; Genetics; Molecular Biology; Structural Biology),38,No,2631-9268,,2631-9268
Genetics & Genomics,Generalist,Nature Genetics,https://www.nature.com/ng/,For-profit,Springer Nature,,,Germany,Hybrid,6145,,Yes,No,Yes,15.377,Q1 (Genetics),679,No,1546-1718,1061-4036,1061-4036
Genetics & Genomics,Generalist,Nature Microbiology,https://www.nature.com/nmicrobiol/,For-profit,Springer Nature,,,Germany / UK,Hybrid,11721,,Yes,No,Yes,7.44,Q1 (Applied Microbiology and Biotechnology; Cell Biology; Genetics; Immunology; Microbiology),176,No,2058-5276,,2058-5276
Genetics & Genomics,Generalist,Nature Reviews Genetics,https://www.nature.com/nrg/,For-profit,Springer Nature,,,Germany / UK,Subscription,,,Yes,No,No,20.403,Q1 (Genetics; Molecular Biology),458,No,1471-0064,1471-0056,1471-0056
Genetics & Genomics,Medical Genetics,npj Genomic Medicine,https://www.nature.com/npjgenmed/,For-profit,Springer Nature,"Center of Excellence in Genomic Medicine Research, King Abdulaziz University",,Germany / UK,OA,3290,,Yes,Yes,Yes,2.273,Q1 (Genetics; Molecular Biology),50,No,2056-7944,,2056-7944
Genetics & Genomics,Generalist,Nucleic Acids Research,https://academic.oup.com/nar/,University Press,Oxford University Press (OUP),,,UK,OA,4012,,Yes,Yes,Yes,8.111,Q1 (Genetics),714,No,1362-4962,0305-1048,0305-1048
